"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"430210 BENTO GONCALVES";1246,84;935,89;1252,48;699,95;477,24;...;1183,82
"430215 BOA VISTA DAS MISSOES";503,26;256,43;1005,00;383,61;...;...;476,56
"430220 BOA VISTA DO BURICA";928,43;494,42;...;1024,17;...;...;909,42
"430222 BOA VISTA DO CADEADO";599,06;323,36;289,05;532,65;...;...;588,71
"430223 BOA VISTA DO INCRA";599,12;518,38;...;565,59;...;...;596,30
"430225 BOA VISTA DO SUL";965,65;300,20;...;691,61;...;...;963,90
"430230 BOM JESUS";734,21;357,19;528,22;320,12;91,50;...;592,01
"430235 BOM PRINCIPIO";869,46;597,74;514,00;500,24;...;...;851,40
"430237 BOM PROGRESSO";655,89;317,85;...;328,24;1020,00;...;604,63
"430240 BOM RETIRO DO SUL";746,22;503,85;812,12;533,68;...;...;726,10
"430245 BOQUEIRAO DO LEAO";806,09;361,86;568,00;478,06;...;...;726,62
"430250 BOSSOROCA";525,55;324,49;218,85;354,10;...;...;470,58
"430258 BOZANO";1036,92;368,95;...;310,12;...;...;975,19
"430260 BRAGA";531,37;316,37;512,49;290,95;...;...;471,08
"430265 BROCHIER";731,85;448,74;...;389,24;...;...;719,13
"430270 BUTIA";578,52;508,60;365,82;432,86;...;...;558,18
"430280 CACAPAVA DO SUL";683,50;319,93;545,49;339,54;...;...;612,70
"430290 CACEQUI";597,88;383,54;198,38;362,60;332,94;...;545,65
"430300 CACHOEIRA DO SUL";852,34;432,55;824,44;407,53;714,55;...;785,62
"430310 CACHOEIRINHA";856,00;556,34;797,55;625,49;934,33;...;822,49
"430320 CACIQUE DOBLE";648,06;420,95;1238,03;406,19;142,00;133,67;529,00
"430330 CAIBATE";742,11;422,33;597,26;363,08;...;...;651,24
"430340 CAICARA";776,11;361,20;586,58;439,46;...;...;712,70
"430350 CAMAQUA";690,52;406,40;238,13;386,16;546,07;...;656,08
"430355 CAMARGO";966,11;601,85;244,01;525,75;...;...;913,64
"430360 CAMBARA DO SUL";676,00;487,91;423,27;456,15;...;...;635,95
"430367 CAMPESTRE DA SERRA";704,98;389,56;575,33;570,83;806,00;...;676,02
"430370 CAMPINA DAS MISSOES";628,47;361,59;447,99;438,78;...;...;615,82
"430380 CAMPINAS DO SUL";938,87;509,12;686,37;420,60;...;...;863,19
"430390 CAMPO BOM";913,59;555,94;473,18;574,59;669,88;...;874,47
"430400 CAMPO NOVO";535,99;278,48;592,95;359,71;500,00;...;507,23
"430410 CAMPOS BORGES";647,05;457,43;561,15;553,61;2177,94;...;634,97
"430420 CANDELARIA";645,02;336,79;240,61;365,95;...;...;609,61
"430430 CANDIDO GODOI";707,56;30,00;333,33;432,16;...;...;702,39
"430435 CANDIOTA";698,62;504,81;403,05;392,95;653,33;...;628,54
"430440 CANELA";831,46;512,76;447,13;484,09;461,03;...;772,80
"430450 CANGUCU";567,54;399,70;325,96;402,60;850,00;...;551,98
"430460 CANOAS";984,25;596,73;1032,56;618,22;704,37;...;931,85
"430461 CANUDOS DO VALE";772,67;255,55;...;1045,17;201,79;...;773,54
"430462 CAPAO BONITO DO SUL";454,08;408,21;-;472,04;-;...;453,20
"430463 CAPAO DA CANOA";900,73;555,29;601,37;589,84;204,10;...;863,28
"430465 CAPAO DO CIPO";442,73;233,56;311,00;333,57;195,67;...;411,69
"430466 CAPAO DO LEAO";486,60;360,66;522,42;358,01;238,46;...;466,93
"430467 CAPIVARI DO SUL";1382,49;406,94;...;374,30;...;...;1171,68
"430468 CAPELA DE SANTANA";549,74;359,48;585,08;377,37;...;...;525,79
"430469 CAPITAO";858,30;720,12;656,80;465,45;...;...;835,54
"430470 CARAZINHO";934,07;481,33;410,46;496,12;164,13;...;875,47
"430471 CARAA";485,57;279,34;...;316,14;112,69;...;477,45
"430480 CARLOS BARBOSA";1482,51;770,72;856,47;654,24;755,00;1243,33;1444,06
"430485 CARLOS GOMES";766,88;223,61;...;339,91;104,00;...;754,65
"430490 CASCA";997,42;776,24;-;702,91;390,05;...;977,68
"430495 CASEIROS";597,01;401,75;952,00;496,52;510,00;...;582,22
"430500 CATUIPE";987,37;347,70;266,53;549,45;...;...;919,77
"430510 CAXIAS DO SUL";1324,54;715,49;714,66;739,67;704,90;565,00;1221,53
"430511 CENTENARIO";610,79;283,08;117,40;172,33;...;...;599,56
"430512 CERRITO";498,04;305,98;241,14;270,48;357,83;...;470,11
"430513 CERRO BRANCO";555,87;287,89;164,46;323,47;219,55;...;517,25
"430515 CERRO GRANDE";572,17;341,40;327,40;408,08;...;...;538,07
"430517 CERRO GRANDE DO SUL";552,04;323,88;374,79;324,84;...;...;513,04
"430520 CERRO LARGO";943,15;421,88;264,09;514,42;320,00;...;855,86
"430530 CHAPADA";895,96;664,01;1055,83;530,32;...;...;851,84
"430535 CHARQUEADAS";734,45;511,75;654,49;605,66;300,00;...;717,37
"430537 CHARRUA";958,68;64,00;466,67;907,62;185,71;...;618,93
"430540 CHIAPETTA";647,73;361,50;601,44;418,36;...;...;597,44
"430543 CHUI";542,10;391,07;198,35;367,71;650,00;...;522,90
"430544 CHUVISCA";481,32;266,39;271,43;213,09;1062,00;...;464,24
"430545 CIDREIRA";749,97;500,38;491,08;844,08;552,08;...;740,78
"430550 CIRIACO";739,11;467,72;530,16;685,88;865,00;...;720,84
"430558 COLINAS";1077,80;455,09;581,99;458,59;200,00;...;1059,54
"430560 COLORADO";1106,64;351,70;117,15;340,42;...;...;979,53
"430570 CONDOR";873,40;383,68;246,83;397,02;1077,50;...;765,67
"430580 CONSTANTINA";816,41;355,50;412,80;392,61;159,77;...;719,76
"430583 COQUEIRO BAIXO";647,56;214,76;...;370,20;...;...;616,28
"430585 COQUEIROS DO SUL";1221,68;193,06;...;399,83;...;...;1133,80
"430587 CORONEL BARROS";1226,43;294,18;510,00;471,74;266,67;...;1112,31
"430590 CORONEL BICACO";578,36;365,61;491,80;301,84;...;...;502,78
"430593 CORONEL PILAR";933,47;440,71;...;788,18;...;...;925,50
"430595 COTIPORA";955,74;532,57;...;813,25;...;...;943,52
"430597 COXILHA";635,92;271,58;589,02;406,53;134,73;...;590,71
"430600 CRISSIUMAL";651,30;567,89;335,04;387,51;...;...;626,91
"430605 CRISTAL";613,90;359,61;286,67;299,45;437,50;...;568,15
"430607 CRISTAL DO SUL";442,22;540,55;145,00;367,82;...;...;425,16
"430610 CRUZ ALTA";927,25;448,21;573,37;466,04;439,73;...;855,46
"430613 CRUZALTENSE";722,63;312,18;431,56;702,75;...;...;706,56
"430620 CRUZEIRO DO SUL";869,75;545,09;573,60;532,75;...;...;830,18
"430630 DAVID CANABARRO";848,31;402,20;...;476,67;...;...;798,38
"430632 DERRUBADAS";522,91;142,90;535,01;228,58;...;...;469,39
"430635 DEZESSEIS DE NOVEMBRO";406,29;241,93;244,65;292,77;...;...;381,65
"430637 DILERMANDO DE AGUIAR";611,63;334,30;379,53;356,96;...;...;549,59
"430640 DOIS IRMAOS";937,68;576,88;886,26;629,70;455,00;...;917,55
"430642 DOIS IRMAOS DAS MISSOES";471,24;222,78;254,59;368,13;...;...;422,46
"430645 DOIS LAJEADOS";1004,57;677,12;...;644,46;...;...;989,94
"430650 DOM FELICIANO";426,52;262,90;291,37;253,10;950,00;...;398,65
"430655 DOM PEDRO DE ALCANTARA";592,03;95,34;788,77;1346,90;...;...;600,24
"430660 DOM PEDRITO";760,07;364,07;655,58;372,91;981,08;...;670,51
"430670 DONA FRANCISCA";741,70;409,46;241,90;441,09;...;...;683,29
"430673 DOUTOR MAURICIO CARDOSO";686,99;349,85;451,16;337,56;...;...;634,86
"430675 DOUTOR RICARDO";866,12;410,96;...;471,95;...;...;840,54
"430676 ELDORADO DO SUL";725,12;498,92;324,86;486,50;216,85;...;678,96
"430680 ENCANTADO";955,71;552,57;419,17;692,24;314,83;...;925,46
"430690 ENCRUZILHADA DO SUL";564,87;365,34;270,18;394,65;238,05;...;522,42
"430692 ENGENHO VELHO";1075,41;470,24;...;480,20;131,36;...;754,36
"430693 ENTRE-IJUIS";607,07;401,37;...;397,06;...;...;586,87
"430695 ENTRE RIOS DO SUL";715,60;286,01;468,07;448,66;...;...;648,07
"430697 EREBANGO";682,54;346,42;100,00;371,36;136,94;...;573,76
"430700 ERECHIM";1089,90;680,46;688,07;625,46;527,03;...;1019,96
"430705 ERNESTINA";632,00;409,61;91,67;473,87;...;...;619,04
"430710 HERVAL";852,14;401,33;309,18;240,17;510,00;...;732,59
"430720 ERVAL GRANDE";735,92;611,55;359,12;349,53;...;...;676,60
"430730 ERVAL SECO";576,62;285,42;126,39;304,67;142,34;...;497,80
"430740 ESMERALDA";540,88;363,69;564,18;317,14;283,90;...;485,43
"430745 ESPERANCA DO SUL";536,64;281,38;255,02;260,14;...;...;502,93
"430750 ESPUMOSO";879,60;478,01;1898,75;467,57;661,61;...;827,26
"430755 ESTACAO";925,17;299,88;646,23;473,36;...;...;860,83
"430760 ESTANCIA VELHA";869,78;738,97;745,72;557,42;799,81;...;842,70
"430770 ESTEIO";990,92;659,45;737,97;646,71;998,53;...;942,65
"430780 ESTRELA";1057,08;620,12;1095,00;562,44;411,52;...;1002,28
"430781 ESTRELA VELHA";616,56;295,71;465,32;882,34;133,00;...;611,41
"430783 EUGENIO DE CASTRO";664,73;320,22;429,43;415,56;...;...;593,57
"430786 FAGUNDES VARELA";996,06;672,68;708,54;608,44;...;...;981,92
"430790 FARROUPILHA";1069,58;627,79;725,29;656,70;250,32;...;1015,52
"430800 FAXINAL DO SOTURNO";827,31;392,07;456,51;421,52;...;...;744,31
"430805 FAXINALZINHO";470,37;287,77;700,00;376,19;120,28;...;425,64
"430807 FAZENDA VILANOVA";755,55;452,00;454,67;477,10;277,33;...;730,26
"430810 FELIZ";907,66;586,20;2416,79;528,59;166,67;...;895,31
"430820 FLORES DA CUNHA";1106,05;679,22;270,11;599,89;261,27;...;1046,71
"430825 FLORIANO PEIXOTO";625,51;425,97;155,50;481,13;...;...;621,34
"430830 FONTOURA XAVIER";550,53;318,04;247,72;398,33;...;...;504,70
"430840 FORMIGUEIRO";639,97;328,17;501,56;362,39;...;...;579,12
"430843 FORQUETINHA";819,57;111,50;...;579,30;...;...;811,65
"430845 FORTALEZA DOS VALOS";1094,64;347,50;510,00;500,98;...;...;1002,85
"430850 FREDERICO WESTPHALEN";917,48;854,87;432,73;511,14;...;...;863,37
"430860 GARIBALDI";1397,78;625,51;930,06;667,23;780,00;...;1352,48
"430865 GARRUCHOS";492,69;181,31;-;424,71;...;...;470,85
"430870 GAURAMA";787,97;332,79;867,70;465,69;...;...;761,51
"430880 GENERAL CAMARA";654,79;368,18;187,39;461,29;558,77;...;629,55
"430885 GENTIL";680,46;403,27;650,67;480,25;169,47;...;630,57
"430890 GETULIO VARGAS";896,27;441,98;407,72;499,99;126,02;...;833,10
"430900 GIRUA";691,38;361,87;373,29;415,58;406,87;...;637,48
"430905 GLORINHA";695,49;721,32;402,72;420,15;...;...;675,67
"430910 GRAMADO";1069,01;706,90;1026,67;682,76;377,50;...;1022,30
"430912 GRAMADO DOS LOUREIROS";561,86;292,47;467,49;527,64;226,44;...;482,09
"430915 GRAMADO XAVIER";602,59;379,37;243,44;366,44;...;...;535,26
"430920 GRAVATAI";750,68;508,22;862,11;513,40;501,57;...;714,39
"430925 GUABIJU";1551,02;383,91;165,20;495,83;130,00;...;1404,89
"430930 GUAIBA";782,85;589,69;820,49;510,75;559,70;...;743,04
"430940 GUAPORE";1099,70;770,21;1331,46;544,24;...;...;1029,11
"430950 GUARANI DAS MISSOES";649,76;284,97;170,00;360,74;...;...;612,69
"430955 HARMONIA";849,18;704,33;748,33;602,02;1333,33;...;840,53
"430957 HERVEIRAS";551,69;366,54;...;302,53;...;...;508,30
"430960 HORIZONTINA";1077,67;1744,34;495,88;680,53;350,13;...;1033,39
"430965 HULHA NEGRA";500,48;480,67;155,23;312,12;141,04;...;457,85
"430970 HUMAITA";813,09;383,69;552,12;519,64;...;...;754,95
"430975 IBARAMA";584,03;468,48;488,16;322,62;...;...;571,69
"430980 IBIACA";1003,22;411,00;762,04;523,40;252,84;...;935,95
"430990 IBIRAIARAS";845,36;394,75;468,49;529,66;176,21;...;787,23
"430995 IBIRAPUITA";536,50;896,84;237,82;378,12;...;...;511,73
"431000 IBIRUBA";1131,60;642,36;303,69;578,30;...;...;1049,53
"431010 IGREJINHA";863,78;646,74;396,36;732,30;761,56;...;844,05
"431020 IJUI";1179,38;440,82;670,81;494,39;135,55;...;1056,32
"431030 ILOPOLIS";965,38;246,60;...;451,38;610,00;...;868,80
"431033 IMBE";1021,99;640,98;513,46;523,93;749,32;...;974,78
"431036 IMIGRANTE";933,53;1400,19;2755,00;579,13;...;...;926,58
"431040 INDEPENDENCIA";711,07;276,27;273,21;462,27;399,73;...;658,30
"431041 INHACORA";479,31;266,84;767,98;384,65;...;...;448,11
"431043 IPE";886,00;480,39;378,43;564,36;...;...;838,15
"431046 IPIRANGA DO SUL";1393,86;482,95;...;748,19;...;...;1300,96
"431050 IRAI";604,83;427,31;250,68;455,35;128,09;...;547,10
"431053 ITAARA";933,70;271,26;510,00;484,63;224,28;...;869,78
"431055 ITACURUBI";572,78;270,10;650,20;569,42;549,20;...;562,15
"431057 ITAPUCA";689,48;484,19;...;375,96;...;...;658,61
"431060 ITAQUI";621,87;416,16;304,96;412,61;127,50;...;563,60
"431065 ITATI";569,36;576,67;703,30;519,12;203,88;...;566,51
"431070 ITATIBA DO SUL";605,44;352,75;614,33;405,67;2256,12;...;576,80
"431075 IVORA";705,02;520,58;1265,00;405,62;720,23;...;665,62
"431080 IVOTI";1035,94;742,71;1840,21;735,14;1543,20;...;1019,75
"431085 JABOTICABA";440,36;146,28;632,20;244,34;90,00;...;389,59
"431087 JACUIZINHO";881,96;182,63;364,02;223,30;...;...;748,19
"431090 JACUTINGA";688,50;319,41;451,01;415,49;422,22;...;635,33
"431100 JAGUARAO";638,40;466,01;510,00;337,88;740,55;...;611,77
"431110 JAGUARI";823,20;380,29;646,91;358,34;585,00;...;765,77
"431112 JAQUIRANA";423,81;311,36;734,16;256,58;...;...;382,92
"431113 JARI";417,90;282,80;...;325,23;...;...;408,21
"431115 JOIA";543,64;360,11;327,43;355,56;247,50;...;498,94
"431120 JULIO DE CASTILHOS";837,28;410,38;1226,25;368,56;...;...;753,97
"431123 LAGOA BONITA DO SUL";635,88;404,44;508,86;472,51;...;...;608,23
"431125 LAGOAO";447,69;282,59;366,32;367,39;...;...;429,48
"431127 LAGOA DOS TRES CANTOS";945,77;337,67;282,41;681,80;...;...;931,25
"431130 LAGOA VERMELHA";809,43;394,26;476,34;435,18;...;...;743,29
"431140 LAJEADO";1177,69;568,93;1445,88;600,23;2400,00;...;1114,45
"431142 LAJEADO DO BUGRE";323,98;487,06;16,67;375,11;124,10;...;337,31
"431150 LAVRAS DO SUL";594,02;470,26;287,13;326,12;510,00;...;543,77
"431160 LIBERATO SALZANO";628,92;416,18;1530,00;360,77;214,86;...;549,13
"431162 LINDOLFO COLLOR";691,40;482,67;400,00;490,40;...;...;667,68
"431164 LINHA NOVA";861,17;815,73;...;516,65;...;...;855,43
"431170 MACHADINHO";713,33;323,65;289,53;424,65;501,84;...;651,15
"431171 MACAMBARA";517,81;386,09;289,55;367,91;...;...;487,77
"431173 MAMPITUBA";480,87;314,09;1885,66;254,26;...;...;453,60
"431175 MANOEL VIANA";622,39;300,51;318,53;303,66;275,88;...;566,78
"431177 MAQUINE";601,47;394,71;8000,00;551,86;110,00;...;602,07
"431179 MARATA";757,06;379,04;176,50;458,12;...;...;744,38
"431180 MARAU";1034,82;602,32;667,69;608,39;...;...;979,81
"431190 MARCELINO RAMOS";823,12;368,05;506,32;491,42;337,60;...;772,67
"431198 MARIANA PIMENTEL";638,28;448,59;641,85;388,93;459,33;...;619,40
"431200 MARIANO MORO";961,34;646,49;694,52;425,86;...;...;924,08
"431205 MARQUES DE SOUZA";843,74;758,03;...;358,73;...;...;817,10
"431210 MATA";500,66;282,38;592,24;350,58;...;...;473,07
"431213 MATO CASTELHANO";885,78;524,21;400,00;654,70;...;...;857,91
"431215 MATO LEITAO";719,79;387,77;...;456,14;...;...;705,61
"431217 MATO QUEIMADO";677,77;250,25;...;320,78;...;...;611,56
"431220 MAXIMILIANO DE ALMEIDA";677,85;427,44;504,36;360,49;...;...;615,26
"431225 MINAS DO LEAO";864,30;352,90;...;348,88;...;...;791,61
"431230 MIRAGUAI";915,27;208,78;-;423,11;309,26;...;811,05
"431235 MONTAURI";1096,01;...;...;630,76;...;...;1091,15
"431237 MONTE ALEGRE DOS CAMPOS";530,45;344,36;368,55;359,19;...;...;474,30
"431238 MONTE BELO DO SUL";862,34;855,46;...;835,18;...;...;861,81
"431240 MONTENEGRO";960,61;502,39;408,66;463,81;...;...;903,20
"431242 MORMACO";805,22;655,93;1377,84;381,55;...;...;754,39
"431244 MORRINHOS DO SUL";699,91;508,34;...;549,13;...;...;697,84
"431245 MORRO REDONDO";737,76;296,06;459,25;266,51;1000,00;...;697,58
"431247 MORRO REUTER";763,93;552,75;...;608,17;...;...;756,11
"431250 MOSTARDAS";679,13;329,37;413,82;465,47;496,70;...;618,08
"431260 MUCUM";919,20;540,49;530,53;512,44;...;...;882,55
"431261 MUITOS CAPOES";740,92;333,61;232,01;339,50;...;...;652,56
"431262 MULITERNO";907,60;645,09;571,62;592,80;101,82;...;787,59
"431265 NAO-ME-TOQUE";1116,35;320,15;760,47;594,62;...;...;1037,75
"431267 NICOLAU VERGUEIRO";999,29;953,66;463,82;670,57;...;...;962,23
"431270 NONOAI";750,16;333,76;367,30;363,01;180,81;...;625,87
"431275 NOVA ALVORADA";993,79;459,41;251,20;512,33;...;...;919,55
"431280 NOVA ARACA";1176,72;607,49;...;609,66;627,50;...;1134,75
"431290 NOVA BASSANO";1058,53;651,11;...;511,58;...;...;1009,70
"431295 NOVA BOA VISTA";924,58;594,91;...;1173,15;...;...;927,81
"431300 NOVA BRESCIA";1421,97;273,83;286,67;954,64;...;...;1394,02
"431301 NOVA CANDELARIA";1132,41;...;...;443,75;...;...;1119,62
"431303 NOVA ESPERANCA DO SUL";767,68;383,02;400,00;429,05;...;...;714,12
"431306 NOVA HARTZ";595,79;409,03;1130,09;566,10;462,48;...;588,27
"431308 NOVA PADUA";924,82;674,79;...;581,70;...;...;914,45
"431310 NOVA PALMA";995,82;324,97;229,13;427,43;...;...;905,23
"431320 NOVA PETROPOLIS";1006,96;698,15;826,65;749,61;642,63;...;988,79
"431330 NOVA PRATA";1100,89;519,27;836,33;596,17;443,28;...;1023,62
"431333 NOVA RAMADA";892,23;514,81;503,49;628,98;...;...;859,71
"431335 NOVA ROMA DO SUL";1128,14;753,10;1000,00;770,16;...;...;1114,28
"431337 NOVA SANTA RITA";684,93;766,52;1485,18;443,13;200,00;...;668,99
"431339 NOVO CABRAIS";649,28;305,91;...;281,39;...;...;603,02
"431340 NOVO HAMBURGO";1032,72;754,82;795,12;526,08;526,28;...;992,70
"431342 NOVO MACHADO";550,52;269,44;78,00;320,94;...;...;530,64
"431344 NOVO TIRADENTES";544,26;431,48;...;507,85;...;...;534,00
"431346 NOVO XINGU";876,37;685,85;702,03;456,00;237,20;...;844,58
"431349 NOVO BARREIRO";825,83;476,41;523,44;611,90;...;...;761,53
"431350 OSORIO";982,91;563,48;877,50;669,72;453,33;...;940,80
"431360 PAIM FILHO";773,86;357,48;585,27;472,79;...;...;729,02
"431365 PALMARES DO SUL";775,16;395,23;70,01;428,75;285,03;...;701,37
"431370 PALMEIRA DAS MISSOES";780,90;393,35;472,44;470,18;800,00;...;707,95
"431380 PALMITINHO";664,10;486,68;330,58;476,54;446,04;...;635,34
"431390 PANAMBI";906,77;501,18;513,09;573,64;160,00;...;853,97
"431395 PANTANO GRANDE";568,61;337,70;245,36;287,46;...;...;518,41
"431400 PARAI";1103,30;561,40;792,85;730,84;...;...;1066,29
"431402 PARAISO DO SUL";612,62;335,60;...;472,84;...;...;591,83
"431403 PARECI NOVO";795,68;328,90;...;468,81;...;...;788,00
"431405 PAROBE";629,44;505,79;609,22;566,66;856,68;...;620,24
"431406 PASSA SETE";438,81;338,37;269,78;309,99;10000,00;...;425,94
"431407 PASSO DO SOBRADO";724,12;486,17;230,50;357,54;...;...;701,81
"431410 PASSO FUNDO";1122,19;601,64;1012,12;623,02;545,77;...;1038,85
"431413 PAULO BENTO";771,20;739,11;420,13;387,35;...;...;749,71
"431415 PAVERAMA";632,64;537,51;532,21;491,48;289,00;...;625,90
"431417 PEDRAS ALTAS";531,37;293,09;-;301,86;340,00;...;442,10
"431420 PEDRO OSORIO";594,53;352,44;-;284,73;337,48;...;541,49
"431430 PEJUCARA";733,37;720,20;503,86;415,79;...;...;694,54
"431440 PELOTAS";956,10;456,70;1734,75;530,10;701,46;...;870,92
"431442 PICADA CAFE";804,23;557,41;401,87;562,52;280,00;...;786,35
"431445 PINHAL";679,95;506,32;436,49;431,42;...;...;619,36
"431446 PINHAL DA SERRA";408,40;261,83;289,88;382,80;...;...;398,86
"431447 PINHAL GRANDE";532,02;280,04;267,19;293,24;16,67;...;496,10
"431449 PINHEIRINHO DO VALE";724,48;558,39;346,67;337,08;...;...;668,01
"431450 PINHEIRO MACHADO";605,85;478,27;293,59;366,81;750,00;...;555,47
"431455 PIRAPO";534,76;204,24;677,08;349,40;...;...;473,13
"431460 PIRATINI";558,94;314,09;321,92;331,38;153,87;...;504,44
"431470 PLANALTO";577,49;291,15;255,00;428,27;187,74;...;517,56
"431475 POCO DAS ANTAS";814,51;766,67;...;486,08;475,00;...;806,97
"431477 PONTAO";654,83;512,23;666,67;537,60;...;...;636,86
"431478 PONTE PRETA";751,60;453,34;1250,00;375,69;...;...;735,20
"431480 PORTAO";735,25;487,21;823,33;508,08;1030,00;...;707,72
"431490 PORTO ALEGRE";1963,35;719,02;4577,16;741,49;757,25;...;1722,37
"431500 PORTO LUCENA";653,38;419,92;573,67;371,97;...;...;614,41
"431505 PORTO MAUA";545,52;510,16;687,63;300,72;...;...;516,20
"431507 PORTO VERA CRUZ";505,99;350,59;401,50;373,40;91,00;...;488,00
"431510 PORTO XAVIER";633,29;338,39;468,68;442,94;...;...;568,15
"431513 POUSO NOVO";1004,17;299,33;...;530,22;...;...;934,95
"431514 PRESIDENTE LUCENA";721,00;737,82;1264,29;793,43;...;...;729,98
"431515 PROGRESSO";670,28;328,22;...;347,35;...;...;642,21
"431517 PROTASIO ALVES";1002,49;538,07;2236,67;310,65;...;...;972,51
"431520 PUTINGA";833,19;629,47;390,10;511,76;...;...;808,01
"431530 QUARAI";534,01;433,69;181,62;420,35;...;...;515,33
"431531 QUATRO IRMAOS";668,76;453,51;1720,00;331,32;...;...;585,05
"431532 QUEVEDOS";514,90;242,86;...;446,23;...;...;500,84
"431535 QUINZE DE NOVEMBRO";1078,07;508,92;2500,00;507,33;...;...;1040,22
"431540 REDENTORA";503,97;222,71;211,21;445,06;86,46;...;325,47
"431545 RELVADO";951,32;358,54;140,66;425,82;...;...;928,83
"431550 RESTINGA SECA";711,39;348,39;-;362,74;355,00;...;641,20
"431555 RIO DOS INDIOS";488,90;262,53;775,85;264,41;113,22;...;434,51
"431560 RIO GRANDE";907,43;546,90;853,82;599,56;510,14;89,83;841,05
"431570 RIO PARDO";622,99;363,17;...;416,63;681,31;...;592,74
"431575 RIOZINHO";598,33;462,46;366,20;508,58;-;...;585,63
"431580 ROCA SALES";902,87;489,87;516,91;487,56;...;...;860,03
"431590 RODEIO BONITO";817,54;540,30;...;452,12;23,65;...;766,01
"431595 ROLADOR";550,62;448,62;707,52;411,04;...;...;526,74
"431600 ROLANTE";667,44;459,49;804,90;431,84;115,00;...;650,93
"431610 RONDA ALTA";876,07;277,60;413,53;563,33;172,47;...;738,50
"431620 RONDINHA";1061,85;564,92;1062,14;535,51;...;...;1018,87
"431630 ROQUE GONZALES";617,90;271,69;652,83;408,12;...;...;554,96
"431640 ROSARIO DO SUL";714,13;340,46;236,86;396,57;244,65;...;636,68
"431642 SAGRADA FAMILIA";516,03;461,40;200,00;475,90;...;...;503,72
"431643 SALDANHA MARINHO";890,20;407,17;...;429,52;510,00;...;818,85
"431645 SALTO DO JACUI";650,20;192,83;385,15;379,74;266,62;...;581,39
"431647 SALVADOR DAS MISSOES";673,88;550,56;96,67;521,50;...;...;662,35
"431650 SALVADOR DO SUL";871,12;539,36;212,86;611,96;295,00;...;851,53
"431660 SANANDUVA";988,87;637,07;272,70;459,41;187,06;...;927,05
"431670 SANTA BARBARA DO SUL";726,99;334,15;439,24;473,33;...;...;678,99
"431673 SANTA CECILIA DO SUL";1106,89;644,35;405,34;601,72;451,00;...;1027,43
"431675 SANTA CLARA DO SUL";843,25;474,41;...;527,79;...;...;833,00
"431680 SANTA CRUZ DO SUL";1089,40;544,08;415,41;511,22;1059,60;...;1011,33
"431690 SANTA MARIA";1212,06;497,25;1057,80;607,98;632,39;...;1108,07
"431695 SANTA MARIA DO HERVAL";691,17;533,11;568,70;517,04;...;...;686,40
"431697 SANTA MARGARIDA DO SUL";636,15;326,94;390,52;263,43;...;...;583,83
"431700 SANTANA DA BOA VISTA";421,76;286,84;163,07;230,17;...;...;394,93
"431710 SANT'ANA DO LIVRAMENTO";725,58;449,91;703,65;413,58;390,63;...;664,20
"431720 SANTA ROSA";909,07;409,36;469,29;545,18;671,56;...;856,44
"431725 SANTA TEREZA";902,84;957,53;1030,00;927,79;...;...;903,91
"431730 SANTA VITORIA DO PALMAR";702,96;409,38;500,26;329,81;418,65;...;645,46
"431740 SANTIAGO";873,86;555,83;1114,70;517,94;614,47;...;822,37
"431750 SANTO ANGELO";1015,95;581,42;340,95;537,40;699,58;...;928,33
"431755 SANTO ANTONIO DO PALMA";1066,46;331,75;587,88;633,45;1200,00;...;1020,62
"431760 SANTO ANTONIO DA PATRULHA";696,34;424,79;1089,38;468,79;1676,67;...;675,61
"431770 SANTO ANTONIO DAS MISSOES";550,00;329,19;552,71;436,15;...;...;511,80
"431775 SANTO ANTONIO DO PLANALTO";633,14;294,22;617,75;393,57;...;...;616,10
"431780 SANTO AUGUSTO";945,11;505,68;888,71;458,06;1833,45;...;853,42
"431790 SANTO CRISTO";862,46;421,19;952,16;420,28;...;...;829,89
"431795 SANTO EXPEDITO DO SUL";523,01;433,74;510,00;335,86;...;...;512,52
"431800 SAO BORJA";737,06;413,75;1143,35;468,56;534,37;...;682,78
"431805 SAO DOMINGOS DO SUL";1039,95;700,36;644,53;759,47;...;...;1019,51
"431810 SAO FRANCISCO DE ASSIS";559,03;365,57;340,69;362,19;1200,00;...;534,62
"431820 SAO FRANCISCO DE PAULA";677,20;392,59;400,47;433,77;163,30;...;617,12
"431830 SAO GABRIEL";719,92;365,20;776,66;426,28;2600,00;...;661,59
"431840 SAO JERONIMO";805,85;521,46;289,85;438,08;1150,00;...;756,46
"431842 SAO JOAO DA URTIGA";637,63;338,73;657,42;426,86;...;...;620,10
"431843 SAO JOAO DO POLESINE";963,66;351,09;...;364,56;...;...;839,31
"431844 SAO JORGE";885,18;286,53;...;635,76;...;...;848,42
"431845 SAO JOSE DAS MISSOES";509,38;323,75;532,29;360,93;356,50;...;460,69
"431846 SAO JOSE DO HERVAL";746,34;280,69;261,09;289,36;...;...;616,96
"431848 SAO JOSE DO HORTENCIO";698,57;473,41;127,50;429,31;...;...;693,58
"431849 SAO JOSE DO INHACORA";736,42;214,23;350,64;499,02;...;...;720,63
"431850 SAO JOSE DO NORTE";518,01;367,12;227,51;407,38;149,45;...;488,89
"431860 SAO JOSE DO OURO";944,29;742,89;448,22;468,03;87,00;...;875,49
"431861 SAO JOSE DO SUL";997,51;456,12;...;630,40;272,00;...;986,34
