"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"290270 BARRA";114,26;50,40;28,12;64,57;25,75;16,82;67,66
"290280 BARRA DA ESTIVA";102,66;66,55;47,81;91,20;32,92;72,35;91,48
"290290 BARRA DO CHOCA";128,73;59,53;...;95,66;...;53,34;101,68
"290300 BARRA DO MENDES";103,00;93,43;...;106,91;...;192,47;104,99
"290310 BARRA DO ROCHA";189,19;53,01;17,36;62,23;...;48,09;71,65
"290320 BARREIRAS";399,65;207,97;2554,28;188,88;143,19;119,56;250,77
"290323 BARRO ALTO";94,08;97,53;...;83,01;...;75,64;86,36
"290330 BARRO PRETO";82,83;41,87;12,06;47,79;24,89;72,74;51,98
"290340 BELMONTE";266,06;87,18;...;85,39;...;52,78;105,85
"290350 BELO CAMPO";112,58;53,26;...;93,09;...;109,06;96,40
"290360 BIRITINGA";93,73;86,91;43,77;83,26;...;14,79;84,11
"290370 BOA NOVA";101,85;74,97;19,34;67,43;72,59;33,33;71,05
"290380 BOA VISTA DO TUPIM";65,55;280,24;...;220,81;27,50;51,85;201,82
"290390 BOM JESUS DA LAPA";186,44;77,84;13,05;123,74;32,89;62,08;132,16
"290395 BOM JESUS DA SERRA";66,75;50,88;...;68,62;...;61,35;66,90
"290400 BONINAL";109,28;84,12;102,41;77,62;...;54,10;85,30
"290405 BONITO";120,13;65,70;...;102,52;...;...;103,90
"290410 BOQUIRA";113,60;57,98;...;75,34;...;34,47;85,80
"290420 BOTUPORA";64,88;43,49;52,72;45,46;...;63,07;48,13
"290430 BREJOES";128,52;78,69;70,90;89,73;...;...;92,19
"290440 BREJOLANDIA";72,43;60,01;...;80,92;...;31,81;77,18
"290450 BROTAS DE MACAUBAS";70,46;80,93;...;75,50;...;17,03;74,58
"290460 BRUMADO";274,34;206,68;...;191,74;194,56;99,05;229,04
"290470 BUERAREMA";174,48;78,26;...;89,66;51,77;34,26;99,81
"290475 BURITIRAMA";64,91;69,09;41,45;54,82;53,36;70,06;57,14
"290480 CAATIBA";136,68;52,27;...;100,50;130,31;48,86;106,21
"290485 CABACEIRAS DO PARAGUACU";132,82;39,91;...;53,99;...;44,83;55,02
"290490 CACHOEIRA";502,17;78,28;...;109,20;...;80,87;126,36
"290500 CACULE";138,33;60,94;139,76;79,53;...;58,09;99,05
"290510 CAEM";84,51;46,58;...;64,67;...;50,23;64,29
"290515 CAETANOS";76,26;85,70;...;51,66;...;32,17;64,49
"290520 CAETITE";162,13;86,54;...;79,48;...;129,48;114,28
"290530 CAFARNAUM";143,19;64,01;59,79;79,66;...;44,48;87,92
"290540 CAIRU";226,22;101,75;...;97,72;243,36;71,07;101,88
"290550 CALDEIRAO GRANDE";93,94;53,60;...;79,31;...;66,05;80,80
"290560 CAMACAN";456,06;55,25;79,80;107,99;40,87;68,44;127,00
"290570 CAMACARI";297,25;143,45;258,89;189,52;142,99;169,38;197,86
"290580 CAMAMU";131,95;63,95;49,56;83,72;15,31;95,05;87,39
"290590 CAMPO ALEGRE DE LOURDES";124,65;234,03;...;139,08;...;48,31;141,24
"290600 CAMPO FORMOSO";119,53;57,52;47,89;83,54;52,55;92,97;88,70
"290610 CANAPOLIS";64,72;52,40;...;54,58;...;24,52;59,91
"290620 CANARANA";177,28;57,68;29,09;115,40;...;...;125,51
"290630 CANAVIEIRAS";182,52;79,07;31,68;90,98;69,47;125,45;100,59
"290640 CANDEAL";101,96;43,86;...;74,51;...;182,67;74,34
"290650 CANDEIAS";221,52;154,45;139,50;191,77;78,88;135,19;188,34
"290660 CANDIBA";94,09;66,22;35,15;62,47;...;1161,57;77,74
"290670 CANDIDO SALES";132,47;82,53;15,84;96,58;...;198,86;106,37
"290680 CANSANCAO";219,03;47,23;164,57;91,80;...;58,72;110,79
"290682 CANUDOS";70,65;79,92;...;78,02;...;55,31;77,26
"290685 CAPELA DO ALTO ALEGRE";120,50;87,34;...;101,27;...;66,27;104,71
"290687 CAPIM GROSSO";98,46;75,77;...;97,74;...;75,23;96,39
"290689 CARAIBAS";86,27;87,19;...;93,41;...;51,69;90,31
"290690 CARAVELAS";136,55;78,26;46,31;105,50;55,33;120,54;106,58
"290700 CARDEAL DA SILVA";121,58;46,50;...;70,07;...;109,74;74,44
"290710 CARINHANHA";87,52;63,92;225,82;69,67;226,05;26,56;73,31
"290720 CASA NOVA";110,59;77,29;154,54;122,64;204,17;52,90;115,71
"290730 CASTRO ALVES";250,63;56,82;...;87,10;...;252,84;100,86
"290740 CATOLANDIA";79,62;45,73;...;85,42;...;...;81,17
"290750 CATU";241,72;119,65;116,01;150,96;155,34;94,98;151,35
"290755 CATURAMA";108,95;61,24;...;68,28;...;2322,96;110,95
"290760 CENTRAL";127,97;53,90;...;87,87;...;69,42;101,42
"290770 CHORROCHO";74,57;66,68;68,05;51,93;...;29,20;54,75
"290780 CICERO DANTAS";126,19;52,29;...;88,11;44,36;113,96;104,76
"290790 CIPO";92,94;65,58;...;129,18;...;96,27;116,30
"290800 COARACI";142,57;83,62;57,17;96,50;32,79;33,95;102,85
"290810 COCOS";102,78;46,96;...;75,85;...;...;89,89
"290820 CONCEICAO DA FEIRA";182,10;97,40;...;133,28;...;-;129,21
"290830 CONCEICAO DO ALMEIDA";239,81;83,25;128,01;95,45;35,89;73,49;110,57
"290840 CONCEICAO DO COITE";155,46;68,69;...;90,95;118,86;54,48;106,70
"290850 CONCEICAO DO JACUIPE";300,68;108,66;146,79;153,43;438,58;60,51;154,52
"290860 CONDE";144,15;50,63;...;65,92;...;70,44;73,93
"290870 CONDEUBA";159,01;71,65;...;133,68;...;42,65;137,56
"290880 CONTENDAS DO SINCORA";212,09;128,79;...;90,85;...;38,92;110,23
"290890 CORACAO DE MARIA";185,08;76,86;135,35;88,88;...;14,15;95,41
"290900 CORDEIROS";75,75;58,53;...;74,40;...;40,07;74,10
"290910 CORIBE";124,98;87,31;56,31;108,43;44,66;116,68;112,66
"290920 CORONEL JOAO SA";126,96;74,90;...;72,66;...;78,51;82,01
"290930 CORRENTINA";139,82;73,97;105,38;94,33;...;27,89;104,87
"290940 COTEGIPE";91,60;59,20;69,59;75,14;...;...;76,72
"290950 CRAVOLANDIA";98,62;62,92;...;63,17;...;25,37;68,90
"290960 CRISOPOLIS";113,83;126,75;...;98,62;375,03;90,31;101,55
"290970 CRISTOPOLIS";105,74;86,14;...;109,52;42,70;...;108,28
"290980 CRUZ DAS ALMAS";321,48;92,68;152,85;171,60;75,74;643,59;173,00
"290990 CURACA";117,31;67,96;...;113,56;90,57;77,01;111,09
"291000 DARIO MEIRA";61,19;50,76;...;64,72;...;32,43;62,17
"291005 DIAS D'AVILA";447,65;129,37;519,35;173,52;217,74;193,90;209,49
"291010 DOM BASILIO";147,78;60,89;64,72;79,22;52,46;...;99,79
"291020 DOM MACEDO COSTA";126,45;55,97;...;80,45;...;...;82,51
"291030 ELISIO MEDRADO";101,94;68,71;...;91,27;...;83,89;92,32
"291040 ENCRUZILHADA";101,02;86,44;87,98;85,68;...;109,91;89,20
"291050 ENTRE RIOS";259,03;67,69;89,48;94,90;...;66,13;100,59
"291060 ESPLANADA";180,32;72,92;18,54;114,44;43,77;218,30;117,78
"291070 EUCLIDES DA CUNHA";94,57;90,37;42,45;74,73;21,12;26,81;78,65
"291072 EUNAPOLIS";311,93;142,07;207,57;146,70;80,46;112,27;183,20
"291075 FATIMA";62,84;37,98;23,95;69,40;...;126,37;66,19
"291077 FEIRA DA MATA";202,28;68,36;...;75,78;...;...;141,18
"291080 FEIRA DE SANTANA";461,28;170,46;310,93;225,56;287,70;139,67;260,07
"291085 FILADELFIA";108,36;59,26;72,77;69,77;...;36,72;71,99
"291090 FIRMINO ALVES";146,02;52,83;-;104,22;82,30;187,27;113,83
"291100 FLORESTA AZUL";102,78;61,90;99,09;86,11;...;13,42;87,63
"291110 FORMOSA DO RIO PRETO";451,45;58,23;270,31;98,70;...;37,88;174,42
"291120 GANDU";428,33;116,35;33,32;164,68;83,63;98,55;212,58
"291125 GAVIAO";137,55;112,77;...;145,17;87,05;72,74;135,88
"291130 GENTIO DO OURO";212,18;69,31;...;129,22;...;30,37;143,02
"291140 GLORIA";91,61;101,35;...;95,99;28,57;154,97;90,29
"291150 GONGOGI";84,09;37,58;22,57;63,99;...;...;62,96
"291160 GOVERNADOR MANGABEIRA";161,23;64,95;...;83,84;94,23;71,89;83,71
"291165 GUAJERU";85,46;68,94;...;84,26;-;8,60;84,01
"291170 GUANAMBI";214,70;109,29;47,10;137,64;211,60;152,13;168,19
"291180 GUARATINGA";297,78;128,94;63,58;99,47;108,10;72,20;141,17
"291185 HELIOPOLIS";82,70;49,83;84,10;64,22;...;40,58;69,53
"291190 IACU";100,31;77,51;...;83,70;...;101,95;85,71
"291200 IBIASSUCE";108,29;87,97;...;102,89;...;101,34;104,47
"291210 IBICARAI";199,43;77,39;50,69;98,79;114,99;96,64;110,09
"291220 IBICOARA";84,55;58,43;47,61;69,91;...;33,62;73,32
"291230 IBICUI";214,42;78,74;...;209,36;-;20,32;200,01
"291240 IBIPEBA";135,28;65,24;...;97,29;...;76,09;97,92
"291250 IBIPITANGA";117,29;56,90;230,44;81,50;...;85,75;97,64
"291260 IBIQUERA";113,44;47,06;...;83,67;...;27,97;83,20
"291270 IBIRAPITANGA";134,77;65,32;435,57;65,16;...;37,32;71,67
"291280 IBIRAPUA";157,68;107,85;...;99,19;64,87;27,53;111,14
"291290 IBIRATAIA";221,70;58,83;87,89;98,48;...;59,80;110,10
"291300 IBITIARA";113,97;71,91;...;65,95;...;74,69;71,62
"291310 IBITITA";126,46;66,52;...;80,34;...;94,45;94,44
"291320 IBOTIRAMA";265,34;59,67;39,51;93,53;129,15;40,51;114,71
"291330 ICHU";120,32;64,93;...;105,76;...;37,79;99,67
"291340 IGAPORA";101,52;72,92;...;62,25;...;67,51;86,52
"291345 IGRAPIUNA";543,67;63,83;...;94,67;27,55;69,66;91,49
"291350 IGUAI";142,90;60,14;...;86,38;...;323,99;101,76
"291360 ILHEUS";333,86;119,64;119,78;134,15;122,95;117,47;162,22
"291370 INHAMBUPE";154,08;59,10;...;81,54;...;69,19;85,17
"291380 IPECAETA";125,88;67,58;58,75;72,97;...;235,24;83,07
"291390 IPIAU";408,99;214,33;...;121,55;...;150,67;174,80
"291400 IPIRA";144,29;64,56;96,25;94,64;...;69,92;101,04
"291410 IPUPIARA";95,96;74,38;...;77,87;...;22,42;87,86
"291420 IRAJUBA";88,51;60,36;...;60,72;18,50;33,72;65,85
"291430 IRAMAIA";87,37;70,12;...;68,53;86,74;53,23;70,28
"291440 IRAQUARA";112,26;55,18;...;70,27;...;...;78,99
"291450 IRARA";291,52;80,25;28,51;85,87;241,13;50,08;97,51
"291460 IRECE";228,99;113,28;...;186,18;93,37;100,49;194,09
"291465 ITABELA";234,23;112,12;...;80,06;84,07;35,18;109,18
"291470 ITABERABA";183,88;114,08;35,92;113,18;...;78,05;124,46
"291480 ITABUNA";515,74;136,27;576,45;231,15;637,37;166,00;271,75
"291490 ITACARE";259,77;92,09;48,42;117,92;69,78;61,88;121,05
"291500 ITAETE";108,51;64,01;40,01;61,88;...;37,78;65,63
"291510 ITAGI";99,83;62,74;124,42;71,15;77,91;44,87;75,12
"291520 ITAGIBA";166,33;57,29;90,64;67,22;...;25,07;82,26
"291530 ITAGIMIRIM";196,62;73,14;...;123,55;...;544,99;134,03
"291535 ITAGUACU DA BAHIA";53,09;52,57;64,88;49,75;82,61;52,47;50,96
"291540 ITAJU DO COLONIA";70,45;56,15;67,93;66,97;18,18;50,73;66,54
"291550 ITAJUIPE";182,19;70,39;42,14;105,49;...;19,09;112,18
"291560 ITAMARAJU";425,61;95,16;27,70;128,83;80,57;84,79;170,84
"291570 ITAMARI";252,97;91,29;...;134,26;52,19;32,95;148,34
"291580 ITAMBE";175,26;62,06;22,31;85,01;...;30,21;105,37
"291590 ITANAGRA";124,80;66,82;34,00;74,26;191,88;87,74;75,89
"291600 ITANHEM";165,07;91,10;...;124,66;32,51;58,90;131,60
"291610 ITAPARICA";195,06;105,98;...;98,23;28,79;71,24;107,11
"291620 ITAPE";62,39;55,00;...;60,51;...;86,09;60,32
"291630 ITAPEBI";131,08;86,05;...;73,55;78,31;73,97;81,59
"291640 ITAPETINGA";262,22;112,87;...;170,55;233,04;258,60;192,28
"291650 ITAPICURU";92,51;84,22;...;84,31;...;53,10;84,24
"291660 ITAPITANGA";220,91;64,07;...;91,41;67,23;70,55;105,95
"291670 ITAQUARA";111,58;61,92;...;74,07;...;37,86;80,25
"291680 ITARANTIM";97,82;56,35;78,73;75,69;63,52;107,39;79,64
"291685 ITATIM";93,33;68,77;72,65;83,07;...;82,01;84,05
"291690 ITIRUCU";141,38;92,46;88,42;82,13;81,95;72,66;95,52
"291700 ITIUBA";93,49;145,65;...;88,65;181,51;82,21;90,20
"291710 ITORORO";148,18;101,74;...;98,48;...;69,07;106,84
"291720 ITUACU";144,37;132,63;...;98,68;...;1156,19;124,35
"291730 ITUBERA";246,73;58,28;177,23;76,82;...;48,57;91,57
"291733 IUIU";115,75;88,00;102,95;93,11;50,10;101,00;96,90
"291735 JABORANDI";159,51;42,32;35,40;76,05;...;250,51;77,78
"291740 JACARACI";82,88;59,16;...;78,53;...;100,00;79,66
"291750 JACOBINA";294,85;94,13;547,50;134,82;71,67;414,61;159,39
"291760 JAGUAQUARA";184,85;89,06;145,34;92,76;160,74;60,30;116,82
"291770 JAGUARARI";182,61;104,08;71,94;94,05;254,57;74,50;111,20
"291780 JAGUARIPE";233,81;74,86;95,30;96,29;...;73,32;104,73
"291790 JANDAIRA";142,02;70,79;24,65;71,98;173,51;73,04;76,07
"291800 JEQUIE";276,67;95,65;140,31;135,50;70,13;122,24;160,80
"291810 JEREMOABO";158,89;120,32;46,35;90,75;...;54,65;106,48
"291820 JIQUIRICA";132,77;75,93;...;81,22;...;...;87,83
"291830 JITAUNA";133,12;60,99;73,90;66,92;88,73;34,83;77,90
"291835 JOAO DOURADO";128,74;64,52;46,59;94,39;...;41,01;99,33
"291840 JUAZEIRO";220,13;115,46;5842,48;149,41;66,00;72,72;169,42
"291845 JUCURUCU";113,45;84,26;34,13;62,35;131,71;164,40;69,54
"291850 JUSSARA";71,29;65,31;...;95,57;...;25,53;87,03
"291855 JUSSARI";104,10;45,14;...;72,10;...;61,64;72,42
"291860 JUSSIAPE";138,73;77,07;...;106,13;...;298,55;120,70
"291870 LAFAIETE COUTINHO";61,92;50,21;...;52,28;...;48,11;55,68
"291875 LAGOA REAL";67,45;46,97;...;40,98;...;14,61;60,28
"291880 LAJE";210,11;66,61;...;94,08;...;...;117,71
"291890 LAJEDAO";252,51;268,99;171,06;281,87;...;...;274,10
"291900 LAJEDINHO";62,96;60,70;...;58,81;42,64;61,68;59,06
"291905 LAJEDO DO TABOCAL";194,44;84,11;...;72,99;...;64,78;79,46
"291910 LAMARAO";111,04;72,22;...;57,59;...;61,59;66,53
"291915 LAPAO";133,61;61,19;225,34;96,49;...;...;100,87
"291920 LAURO DE FREITAS";982,98;195,97;...;259,22;272,41;134,86;357,87
"291930 LENCOIS";181,87;94,95;...;117,32;...;50,06;122,71
"291940 LICINIO DE ALMEIDA";120,10;71,43;206,48;81,97;...;51,76;96,84
"291950 LIVRAMENTO DE NOSSA SENHORA";143,71;53,39;...;122,71;...;68,16;125,29
"291960 MACAJUBA";85,64;68,37;...;67,55;...;85,85;71,78
"291970 MACARANI";105,18;65,67;35,53;108,35;...;104,95;103,58
"291980 MACAUBAS";89,11;57,35;...;75,76;47,42;83,50;79,96
"291990 MACURURE";61,50;39,47;...;50,96;...;5,24;51,31
"291992 MADRE DE DEUS";243,54;136,06;106,00;161,32;98,75;295,28;170,24
"291995 MAETINGA";68,34;62,59;...;69,03;...;103,55;68,67
"292000 MAIQUINIQUE";112,19;51,94;...;65,12;...;34,39;82,99
"292010 MAIRI";121,36;59,99;36,36;82,13;...;132,14;91,22
"292020 MALHADA";74,47;57,74;...;54,92;...;36,18;57,66
"292030 MALHADA DE PEDRAS";114,08;71,27;...;93,88;...;62,97;100,22
"292040 MANOEL VITORINO";65,20;36,02;...;65,37;...;32,96;63,61
"292045 MANSIDAO";61,23;57,78;...;55,35;...;17,59;55,66
"292050 MARACAS";135,55;80,44;...;78,80;75,62;44,30;90,25
"292060 MARAGOGIPE";126,03;81,53;86,29;99,47;...;79,98;100,04
"292070 MARAU";137,60;254,69;...;72,08;156,90;76,30;95,01
"292080 MARCIONILIO SOUZA";92,06;89,31;64,22;58,75;...;32,55;69,45
"292090 MASCOTE";118,80;63,83;18,45;73,69;248,46;37,28;75,41
"292100 MATA DE SAO JOAO";256,15;117,88;359,87;133,61;86,61;101,82;140,18
"292105 MATINA";69,49;44,26;22,99;51,90;...;...;55,95
"292110 MEDEIROS NETO";228,17;124,62;...;143,61;...;61,34;164,55
"292120 MIGUEL CALMON";168,05;91,59;17,51;85,11;...;50,85;100,15
"292130 MILAGRES";150,66;81,47;...;92,61;...;75,71;107,30
"292140 MIRANGABA";88,54;45,43;51,29;64,15;17,43;60,87;64,92
"292145 MIRANTE";91,42;75,85;42,04;93,81;...;199,30;93,25
"292150 MONTE SANTO";65,54;85,38;34,92;74,03;62,09;104,13;72,21
"292160 MORPARA";76,32;62,99;...;83,93;...;...;76,80
"292170 MORRO DO CHAPEU";171,59;76,47;...;98,80;...;44,55;111,03
"292180 MORTUGABA";90,11;56,06;...;80,06;26,37;...;81,03
"292190 MUCUGE";182,49;94,73;...;96,85;...;...;107,09
"292200 MUCURI";323,24;102,64;...;130,35;27,09;...;153,50
"292205 MULUNGU DO MORRO";82,25;51,73;34,90;69,10;...;102,53;70,48
"292210 MUNDO NOVO";97,11;83,38;74,56;88,34;161,12;61,71;89,32
"292220 MUNIZ FERREIRA";133,23;68,50;...;80,13;114,65;...;85,82
"292225 MUQUEM DE SAO FRANCISCO";72,02;71,95;...;64,08;5,65;41,06;65,03
"292230 MURITIBA";180,65;80,75;11,36;107,97;...;114,72;114,98
"292240 MUTUIPE";151,33;57,52;29,72;82,10;...;89,20;91,42
"292250 NAZARE";217,89;91,08;...;120,95;...;528,00;126,32
"292260 NILO PECANHA";180,66;70,13;...;92,58;...;199,10;93,77
"292265 NORDESTINA";76,31;66,45;...;54,35;...;144,36;58,52
"292270 NOVA CANAA";154,30;66,24;...;91,09;35,79;113,46;108,08
"292273 NOVA FATIMA";313,20;343,47;128,66;176,91;...;85,06;202,83
"292275 NOVA IBIA";138,63;66,76;125,76;85,82;41,71;131,45;92,13
"292280 NOVA ITARANA";103,35;59,76;...;63,67;...;113,38;67,38
"292285 NOVA REDENCAO";133,94;66,52;...;70,07;...;32,71;75,47
"292290 NOVA SOURE";111,65;76,92;...;95,58;...;30,44;96,73
"292300 NOVA VICOSA";264,86;96,27;...;146,64;-;77,89;163,14
"292303 NOVO HORIZONTE";100,49;80,91;...;115,68;...;240,31;110,37
"292305 NOVO TRIUNFO";71,55;37,77;...;48,86;...;27,12;54,84
"292310 OLINDINA";76,85;84,55;...;76,85;...;...;77,10
"292320 OLIVEIRA DOS BREJINHOS";100,01;61,92;...;57,93;80,66;...;65,39
"292330 OURICANGAS";123,17;85,26;...;102,02;...;44,49;92,59
"292335 OUROLANDIA";105,39;71,10;68,52;87,65;...;48,92;87,85
"292340 PALMAS DE MONTE ALTO";105,99;58,21;252,09;85,69;...;...;87,47
"292350 PALMEIRAS";211,60;58,28;...;109,45;...;...;121,75
"292360 PARAMIRIM";85,07;61,66;...;67,30;26,26;49,61;74,89
"292370 PARATINGA";125,15;52,70;147,88;53,97;...;99,49;58,95
"292380 PARIPIRANGA";151,28;76,89;...;143,11;...;59,54;145,53
"292390 PAU BRASIL";172,67;56,67;33,39;77,21;54,34;55,94;89,83
"292400 PAULO AFONSO";259,41;181,27;...;203,62;99,84;298,53;220,78
"292405 PE DE SERRA";71,06;43,83;...;61,44;...;52,66;63,80
"292410 PEDRAO";314,24;71,51;...;85,44;114,30;45,18;88,63
"292420 PEDRO ALEXANDRE";96,30;47,49;38,79;58,84;77,19;35,01;64,71
"292430 PIATA";74,34;46,55;...;66,11;...;46,22;65,22
"292440 PILAO ARCADO";63,99;50,32;42,24;39,57;53,33;37,36;41,87
"292450 PINDAI";78,45;56,09;...;81,90;...;37,13;78,61
"292460 PINDOBACU";86,92;45,77;44,75;71,89;15,18;46,78;71,89
"292465 PINTADAS";113,51;77,21;539,12;89,52;45,87;66,69;91,09
"292467 PIRAI DO NORTE";171,74;105,02;...;80,28;127,67;79,89;95,22
"292470 PIRIPA";95,71;54,14;50,13;89,49;...;80,52;89,37
"292480 PIRITIBA";133,61;64,84;74,75;81,16;...;43,97;86,27
"292490 PLANALTINO";102,33;78,55;...;74,79;51,96;54,48;80,06
"292500 PLANALTO";93,89;51,28;...;77,30;...;120,80;83,24
"292510 POCOES";116,63;89,64;96,34;102,55;62,79;74,14;105,99
"292520 POJUCA";341,35;163,50;223,89;171,93;...;81,05;186,98
"292525 PONTO NOVO";61,44;30,16;24,26;53,96;...;19,60;53,94
"292530 PORTO SEGURO";312,94;127,24;705,58;143,99;45,24;224,02;171,85
"292540 POTIRAGUA";132,39;82,03;...;77,84;...;49,93;89,09
"292550 PRADO";203,70;87,21;75,94;93,55;59,09;110,52;106,07
"292560 PRESIDENTE DUTRA";96,29;78,13;21,12;93,54;...;35,92;93,38
"292570 PRESIDENTE JANIO QUADROS";79,27;63,13;...;68,63;...;94,18;72,94
"292575 PRESIDENTE TANCREDO NEVES";77,71;77,20;...;61,06;...;89,99;66,34
"292580 QUEIMADAS";100,77;60,42;8,01;74,28;72,58;439,27;79,24
"292590 QUIJINGUE";60,91;66,72;5,89;54,96;25,76;45,47;55,83
"292593 QUIXABEIRA";82,45;53,67;...;83,78;...;61,89;79,98
"292595 RAFAEL JAMBEIRO";119,09;55,09;...;74,39;...;36,27;82,67
"292600 REMANSO";136,37;70,60;...;87,91;...;17,83;93,59
"292610 RETIROLANDIA";87,24;94,74;45,50;78,87;...;...;81,96
"292620 RIACHAO DAS NEVES";99,87;63,70;...;75,39;...;54,10;77,18
"292630 RIACHAO DO JACUIPE";153,37;86,41;...;106,06;...;5,19;114,99
"292640 RIACHO DE SANTANA";85,35;64,50;...;69,18;...;31,40;77,48
"292650 RIBEIRA DO AMPARO";75,45;78,81;...;63,21;...;51,43;65,77
"292660 RIBEIRA DO POMBAL";173,90;92,70;60,68;108,77;105,73;34,78;130,21
"292665 RIBEIRAO DO LARGO";108,09;53,23;40,86;81,24;43,61;82,53;84,23
"292670 RIO DE CONTAS";98,51;70,23;...;113,87;...;176,47;97,69
"292680 RIO DO ANTONIO";70,73;63,47;103,78;75,47;...;107,12;72,57
"292690 RIO DO PIRES";89,75;88,74;73,32;80,32;...;79,05;87,02
"292700 RIO REAL";147,29;122,37;138,98;134,75;...;106,40;136,81
"292710 RODELAS";238,34;117,24;...;145,89;122,73;194,14;182,84
"292720 RUY BARBOSA";222,60;70,15;344,30;129,63;...;104,31;138,68
"292730 SALINAS DA MARGARIDA";293,68;69,76;...;98,27;...;176,27;93,61
"292740 SALVADOR";973,41;286,76;860,42;328,97;462,36;271,69;455,02
"292750 SANTA BARBARA";181,39;64,73;...;89,43;...;20,43;93,47
"292760 SANTA BRIGIDA";85,21;66,26;46,38;74,71;...;75,56;75,78
"292770 SANTA CRUZ CABRALIA";235,80;80,56;...;114,40;90,00;88,76;139,44
"292780 SANTA CRUZ DA VITORIA";105,75;44,61;166,54;68,65;...;70,01;73,59
"292790 SANTA INES";127,91;50,59;44,97;67,99;77,36;30,48;75,87
"292800 SANTALUZ";173,85;66,16;...;111,68;...;128,63;116,78
"292805 SANTA LUZIA";188,46;75,49;50,21;88,40;...;121,21;91,99
"292810 SANTA MARIA DA VITORIA";158,47;64,48;35,26;111,58;...;123,22;122,65
"292820 SANTANA";156,65;71,18;...;106,22;...;55,19;118,51
"292830 SANTANOPOLIS";112,94;56,68;...;71,01;...;...;70,70
"292840 SANTA RITA DE CASSIA";83,74;59,18;16,98;70,22;75,32;33,17;72,92
"292850 SANTA TERESINHA";122,46;89,90;...;82,23;...;...;91,62
"292860 SANTO AMARO";422,87;99,15;34,52;140,24;...;33,55;146,15
"292870 SANTO ANTONIO DE JESUS";315,20;134,71;259,53;154,73;96,45;146,52;187,69
"292880 SANTO ESTEVAO";242,13;73,26;32,33;105,48;25,24;72,77;121,83
"292890 SAO DESIDERIO";178,04;53,65;92,64;77,38;...;35,67;103,60
"292895 SAO DOMINGOS";134,68;68,84;36,82;88,76;...;54,26;97,23
"292900 SAO FELIX";131,45;121,31;67,57;122,93;84,62;72,57;121,96
"292905 SAO FELIX DO CORIBE";126,98;59,11;...;86,27;208,90;57,15;101,88
"292910 SAO FELIPE";131,84;57,30;580,66;96,85;104,41;64,11;96,06
"292920 SAO FRANCISCO DO CONDE";206,53;110,72;42,16;165,25;51,49;218,88;157,29
"292925 SAO GABRIEL";74,99;67,38;81,18;61,82;...;17,03;63,60
"292930 SAO GONCALO DOS CAMPOS";219,36;64,10;79,46;111,77;...;62,03;106,32
"292935 SAO JOSE DA VITORIA";69,43;51,89;...;59,96;...;44,72;60,14
"292937 SAO JOSE DO JACUIPE";106,07;72,58;...;86,59;6,20;45,36;88,48
"292940 SAO MIGUEL DAS MATAS";155,43;75,04;...;85,33;...;100,90;102,74
"292950 SAO SEBASTIAO DO PASSE";282,66;95,32;1346,78;162,36;...;83,90;166,06
"292960 SAPEACU";128,88;104,99;30,72;101,45;...;71,25;104,56
"292970 SATIRO DIAS";84,08;67,64;...;69,66;...;...;70,92
"292975 SAUBARA";464,45;66,36;153,22;88,69;208,27;...;99,61
"292980 SAUDE";109,30;48,15;...;70,32;43,75;99,67;75,36
"292990 SEABRA";141,97;96,04;85,08;103,83;66,13;41,12;109,49
"293000 SEBASTIAO LARANJEIRAS";248,86;71,86;84,36;125,00;...;64,67;152,38
"293010 SENHOR DO BONFIM";242,96;144,12;82,45;130,59;...;130,05;146,74
"293015 SERRA DO RAMALHO";110,48;45,31;128,28;47,18;21,29;...;55,57
"293020 SENTO SE";86,12;56,63;...;113,77;167,29;195,46;109,45
"293030 SERRA DOURADA";81,12;43,60;...;59,73;...;45,74;65,16
"293040 SERRA PRETA";106,60;60,13;26,88;68,80;...;62,42;70,60
"293050 SERRINHA";179,29;76,85;9,65;104,02;205,19;69,37;120,36
"293060 SERROLANDIA";104,47;80,65;7,28;73,50;27,90;42,67;81,59
"293070 SIMOES FILHO";261,39;138,40;77,28;171,59;345,66;241,08;175,62
"293075 SITIO DO MATO";79,16;57,72;75,16;62,54;...;32,22;63,58
"293076 SITIO DO QUINTO";128,26;79,32;44,58;95,47;...;68,52;105,41
"293077 SOBRADINHO";342,26;63,94;284,32;137,23;...;42,77;188,02
"293080 SOUTO SOARES";98,17;38,31;31,05;53,68;...;25,57;61,05
"293090 TABOCAS DO BREJO VELHO";74,51;34,39;23,94;54,54;...;20,67;58,09
"293100 TANHACU";135,46;63,69;...;63,94;148,08;31,79;102,06
"293105 TANQUE NOVO";120,95;52,27;...;60,33;...;17,62;81,08
"293110 TANQUINHO";189,45;90,76;210,16;83,12;...;113,70;97,42
"293120 TAPEROA";160,68;51,60;304,47;72,91;464,11;47,37;76,49
"293130 TAPIRAMUTA";112,56;69,44;...;69,00;...;251,99;76,69
"293135 TEIXEIRA DE FREITAS";337,25;115,46;570,48;199,17;90,34;117,36;223,79
"293140 TEODORO SAMPAIO";827,02;111,56;130,19;101,32;15,20;78,90;127,33
"293150 TEOFILANDIA";246,18;45,86;...;92,00;23,81;53,14;103,88
"293160 TEOLANDIA";209,96;76,65;...;94,30;...;43,33;102,93
