"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Sem declaração";"Total"
"312370 ENGENHEIRO CALDAS";253,76;92,69;114,31;121,60;...;136,12;160,73
"312380 ENGENHEIRO NAVARRO";203,31;77,86;237,75;115,69;...;45,32;124,37
"312390 ENTRE RIOS DE MINAS";157,80;80,81;44,61;115,90;...;37,74;146,36
"312400 ERVALIA";144,09;104,47;119,56;81,03;...;18,18;118,14
"312410 ESMERALDAS";214,36;138,43;382,39;154,84;125,63;109,15;173,56
"312420 ESPERA FELIZ";202,05;102,90;...;153,96;...;101,02;183,75
"312430 ESPINOSA";110,47;63,77;237,61;105,71;...;74,69;107,01
"312440 ESPIRITO SANTO DO DOURADO";195,61;130,20;...;155,62;...;-;190,42
"312450 ESTIVA";243,36;161,14;109,46;235,23;...;198,84;239,94
"312460 ESTRELA DALVA";474,28;82,35;...;92,68;...;...;269,57
"312470 ESTRELA DO INDAIA";299,48;88,32;...;236,62;...;293,03;261,00
"312480 ESTRELA DO SUL";213,16;175,92;40,27;144,38;153,94;...;201,15
"312490 EUGENOPOLIS";194,63;89,25;40,42;91,30;...;165,38;166,82
"312500 EWBANK DA CAMARA";188,40;117,20;...;157,01;...;...;165,81
"312510 EXTREMA";347,01;141,35;609,84;233,73;...;340,86;322,89
"312520 FAMA";412,70;148,61;...;136,02;...;...;281,40
"312530 FARIA LEMOS";193,14;84,99;166,55;82,48;...;...;154,32
"312540 FELICIO DOS SANTOS";75,22;64,50;120,76;67,57;...;7,48;68,56
"312550 SAO GONCALO DO RIO PRETO";137,68;59,50;...;94,65;...;...;98,52
"312560 FELISBURGO";139,73;126,25;...;115,99;...;36,26;120,08
"312570 FELIXLANDIA";229,82;82,76;...;115,70;84,49;114,00;203,14
"312580 FERNANDES TOURINHO";135,58;148,94;...;69,89;...;...;97,28
"312590 FERROS";196,03;99,99;...;119,18;87,08;66,94;147,10
"312600 FLORESTAL";316,80;189,06;...;183,67;...;225,25;282,12
"312610 FORMIGA";278,63;114,22;54,51;163,82;...;1769,88;249,22
"312620 FORMOSO";237,58;83,45;16,91;123,71;...;...;158,63
"312630 FORTALEZA DE MINAS";232,23;94,73;...;123,65;...;165,63;202,61
"312640 FORTUNA DE MINAS";258,55;137,90;...;134,42;...;...;160,35
"312650 FRANCISCO BADARO";82,51;62,40;...;68,63;...;39,24;71,98
"312660 FRANCISCO DUMONT";200,39;108,88;...;105,20;...;178,17;139,84
"312670 FRANCISCO SA";148,57;82,33;...;107,97;...;...;118,60
"312680 FREI GASPAR";79,60;56,07;32,02;58,60;...;29,52;59,38
"312690 FREI INOCENCIO";309,48;109,99;...;152,71;40,69;42,53;189,03
"312700 FRONTEIRA";386,44;240,85;...;251,59;...;322,09;335,81
"312705 FRONTEIRA DOS VALES";96,09;74,71;...;84,19;...;49,43;86,62
"312710 FRUTAL";390,64;201,54;170,15;285,03;...;431,04;350,53
"312720 FUNILANDIA";794,12;181,45;...;173,73;...;...;286,14
"312730 GALILEIA";194,63;264,37;62,78;136,16;...;66,85;161,63
"312740 GONCALVES";226,07;156,86;143,83;127,74;...;...;219,25
"312750 GONZAGA";116,53;55,74;...;89,30;...;26,27;97,93
"312760 GOUVEIA";218,40;101,45;...;129,67;...;83,74;154,55
"312770 GOVERNADOR VALADARES";479,96;180,36;324,11;242,58;255,39;172,41;330,48
"312780 GRAO MOGOL";132,72;101,29;149,01;126,14;...;89,25;127,34
"312790 GRUPIARA";226,58;85,55;...;200,30;...;...;204,48
"312800 GUANHAES";284,54;133,76;...;129,54;...;88,23;168,99
"312810 GUAPE";184,26;131,60;84,05;125,90;...;82,89;176,64
"312820 GUARACIABA";132,13;71,38;...;74,19;...;50,41;93,84
"312830 GUARANESIA";247,08;314,59;81,27;188,54;...;216,03;238,59
"312840 GUARANI";275,19;96,00;27,27;153,64;...;147,36;203,21
"312850 GUARARA";241,20;106,00;...;148,91;...;...;191,39
"312860 GUARDA-MOR";293,43;124,86;...;276,94;...;411,64;284,32
"312870 GUAXUPE";378,67;150,46;356,43;211,83;...;145,79;345,29
"312880 GUIDOVAL";213,78;77,86;...;101,68;...;147,04;166,31
"312890 GUIMARANIA";276,76;94,47;115,94;215,14;...;...;258,01
"312900 GUIRICEMA";141,78;70,73;...;107,93;...;66,49;132,45
"312910 GURINHATA";212,17;125,89;66,11;166,59;...;192,34;203,16
"312920 HELIODORA";183,42;82,96;...;82,19;...;71,67;167,30
"312930 IAPU";140,37;74,58;...;105,05;...;263,15;132,13
"312940 IBERTIOGA";242,23;55,07;...;83,69;...;...;186,38
"312950 IBIA";257,81;202,28;110,20;243,04;...;...;250,29
"312960 IBIAI";124,20;71,50;...;95,70;...;20,25;99,45
"312970 IBIRACI";316,72;175,44;...;166,74;...;...;280,97
"312980 IBIRITE";213,69;130,78;94,14;155,77;...;172,40;176,97
"312990 IBITIURA DE MINAS";259,08;85,68;...;223,19;...;...;252,86
"313000 IBITURUNA";263,60;110,37;...;115,85;...;90,51;205,43
"313010 IGARAPE";263,75;129,64;23,69;179,61;...;162,04;197,49
"313020 IGARATINGA";247,07;125,01;603,71;184,35;...;146,35;229,67
"313030 IGUATAMA";263,39;127,71;...;176,04;...;81,32;233,58
"313040 IJACI";144,96;107,23;369,43;103,24;...;...;125,22
"313050 ILICINEA";197,15;165,69;...;97,70;...;85,97;182,03
"313060 INCONFIDENTES";283,06;166,77;53,90;138,58;...;...;267,28
"313070 INDIANOPOLIS";241,16;184,43;747,58;206,01;...;...;225,95
"313080 INGAI";238,71;114,59;...;85,90;...;...;211,93
"313090 INHAPIM";151,33;83,31;119,89;143,28;...;61,00;143,55
"313100 INHAUMA";298,97;126,14;...;144,94;...;...;177,47
"313110 INIMUTABA";135,54;85,03;...;159,39;...;137,60;158,48
"313120 IPANEMA";177,24;88,15;209,76;133,21;24,28;54,06;155,14
"313130 IPATINGA";430,67;204,36;741,10;250,00;272,65;196,40;324,43
"313140 IPIACU";212,28;125,40;...;159,26;125,58;...;189,17
"313150 IPUIUNA";571,09;213,16;...;442,26;...;...;525,72
"313160 IRAI DE MINAS";349,50;113,75;3915,16;164,06;...;7567,26;356,88
"313170 ITABIRA";406,24;218,60;192,85;267,15;...;380,96;313,04
"313180 ITABIRINHA";165,69;88,40;557,44;119,57;...;326,64;144,79
"313190 ITABIRITO";361,13;194,73;113,73;187,61;146,71;...;276,07
"313200 ITACAMBIRA";76,97;59,00;38,34;60,16;...;119,22;65,79
"313210 ITACARAMBI";155,15;61,94;34,70;69,45;40,04;56,41;82,90
"313220 ITAGUARA";233,40;106,73;...;146,42;...;...;215,86
"313230 ITAIPE";109,20;62,52;...;72,75;...;41,92;78,28
"313240 ITAJUBA";390,14;211,08;1083,52;195,50;563,40;375,84;359,66
"313250 ITAMARANDIBA";133,12;83,96;765,70;104,89;...;130,81;118,92
"313260 ITAMARATI DE MINAS";182,87;101,17;...;132,30;...;78,72;156,46
"313270 ITAMBACURI";280,64;71,84;25,45;131,82;...;98,18;159,51
"313280 ITAMBE DO MATO DENTRO";170,55;248,73;...;83,91;...;205,85;135,46
"313290 ITAMOGI";251,15;156,99;...;152,75;...;306,32;227,16
"313300 ITAMONTE";194,09;115,96;...;115,01;...;112,54;184,65
"313310 ITANHANDU";381,07;208,04;...;240,25;...;233,33;355,35
"313320 ITANHOMI";153,05;94,92;...;108,76;...;174,04;138,14
"313330 ITAOBIM";130,56;84,76;...;103,83;...;207,07;111,14
"313340 ITAPAGIPE";308,13;133,42;515,67;309,90;299,24;151,97;296,12
"313350 ITAPECERICA";226,90;94,43;86,97;147,13;...;...;199,68
"313360 ITAPEVA";317,31;185,36;...;212,64;...;405,27;307,87
"313370 ITATIAIUCU";200,20;101,16;413,69;130,42;...;104,18;176,46
"313375 ITAU DE MINAS";310,72;223,92;173,53;198,34;...;323,22;292,93
"313380 ITAUNA";355,08;188,73;...;232,54;...;330,29;314,27
"313390 ITAVERAVA";149,61;58,62;92,19;103,17;...;193,79;127,33
"313400 ITINGA";84,81;67,28;121,82;71,00;...;...;74,31
"313410 ITUETA";152,79;93,10;...;97,40;...;59,01;126,36
"313420 ITUIUTABA";414,76;201,83;446,32;232,93;175,56;523,66;352,23
"313430 ITUMIRIM";181,86;119,45;204,50;153,11;...;...;164,57
"313440 ITURAMA";317,62;139,69;2795,33;191,88;97,97;377,10;277,12
"313450 ITUTINGA";213,32;80,45;132,34;159,67;...;175,78;184,99
"313460 JABOTICATUBAS";299,96;78,99;...;141,52;...;125,28;176,04
"313470 JACINTO";123,24;61,06;76,63;94,88;...;37,54;99,41
"313480 JACUI";183,26;101,17;...;109,11;...;155,08;175,55
"313490 JACUTINGA";302,83;209,98;342,85;138,65;277,97;163,20;289,64
"313500 JAGUARACU";208,99;96,60;...;112,53;...;49,88;147,85
"313510 JANAUBA";253,03;95,41;311,84;130,88;50,69;496,18;164,93
"313520 JANUARIA";202,80;83,00;34,16;114,50;323,66;1598,83;132,34
"313530 JAPARAIBA";163,89;88,81;...;144,64;...;43,70;155,35
"313540 JECEABA";142,44;104,51;49,71;123,57;...;...;129,39
"313550 JEQUERI";120,51;84,32;...;109,55;...;231,77;112,69
"313560 JEQUITAI";146,42;128,83;...;121,51;33,51;293,65;128,60
"313570 JEQUITIBA";216,14;69,89;...;97,66;...;15,02;120,22
"313580 JEQUITINHONHA";166,36;82,88;...;115,57;71,95;172,57;123,13
"313590 JESUANIA";164,26;69,89;...;98,01;...;46,98;150,20
"313600 JOAIMA";132,02;59,27;1478,06;112,31;...;47,29;128,55
"313610 JOANESIA";100,99;67,05;...;87,48;...;30,74;87,61
"313620 JOAO MONLEVADE";375,54;139,72;-;220,04;235,29;1578,17;271,28
"313630 JOAO PINHEIRO";235,52;111,20;214,11;178,30;...;101,05;198,64
"313640 JOAQUIM FELICIO";193,94;95,30;...;103,37;...;...;116,51
"313650 JORDANIA";244,93;105,62;...;133,61;89,54;40,44;148,32
"313660 NOVA UNIAO";140,23;108,97;...;99,63;...;51,84;122,26
"313670 JUIZ DE FORA";569,18;220,74;332,09;291,10;439,15;344,52;469,89
"313680 JURAMENTO";139,56;83,11;...;98,38;...;57,02;105,21
"313690 JURUAIA";182,88;55,70;...;124,65;...;...;180,81
"313700 LADAINHA";87,76;60,72;...;67,33;...;53,47;70,49
"313710 LAGAMAR";232,42;86,84;...;119,25;...;...;175,16
"313720 LAGOA DA PRATA";244,26;141,39;949,99;156,12;...;...;216,78
"313730 LAGOA DOS PATOS";107,91;114,19;...;150,17;...;351,81;141,41
"313740 LAGOA DOURADA";183,44;79,13;69,74;81,89;...;...;156,56
"313750 LAGOA FORMOSA";226,25;185,70;...;217,92;...;252,63;223,03
"313760 LAGOA SANTA";506,34;122,34;60,86;192,22;...;124,53;303,15
"313770 LAJINHA";200,68;129,81;...;140,67;...;87,05;168,66
"313780 LAMBARI";248,13;115,68;...;109,97;...;34,21;219,29
"313790 LAMIM";110,45;63,47;...;67,34;...;30,34;93,24
"313800 LARANJAL";161,40;64,94;242,78;145,10;...;66,53;149,55
"313810 LASSANCE";216,81;119,35;...;125,36;...;136,40;138,91
"313820 LAVRAS";414,95;172,79;436,23;205,57;...;307,76;338,19
"313830 LEANDRO FERREIRA";222,46;110,48;...;126,89;...;53,60;199,14
"313840 LEOPOLDINA";316,39;108,71;136,37;185,20;...;95,94;238,84
"313850 LIBERDADE";216,85;94,17;...;123,36;...;85,96;196,90
"313860 LIMA DUARTE";233,92;74,20;...;119,02;...;47,80;195,01
"313870 LUMINARIAS";169,58;111,68;...;114,79;...;243,58;153,56
"313880 LUZ";488,88;138,42;...;303,99;...;...;397,12
"313890 MACHACALIS";386,96;66,58;20,22;114,54;97,72;54,60;130,23
"313900 MACHADO";378,30;158,94;713,49;167,30;...;...;302,60
"313910 MADRE DE DEUS DE MINAS";211,07;57,01;926,31;58,93;...;216,00;180,23
"313920 MALACACHETA";113,17;76,22;1441,92;94,24;...;157,74;97,00
"313930 MANGA";198,95;94,38;224,56;107,64;...;2124,55;130,79
"313940 MANHUACU";259,51;225,50;184,54;157,75;35,97;128,61;220,43
"313950 MANHUMIRIM";243,73;100,43;18,54;137,01;...;100,97;188,18
"313960 MANTENA";202,99;73,12;...;155,85;...;72,33;165,87
"313970 MARAVILHAS";304,34;132,01;...;186,56;...;...;267,98
"313980 MAR DE ESPANHA";254,48;92,14;...;118,03;317,57;225,40;193,92
"313990 MARIA DA FE";222,34;130,10;1461,74;123,69;...;61,15;205,13
"314000 MARIANA";385,31;119,34;1080,35;194,57;...;586,45;252,53
"314010 MARILAC";137,89;59,66;...;105,79;...;...;109,33
"314020 MARIPA DE MINAS";220,47;184,06;...;83,28;...;653,97;199,67
"314030 MARLIERIA";139,35;63,01;1693,40;66,47;...;292,62;113,79
"314040 MARMELOPOLIS";121,56;128,70;69,61;122,66;...;135,29;122,12
"314050 MARTINHO CAMPOS";213,00;95,95;...;132,38;55,50;76,27;196,36
"314060 MATERLANDIA";232,90;66,56;83,72;102,21;...;139,94;118,09
"314070 MATEUS LEME";256,43;126,50;431,21;184,53;124,97;196,77;205,28
"314080 MATIAS BARBOSA";306,95;116,15;...;180,28;...;216,41;254,10
"314090 MATIPO";236,50;94,80;43,88;106,64;...;249,48;152,95
"314100 MATO VERDE";139,78;104,60;...;93,78;...;52,07;111,35
"314110 MATOZINHOS";285,46;125,24;158,47;167,91;246,92;312,23;194,47
"314120 MATUTINA";297,96;73,88;...;238,24;...;...;278,66
"314130 MEDEIROS";344,43;206,11;...;141,30;...;...;319,68
"314140 MEDINA";170,42;61,49;...;96,19;...;47,79;121,61
"314150 MENDES PIMENTEL";148,18;81,37;8,84;110,11;...;554,24;121,54
"314160 MERCES";150,53;70,20;...;101,02;...;...;135,77
"314170 MESQUITA";214,96;80,32;...;117,35;...;97,51;139,36
"314180 MINAS NOVAS";92,90;63,28;58,66;90,10;...;116,76;88,38
"314190 MINDURI";192,80;79,54;...;116,31;...;...;149,91
"314200 MIRABELA";148,98;91,59;...;110,69;...;19,38;120,57
"314210 MIRADOURO";163,88;96,09;...;100,11;...;118,16;128,59
"314220 MIRAI";217,25;81,58;...;98,16;...;64,56;175,99
"314230 MOEDA";158,21;83,12;...;108,93;...;...;139,46
"314240 MOEMA";217,65;244,95;...;173,53;70,32;...;206,72
"314250 MONJOLOS";220,72;60,83;...;112,33;...;86,53;123,95
"314260 MONSENHOR PAULO";316,07;119,44;...;164,80;...;119,29;272,91
"314270 MONTALVANIA";308,33;55,50;...;158,78;...;359,71;191,33
"314280 MONTE ALEGRE DE MINAS";355,52;230,01;...;219,55;...;396,17;306,64
"314290 MONTE AZUL";109,71;67,39;...;93,08;...;14,65;99,03
"314300 MONTE BELO";198,43;148,19;...;145,39;...;100,24;188,62
"314310 MONTE CARMELO";361,71;175,69;992,60;205,33;270,56;1437,62;310,03
"314320 MONTE SANTO DE MINAS";250,89;114,09;87,71;214,13;...;...;239,27
"314330 MONTES CLAROS";370,69;177,16;377,41;213,53;186,19;105,05;262,42
"314340 MONTE SIAO";291,40;191,38;1425,59;178,29;...;128,70;279,47
"314350 MORADA NOVA DE MINAS";218,27;90,20;...;183,05;...;78,87;197,22
"314360 MORRO DA GARCA";247,09;143,10;...;107,07;...;...;113,11
"314370 MORRO DO PILAR";245,50;94,26;122,59;89,21;...;49,53;140,25
"314380 MUNHOZ";218,09;232,97;108,71;130,87;...;254,44;205,40
"314390 MURIAE";345,54;130,28;340,12;160,32;132,12;183,04;277,61
"314400 MUTUM";133,65;83,44;1042,00;90,26;23,27;34,45;112,43
"314410 MUZAMBINHO";283,82;201,05;202,98;164,31;...;200,98;260,92
"314420 NACIP RAYDAN";150,90;153,28;...;84,15;...;-;113,84
"314430 NANUQUE";317,70;143,99;1272,66;184,08;173,65;57,42;213,95
"314440 NATERCIA";180,18;108,01;...;123,76;...;...;173,24
"314450 NAZARENO";167,88;97,00;...;104,90;...;44,15;135,26
"314460 NEPOMUCENO";324,59;151,41;...;186,39;...;...;266,79
"314470 NOVA ERA";462,65;194,26;201,69;197,35;...;297,44;286,79
"314480 NOVA LIMA";591,00;249,96;131,25;277,77;...;568,68;378,77
"314490 NOVA MODICA";346,79;203,40;43,19;104,00;...;62,13;130,61
"314500 NOVA PONTE";387,79;258,04;371,04;241,79;183,80;106,15;332,50
"314510 NOVA RESENDE";255,59;153,68;156,56;168,15;...;...;245,66
"314520 NOVA SERRANA";295,65;156,20;...;261,01;...;71,97;284,16
"314530 NOVO CRUZEIRO";114,71;69,72;55,36;67,04;...;40,06;77,19
"314540 OLARIA";150,30;104,74;25,91;103,06;...;...;136,52
"314550 OLIMPIO NORONHA";277,52;80,59;...;99,96;...;...;238,32
"314560 OLIVEIRA";265,18;123,51;101,38;152,08;...;95,62;221,68
"314570 OLIVEIRA FORTES";137,79;101,30;...;143,02;...;...;135,84
"314580 ONCA DE PITANGUI";165,68;113,52;...;120,08;...;39,33;159,87
"314590 OURO BRANCO";510,99;208,06;...;267,60;2112,07;...;367,70
"314600 OURO FINO";278,56;193,32;182,86;145,87;...;71,31;263,62
"314610 OURO PRETO";452,22;197,19;407,39;188,87;87,04;152,78;270,49
"314620 OURO VERDE DE MINAS";75,41;56,52;...;82,57;...;185,44;79,43
"314630 PADRE PARAISO";108,92;63,85;63,39;107,41;125,86;21,35;106,08
"314640 PAINEIRAS";170,88;91,90;...;245,14;...;129,63;179,91
"314650 PAINS";278,35;149,30;...;214,58;...;891,84;253,43
"314660 PAIVA";191,65;69,14;...;108,69;...;78,39;144,97
"314670 PALMA";227,55;78,57;57,31;100,12;...;55,23;175,85
"314690 PAPAGAIOS";351,14;143,00;...;186,81;79,66;44,39;289,29
"314700 PARACATU";374,04;129,51;759,34;204,13;...;803,11;244,33
"314710 PARA DE MINAS";346,35;149,66;158,73;196,41;...;132,37;294,36
"314720 PARAGUACU";246,21;153,40;...;143,65;...;...;222,42
"314730 PARAISOPOLIS";249,73;132,88;...;116,11;...;162,23;237,69
"314740 PARAOPEBA";282,04;133,62;...;186,85;...;163,82;202,43
"314750 PASSABEM";146,34;134,62;...;97,62;...;...;110,77
"314760 PASSA QUATRO";223,70;133,95;242,69;143,98;...;240,75;212,93
"314770 PASSA TEMPO";235,78;123,28;57,20;291,77;...;119,41;231,54
"314780 PASSA-VINTE";142,22;91,94;...;98,88;...;...;132,36
"314790 PASSOS";429,75;210,12;479,00;224,12;184,98;226,69;358,95
"314800 PATOS DE MINAS";378,23;178,41;-;270,04;248,22;101,13;336,52
"314810 PATROCINIO";296,42;139,25;290,41;227,43;251,90;308,14;273,79
"314820 PATROCINIO DO MURIAE";277,46;59,82;...;92,47;...;...;197,63
"314830 PAULA CANDIDO";162,70;68,74;...;78,20;80,43;56,13;121,87
"314840 PAULISTAS";139,44;178,05;...;92,99;...;36,04;110,50
"314850 PAVAO";111,31;92,03;49,48;126,54;...;47,53;119,85
"314860 PECANHA";170,25;85,17;35,00;111,45;...;59,89;120,62
"314870 PEDRA AZUL";232,84;101,44;...;122,02;...;...;138,12
"314880 PEDRA DO ANTA";136,17;60,60;...;93,36;...;175,12;108,80
"314890 PEDRA DO INDAIA";219,16;148,78;...;141,02;...;...;205,93
"314900 PEDRA DOURADA";164,85;120,10;120,77;136,36;...;...;147,14
"314910 PEDRALVA";208,88;105,23;...;95,63;...;...;194,28
"314920 PEDRINOPOLIS";237,41;99,51;...;185,05;...;99,59;206,63
"314930 PEDRO LEOPOLDO";447,48;180,93;109,30;224,17;192,20;294,53;299,77
"314940 PEDRO TEIXEIRA";127,96;51,16;42,70;61,79;...;...;112,81
"314950 PEQUERI";321,02;111,51;...;144,80;...;...;252,56
"314960 PEQUI";356,91;216,33;...;217,10;...;...;298,21
"314970 PERDIGAO";229,81;78,78;...;188,41;...;...;216,57
"314980 PERDIZES";372,72;203,95;...;221,20;...;168,07;327,52
"314990 PERDOES";272,87;134,92;...;112,25;...;128,39;217,22
"315000 PESCADOR";164,17;81,02;...;118,85;...;41,31;122,07
"315010 PIAU";222,56;106,20;...;100,50;...;...;178,09
"315020 PIEDADE DE PONTE NOVA";302,24;78,95;...;122,13;...;66,28;183,82
"315030 PIEDADE DO RIO GRANDE";147,04;103,14;...;68,35;...;...;133,79
"315040 PIEDADE DOS GERAIS";163,03;93,76;...;89,70;353,45;151,16;116,94
"315050 PIMENTA";238,58;140,94;...;279,88;...;...;239,28
"315060 PIRACEMA";126,06;74,89;...;69,94;...;...;113,02
"315070 PIRAJUBA";340,20;192,16;...;236,37;...;...;312,87
"315080 PIRANGA";126,94;62,22;...;56,24;...;...;89,95
"315090 PIRANGUCU";195,10;96,78;...;56,20;...;...;190,05
"315100 PIRANGUINHO";179,90;144,88;135,13;98,14;64,30;33,57;164,12
"315110 PIRAPETINGA";203,63;135,88;130,31;109,72;...;48,88;174,31
"315120 PIRAPORA";458,24;125,67;546,90;209,01;...;242,54;254,39
"315130 PIRAUBA";187,54;87,62;...;112,37;...;91,45;153,12
"315140 PITANGUI";277,61;147,41;370,68;167,49;...;201,46;240,26
"315150 PIUMHI";333,09;172,80;67,11;223,26;...;...;309,38
"315160 PLANURA";373,22;256,40;324,14;317,64;96,80;...;354,26
"315170 POCO FUNDO";274,12;158,15;...;167,56;...;48,72;265,45
"315180 POCOS DE CALDAS";492,99;250,77;1481,81;253,26;285,10;186,51;448,60
"315190 POCRANE";119,40;85,28;...;80,55;134,89;53,95;99,89
"315200 POMPEU";334,41;110,79;193,36;135,91;...;64,44;230,94
"315210 PONTE NOVA";384,69;110,55;121,21;166,78;...;420,92;257,27
"315220 PORTEIRINHA";126,36;68,80;72,76;78,28;...;64,11;98,60
"315230 PORTO FIRME";150,62;70,89;...;80,37;...;...;108,04
"315240 POTE";135,08;69,97;...;82,23;34,94;58,51;90,73
"315250 POUSO ALEGRE";451,44;229,58;1179,59;241,89;267,18;1135,54;416,03
"315260 POUSO ALTO";217,56;133,87;...;85,30;...;130,83;202,17
"315270 PRADOS";157,32;123,62;...;110,11;...;...;135,76
"315280 PRATA";304,28;191,58;1233,80;246,53;...;-;284,52
"315290 PRATAPOLIS";243,24;134,36;...;152,44;...;139,34;224,85
"315300 PRATINHA";289,25;167,06;...;261,41;...;125,19;281,62
"315310 PRESIDENTE BERNARDES";175,80;60,19;...;58,75;...;36,52;121,59
"315320 PRESIDENTE JUSCELINO";242,63;58,67;...;92,55;...;...;111,07
"315330 PRESIDENTE KUBITSCHEK";102,41;94,75;33,44;117,86;...;...;114,92
"315340 PRESIDENTE OLEGARIO";170,29;129,58;...;128,00;...;53,54;156,01
"315350 ALTO JEQUITIBA";171,56;121,42;...;153,64;...;66,22;163,57
"315360 PRUDENTE DE MORAIS";241,87;102,34;...;142,02;...;...;158,47
"315370 QUARTEL GERAL";178,95;88,78;...;114,12;...;64,70;152,94
"315380 QUELUZITO";119,75;137,86;...;188,53;...;...;121,83
"315390 RAPOSOS";277,91;183,80;112,59;221,69;46,65;26,55;228,51
"315400 RAUL SOARES";176,52;87,11;...;106,88;94,35;...;138,01
"315410 RECREIO";480,69;229,78;...;132,50;39,24;76,33;355,02
"315420 RESENDE COSTA";209,66;128,60;44,64;96,78;...;...;182,03
"315430 RESPLENDOR";216,63;123,51;...;142,85;10,37;84,39;169,58
"315440 RESSAQUINHA";151,31;98,10;244,58;92,81;...;68,36;134,28
"315450 RIACHO DOS MACHADOS";138,70;67,47;35,06;82,15;14,50;69,46;94,70
"315460 RIBEIRAO DAS NEVES";210,03;155,16;713,05;170,02;200,03;115,13;180,99
"315470 RIBEIRAO VERMELHO";327,26;109,20;...;173,98;...;...;259,27
"315480 RIO ACIMA";202,57;149,91;...;134,14;...;...;151,17
"315490 RIO CASCA";337,34;67,05;...;123,51;...;...;186,75
"315500 RIO DOCE";203,90;84,18;...;114,41;...;...;143,82
"315510 RIO DO PRADO";97,68;68,37;46,30;72,11;131,10;10,06;76,12
"315520 RIO ESPERA";126,41;51,80;...;49,00;...;180,23;99,71
"315530 RIO MANSO";134,43;112,60;...;88,94;...;102,77;127,27
"315540 RIO NOVO";243,11;107,82;381,45;125,58;...;49,93;195,71
"315550 RIO PARANAIBA";249,05;137,91;508,08;154,20;...;...;232,67
"315560 RIO PARDO DE MINAS";103,73;78,50;...;85,48;...;91,40;92,12
"315570 RIO PIRACICABA";252,33;91,66;...;196,09;...;515,15;206,62
"315580 RIO POMBA";279,66;113,13;...;218,42;...;...;239,77
"315590 RIO PRETO";223,40;105,39;161,13;107,59;...;66,36;192,18
"315600 RIO VERMELHO";127,16;87,19;...;102,80;...;53,48;105,95
"315610 RITAPOLIS";179,37;96,72;51,48;110,45;...;265,31;143,10
"315620 ROCHEDO DE MINAS";201,59;63,88;...;93,07;...;59,48;144,39
"315630 RODEIRO";141,72;92,83;...;76,18;36,04;...;125,31
"315640 ROMARIA";276,74;193,87;216,08;164,89;172,59;...;251,16
"315650 RUBELITA";88,04;56,14;...;76,49;...;52,41;78,04
"315660 RUBIM";191,57;78,38;...;114,69;...;108,93;130,27
"315670 SABARA";391,18;177,88;127,45;224,40;68,62;307,55;266,02
"315680 SABINOPOLIS";249,04;109,06;...;132,65;...;80,04;162,27
"315690 SACRAMENTO";281,68;109,19;116,06;186,18;...;161,18;259,24
"315700 SALINAS";141,35;82,87;101,65;99,18;81,28;50,19;112,62
"315710 SALTO DA DIVISA";569,15;104,04;...;170,70;...;136,12;255,72
"315720 SANTA BARBARA";290,51;155,79;...;170,60;60,37;568,04;212,01
"315730 SANTA BARBARA DO TUGURIO";129,15;67,96;...;70,23;...;...;112,64
"315740 SANTA CRUZ DO ESCALVADO";92,21;54,90;103,79;88,02;...;23,25;86,96
"315750 SANTA EFIGENIA DE MINAS";191,49;95,06;...;81,82;...;...;94,74
"315760 SANTA FE DE MINAS";117,24;94,18;...;99,60;...;134,88;101,53
"315770 SANTA JULIANA";347,02;151,87;...;100,52;...;112,57;321,18
"315780 SANTA LUZIA";267,45;188,14;390,60;194,57;113,84;156,38;215,34
"315790 SANTA MARGARIDA";186,72;106,72;...;147,51;...;289,95;170,71
"315800 SANTA MARIA DE ITABIRA";202,23;66,10;...;84,84;...;19,62;124,59
"315810 SANTA MARIA DO SALTO";106,95;36,88;...;77,42;...;...;84,61
"315820 SANTA MARIA DO SUACUI";281,94;192,12;...;136,89;...;98,41;188,52
"315830 SANTANA DA VARGEM";285,00;111,16;790,81;146,92;...;...;247,53
"315840 SANTANA DE CATAGUASES";152,16;108,57;...;95,85;...;...;137,17
"315850 SANTANA DE PIRAPAMA";189,87;75,52;27,95;101,28;...;...;129,97
"315860 SANTANA DO DESERTO";198,62;83,83;209,38;149,80;...;...;164,63
"315870 SANTANA DO GARAMBEU";159,65;73,14;...;74,21;...;...;137,28
"315880 SANTANA DO JACARE";275,12;132,30;...;140,71;...;...;225,26
"315890 SANTANA DO MANHUACU";144,39;81,70;...;140,27;...;29,06;136,91
"315900 SANTANA DO RIACHO";113,93;111,67;...;143,93;...;...;135,41
"315910 SANTANA DOS MONTES";134,79;69,12;123,06;66,78;...;17,95;101,54
"315920 SANTA RITA DE CALDAS";215,90;126,05;1270,13;160,82;...;388,38;210,23
"315930 SANTA RITA DE JACUTINGA";193,39;78,13;...;161,37;...;468,24;176,93
"315940 SANTA RITA DE IBITIPOCA";107,22;48,66;...;64,00;...;...;83,74
"315950 SANTA RITA DO ITUETO";144,32;55,83;...;78,03;...;...;111,51
"315960 SANTA RITA DO SAPUCAI";363,53;161,28;521,69;186,32;...;100,64;322,02
"315970 SANTA ROSA DA SERRA";144,02;109,50;63,50;137,96;...;...;141,32
"315980 SANTA VITORIA";239,19;181,47;...;178,35;206,06;...;216,47
"315990 SANTO ANTONIO DO AMPARO";241,15;92,95;...;105,59;63,30;278,98;170,25
