"Município";"População não alfabetizada"
"292380 PARIPIRANGA";7864
"292390 PAU BRASIL";4789
"292400 PAULO AFONSO";15551
"292405 PE DE SERRA";3541
"292410 PEDRAO";1599
"292420 PEDRO ALEXANDRE";6430
"292430 PIATA";4799
"292440 PILAO ARCADO";10648
"292450 PINDAI";4470
"292460 PINDOBACU";6715
"292465 PINTADAS";3148
"292467 PIRAI DO NORTE";4581
"292470 PIRIPA";3154
"292480 PIRITIBA";5422
"292490 PLANALTINO";3666
"292500 PLANALTO";7863
"292510 POCOES";10624
"292520 POJUCA";3304
"292525 PONTO NOVO";5179
"292530 PORTO SEGURO";6760
"292540 POTIRAGUA";2656
"292550 PRADO";5277
"292560 PRESIDENTE DUTRA";2606
"292570 PRESIDENTE JANIO QUADROS";4847
"292575 PRESIDENTE TANCREDO NEVES";5623
"292580 QUEIMADAS";6867
"292590 QUIJINGUE";9105
"292593 QUIXABEIRA";3993
"292595 RAFAEL JAMBEIRO";6528
"292600 REMANSO";10035
"292610 RETIROLANDIA";2450
"292620 RIACHAO DAS NEVES";5303
"292630 RIACHAO DO JACUIPE";8482
"292640 RIACHO DE SANTANA";7530
"292650 RIBEIRA DO AMPARO";5444
"292660 RIBEIRA DO POMBAL";12201
"292665 RIBEIRAO DO LARGO";3938
"292670 RIO DE CONTAS";3465
"292680 RIO DO ANTONIO";4090
"292690 RIO DO PIRES";3044
"292700 RIO REAL";7136
"292710 RODELAS";829
"292720 RUY BARBOSA";8082
"292730 SALINAS DA MARGARIDA";1511
"292740 SALVADOR";126126
"292750 SANTA BARBARA";4833
"292760 SANTA BRIGIDA";4894
"292770 SANTA CRUZ CABRALIA";1538
"292780 SANTA CRUZ DA VITORIA";1876
"292790 SANTA INES";3097
"292800 SANTALUZ";7317
"292805 SANTA LUZIA";4239
"292810 SANTA MARIA DA VITORIA";10862
"292820 SANTANA";6082
"292830 SANTANOPOLIS";2384
"292840 SANTA RITA DE CASSIA";5158
"292850 SANTA TERESINHA";2657
"292860 SANTO AMARO";8990
"292870 SANTO ANTONIO DE JESUS";11259
"292880 SANTO ESTEVAO";8645
"292890 SAO DESIDERIO";6172
"292895 SAO DOMINGOS";2088
"292900 SAO FELIX";2524
"292905 SAO FELIX DO CORIBE";2982
"292910 SAO FELIPE";4530
"292920 SAO FRANCISCO DO CONDE";3287
"292925 SAO GABRIEL";4020
"292930 SAO GONCALO DOS CAMPOS";5454
"292935 SAO JOSE DA VITORIA";2657
"292937 SAO JOSE DO JACUIPE";4375
"292940 SAO MIGUEL DAS MATAS";2506
"292950 SAO SEBASTIAO DO PASSE";7096
"292960 SAPEACU";3381
"292970 SATIRO DIAS";4214
"292975 SAUBARA";1600
"292980 SAUDE";3262
"292990 SEABRA";7987
"293000 SEBASTIAO LARANJEIRAS";2421
"293010 SENHOR DO BONFIM";16231
"293015 SERRA DO RAMALHO";7426
"293020 SENTO SE";8050
"293030 SERRA DOURADA";4711
"293040 SERRA PRETA";4655
"293050 SERRINHA";14338
"293060 SERROLANDIA";3031
"293070 SIMOES FILHO";7438
"293075 SITIO DO MATO";2239
"293076 SITIO DO QUINTO";4540
"293077 SOBRADINHO";3464
"293080 SOUTO SOARES";3587
"293090 TABOCAS DO BREJO VELHO";3486
"293100 TANHACU";6229
"293105 TANQUE NOVO";4283
"293110 TANQUINHO";2249
"293120 TAPEROA";5151
"293130 TAPIRAMUTA";3874
"293135 TEIXEIRA DE FREITAS";16860
"293140 TEODORO SAMPAIO";2107
"293150 TEOFILANDIA";6212
"293160 TEOLANDIA";4094
"293170 TERRA NOVA";2489
"293180 TREMEDAL";7084
"293190 TUCANO";15358
"293200 UAUA";6641
"293210 UBAIRA";5270
"293220 UBAITABA";4960
"293230 UBATA";6284
"293240 UIBAI";2206
"293245 UMBURANAS";3793
"293250 UNA";5888
"293260 URANDI";4307
"293270 URUCUCA";8294
"293280 UTINGA";5086
"293290 VALENCA";15009
"293300 VALENTE";3965
"293305 VARZEA DA ROCA";3670
"293310 VARZEA DO POCO";2031
"293315 VARZEA NOVA";4905
"293317 VARZEDO";2593
"293320 VERA CRUZ";3020
"293325 VEREDA";2502
"293330 VITORIA DA CONQUISTA";40103
"293340 WAGNER";1642
"293345 WANDERLEY";4073
"293350 WENCESLAU GUIMARAES";5776
"293360 XIQUE-XIQUE";9169
"310010 ABADIA DOS DOURADOS";738
"310020 ABAETE";2194
"310030 ABRE CAMPO";2759
"310040 ACAIACA";648
"310050 ACUCENA";4940
"310060 AGUA BOA";4707
"310070 AGUA COMPRIDA";237
"310080 AGUANIL";513
"310090 AGUAS FORMOSAS";6217
"310100 AGUAS VERMELHAS";5534
"310110 AIMORES";4465
"310120 AIURUOCA";1139
"310130 ALAGOA";368
"310140 ALBERTINA";376
"310150 ALEM PARAIBA";3151
"310160 ALFENAS";3981
"310170 ALMENARA";12418
"310180 ALPERCATA";1171
"310190 ALPINOPOLIS";2072
"310200 ALTEROSA";1749
"310210 ALTO RIO DOCE";2308
"310220 ALVARENGA";1113
"310230 ALVINOPOLIS";1458
"310240 ALVORADA DE MINAS";796
"310250 AMPARO DO SERRA";1076
"310260 ANDRADAS";3458
"310270 CACHOEIRA DE PAJEU";2353
"310280 ANDRELANDIA";1695
"310290 ANTONIO CARLOS";1548
"310300 ANTONIO DIAS";1957
"310310 ANTONIO PRADO DE MINAS";285
"310320 ARACAI";161
"310330 ARACITABA";469
"310340 ARACUAI";7206
"310350 ARAGUARI";7001
"310360 ARANTINA";464
"310370 ARAPONGA";1858
"310380 ARAPUA";383
"310390 ARAUJOS";717
"310400 ARAXA";4934
"310410 ARCEBURGO";964
"310420 ARCOS";2212
"310430 AREADO";1151
"310440 ARGIRITA";476
"310450 ARINOS";2797
"310460 ASTOLFO DUTRA";1242
"310470 ATALEIA";4747
"310480 AUGUSTO DE LIMA";913
"310490 BAEPENDI";2214
"310500 BALDIM";1124
"310510 BAMBUI";2187
"310520 BANDEIRA";1871
"310530 BANDEIRA DO SUL";640
"310540 BARAO DE COCAIS";1610
"310550 BARAO DE MONTE ALTO";1071
"310560 BARBACENA";6701
"310570 BARRA LONGA";1405
"310590 BARROSO";1342
"310600 BELA VISTA DE MINAS";788
"310610 BELMIRO BRAGA";676
"310620 BELO HORIZONTE";94565
"310630 BELO ORIENTE";2754
"310640 BELO VALE";875
"310650 BERILO";3450
"310660 BERTOPOLIS";3112
"310670 BETIM";14633
"310680 BIAS FORTES";692
"310690 BICAS";989
"310700 BIQUINHAS";406
"310710 BOA ESPERANCA";3376
"310720 BOCAINA DE MINAS";689
"310730 BOCAIUVA";7837
"310740 BOM DESPACHO";2822
"310750 BOM JARDIM DE MINAS";759
"310760 BOM JESUS DA PENHA";423
"310770 BOM JESUS DO AMPARO";585
"310780 BOM JESUS DO GALHO";3096
"310790 BOM REPOUSO";1300
"310800 BOM SUCESSO";2251
"310810 BONFIM";1067
"310820 BONFINOPOLIS DE MINAS";1994
"310830 BORDA DA MATA";1360
"310840 BOTELHOS";1708
"310850 BOTUMIRIM";1229
"310860 BRASILIA DE MINAS";8484
"310870 BRAS PIRES";807
"310880 BRAUNAS";1348
"310890 BRAZOPOLIS";1626
"310900 BRUMADINHO";1864
"310910 BUENO BRANDAO";1453
"310920 BUENOPOLIS";1974
"310930 BURITIS";2970
"310940 BURITIZEIRO";3870
"310950 CABO VERDE";1742
"310960 CACHOEIRA DA PRATA";201
"310970 CACHOEIRA DE MINAS";932
"310980 CACHOEIRA DOURADA";437
"310990 CAETANOPOLIS";512
"311000 CAETE";2099
"311010 CAIANA";707
"311020 CAJURI";607
"311030 CALDAS";1489
"311040 CAMACHO";727
"311050 CAMANDUCAIA";2677
"311060 CAMBUI";2444
"311070 CAMBUQUIRA";1399
"311080 CAMPANARIO";1966
"311090 CAMPANHA";1008
"311100 CAMPESTRE";2057
"311110 CAMPINA VERDE";2175
"311120 CAMPO BELO";5172
"311130 CAMPO DO MEIO";1298
"311140 CAMPO FLORIDO";495
"311150 CAMPOS ALTOS";1485
"311160 CAMPOS GERAIS";2948
"311170 CANAA";1217
"311180 CANAPOLIS";2293
"311190 CANA VERDE";847
"311200 CANDEIAS";2675
"311210 CAPARAO";1272
"311220 CAPELA NOVA";580
"311230 CAPELINHA";6460
"311240 CAPETINGA";1060
"311250 CAPIM BRANCO";505
"311260 CAPINOPOLIS";2222
"311270 CAPITAO ENEAS";2359
"311280 CAPITOLIO";656
"311290 CAPUTIRA";1325
"311300 CARAI";6167
"311310 CARANAIBA";382
"311320 CARANDAI";1896
"311330 CARANGOLA";5956
"311340 CARATINGA";18949
"311350 CARBONITA";1946
"311360 CAREACU";698
"311370 CARLOS CHAGAS";5714
"311380 CARMESIA";398
"311390 CARMO DA CACHOEIRA";1757
"311400 CARMO DA MATA";1217
"311410 CARMO DE MINAS";1619
"311420 CARMO DO CAJURU";1558
"311430 CARMO DO PARANAIBA";2532
"311440 CARMO DO RIO CLARO";2065
"311450 CARMOPOLIS DE MINAS";1541
"311460 CARRANCAS";445
"311470 CARVALHOPOLIS";365
"311480 CARVALHOS";794
"311490 CASA GRANDE";336
"311500 CASCALHO RICO";220
"311510 CASSIA";1970
"311520 CONCEICAO DA BARRA DE MINAS";369
"311530 CATAGUASES";4986
"311540 CATAS ALTAS DA NORUEGA";370
"311550 CAXAMBU";1482
"311560 CEDRO DO ABAETE";228
"311570 CENTRAL DE MINAS";1460
"311580 CENTRALINA";2097
"311590 CHACARA";564
"311600 CHALE";897
"311610 CHAPADA DO NORTE";4573
"311620 CHIADOR";367
"311630 CIPOTANEA";962
"311640 CLARAVAL";403
"311650 CLARO DOS POCOES";1499
"311660 CLAUDIO";1623
"311670 COIMBRA";818
"311680 COLUNA";2321
"311690 COMENDADOR GOMES";278
"311700 COMERCINHO";2518
"311710 CONCEICAO DA APARECIDA";945
"311720 CONCEICAO DAS PEDRAS";375
"311730 CONCEICAO DAS ALAGOAS";1730
"311740 CONCEICAO DE IPANEMA";1083
"311750 CONCEICAO DO MATO DENTRO";3863
"311760 CONCEICAO DO PARA";455
"311770 CONCEICAO DO RIO VERDE";1565
"311780 CONCEICAO DOS OUROS";970
"311790 CONGONHAL";1048
"311800 CONGONHAS";2245
"311810 CONGONHAS DO NORTE";944
"311820 CONQUISTA";745
"311830 CONSELHEIRO LAFAIETE";4585
"311840 CONSELHEIRO PENA";6101
"311850 CONSOLACAO";233
"311860 CONTAGEM";24426
"311870 COQUEIRAL";1004
"311880 CORACAO DE JESUS";5647
"311890 CORDISBURGO";1104
"311900 CORDISLANDIA";462
"311910 CORINTO";3606
"311920 COROACI";1784
"311930 COROMANDEL";2449
"311940 CORONEL FABRICIANO";7436
"311950 CORONEL MURTA";1665
"311960 CORONEL PACHECO";404
"311970 CORONEL XAVIER CHAVES";301
"311980 CORREGO DANTA";548
"311990 CORREGO DO BOM JESUS";586
"312000 CORREGO NOVO";1375
"312010 COUTO DE MAGALHAES DE MINAS";743
"312020 CRISTAIS";1191
"312030 CRISTALIA";1247
"312040 CRISTIANO OTONI";370
"312050 CRISTINA";1243
"312060 CRUCILANDIA";809
"312070 CRUZEIRO DA FORTALEZA";393
"312080 CRUZILIA";1424
"312090 CURVELO";6253
"312100 DATAS";554
"312110 DELFIM MOREIRA";1167
"312120 DELFINOPOLIS";1168
"312130 DESCOBERTO";607
"312140 DESTERRO DE ENTRE RIOS";1335
"312150 DESTERRO DO MELO";525
"312160 DIAMANTINA";5249
"312170 DIOGO DE VASCONCELOS";922
"312180 DIONISIO";1516
"312190 DIVINESIA";415
"312200 DIVINO";3512
"312210 DIVINO DAS LARANJEIRAS";1034
"312220 DIVINOLANDIA DE MINAS";1075
"312230 DIVINOPOLIS";9226
"312240 DIVISA NOVA";687
"312250 DOM CAVATI";830
"312260 DOM JOAQUIM";1077
"312270 DOM SILVERIO";1366
"312280 DOM VICOSO";420
"312290 DONA EUSEBIA";534
"312300 DORES DE CAMPOS";754
"312310 DORES DE GUANHAES";1217
"312320 DORES DO INDAIA";1968
"312330 DORES DO TURVO";877
"312340 DORESOPOLIS";105
"312350 DOURADOQUARA";248
"312360 ELOI MENDES";2351
"312370 ENGENHEIRO CALDAS";1640
"312380 ENGENHEIRO NAVARRO";1449
"312390 ENTRE RIOS DE MINAS";1433
"312400 ERVALIA";2742
"312410 ESMERALDAS";2571
"312420 ESPERA FELIZ";3477
"312430 ESPINOSA";9178
"312440 ESPIRITO SANTO DO DOURADO";629
"312450 ESTIVA";1232
"312460 ESTRELA DALVA";601
"312470 ESTRELA DO INDAIA";628
"312480 ESTRELA DO SUL";874
"312490 EUGENOPOLIS";1709
"312500 EWBANK DA CAMARA";469
"312510 EXTREMA";1749
"312520 FAMA";165
"312530 FARIA LEMOS";631
"312540 FELICIO DOS SANTOS";1118
"312550 SAO GONCALO DO RIO PRETO";537
"312560 FELISBURGO";1596
"312570 FELIXLANDIA";1791
"312580 FERNANDES TOURINHO";689
"312590 FERROS";3001
"312600 FLORESTAL";625
"312610 FORMIGA";6056
"312620 FORMOSO";1645
"312630 FORTALEZA DE MINAS";472
"312640 FORTUNA DE MINAS";255
"312650 FRANCISCO BADARO";4362
"312660 FRANCISCO DUMONT";756
"312670 FRANCISCO SA";5419
"312680 FREI GASPAR";2097
"312690 FREI INOCENCIO";1316
"312700 FRONTEIRA";862
"312705 FRONTEIRA DOS VALES";1512
"312710 FRUTAL";4230
"312720 FUNILANDIA";358
"312730 GALILEIA";2241
"312740 GONCALVES";644
"312750 GONZAGA";1243
"312760 GOUVEIA";832
"312770 GOVERNADOR VALADARES";22992
"312780 GRAO MOGOL";5257
"312790 GRUPIARA";127
"312800 GUANHAES";3984
"312810 GUAPE";1326
"312820 GUARACIABA";2072
"312830 GUARANESIA";2028
"312840 GUARANI";1175
"312850 GUARARA";443
"312860 GUARDA-MOR";667
"312870 GUAXUPE";3617
"312880 GUIDOVAL";1191
"312890 GUIMARANIA";443
"312900 GUIRICEMA";1487
"312910 GURINHATA";1074
"312920 HELIODORA";835
"312930 IAPU";2464
"312940 IBERTIOGA";920
"312950 IBIA";1891
"312960 IBIAI";1188
"312970 IBIRACI";1270
"312980 IBIRITE";8423
"312990 IBITIURA DE MINAS";358
"313000 IBITURUNA";373
"313010 IGARAPE";2721
"313020 IGARATINGA";614
"313030 IGUATAMA";653
"313040 IJACI";421
"313050 ILICINEA";1136
"313060 INCONFIDENTES";893
"313070 INDIANOPOLIS";660
"313080 INGAI";228
"313090 INHAPIM";5478
"313100 INHAUMA";506
"313110 INIMUTABA";905
"313120 IPANEMA";3372
"313130 IPATINGA";12190
"313140 IPIACU";611
"313150 IPUIUNA";1215
"313160 IRAI DE MINAS";369
"313170 ITABIRA";7457
"313180 ITABIRINHA";2163
"313190 ITABIRITO";2110
"313200 ITACAMBIRA";868
"313210 ITACARAMBI";5508
"313220 ITAGUARA";1165
"313230 ITAIPE";4510
"313240 ITAJUBA";4810
"313250 ITAMARANDIBA";7462
"313260 ITAMARATI DE MINAS";544
"313270 ITAMBACURI";4896
"313280 ITAMBE DO MATO DENTRO";728
"313290 ITAMOGI";1164
"313300 ITAMONTE";982
"313310 ITANHANDU";866
"313320 ITANHOMI";3488
"313330 ITAOBIM";4623
"313340 ITAPAGIPE";1121
"313350 ITAPECERICA";2680
"313360 ITAPEVA";700
"313370 ITATIAIUCU";1046
"313375 ITAU DE MINAS";917
"313380 ITAUNA";4510
"313390 ITAVERAVA";947
"313400 ITINGA";6249
"313410 ITUETA";909
"313420 ITUIUTABA";7970
"313430 ITUMIRIM";676
"313440 ITURAMA";6432
"313450 ITUTINGA";320
"313460 JABOTICATUBAS";2187
"313470 JACINTO";3339
"313480 JACUI";842
"313490 JACUTINGA";2399
"313500 JAGUARACU";384
"313510 JANAUBA";8479
"313520 JANUARIA";16911
"313530 JAPARAIBA";236
"313540 JECEABA";944
"313550 JEQUERI";3030
"313560 JEQUITAI";1795
"313570 JEQUITIBA";875
"313580 JEQUITINHONHA";6240
"313590 JESUANIA";684
"313600 JOAIMA";5385
"313610 JOANESIA";1473
"313620 JOAO MONLEVADE";3426
"313630 JOAO PINHEIRO";6540
"313640 JOAQUIM FELICIO";1048
"313650 JORDANIA";2392
"313660 NOVA UNIAO";745
"313670 JUIZ DE FORA";18734
"313680 JURAMENTO";1037
"313690 JURUAIA";633
"313700 LADAINHA";5027
"313710 LAGAMAR";1000
"313720 LAGOA DA PRATA";2611
"313730 LAGOA DOS PATOS";809
"313740 LAGOA DOURADA";805
"313750 LAGOA FORMOSA";1720
"313760 LAGOA SANTA";2296
"313770 LAJINHA";3305
"313780 LAMBARI";1673
"313790 LAMIM";563
"313800 LARANJAL";880
"313810 LASSANCE";1010
"313820 LAVRAS";3818
"313830 LEANDRO FERREIRA";414
"313840 LEOPOLDINA";5068
"313850 LIBERDADE";1183
"313860 LIMA DUARTE";2205
"313870 LUMINARIAS";620
"313880 LUZ";1744
"313890 MACHACALIS";1520
"313900 MACHADO";3046
"313910 MADRE DE DEUS DE MINAS";447
"313920 MALACACHETA";10305
"313930 MANGA";12042
"313940 MANHUACU";9814
"313950 MANHUMIRIM";4101
"313960 MANTENA";7985
"313970 MARAVILHAS";568
"313980 MAR DE ESPANHA";1164
"313990 MARIA DA FE";1329
"314000 MARIANA";3944
"314010 MARILAC";972
"314020 MARIPA DE MINAS";328
"314030 MARLIERIA";609
"314040 MARMELOPOLIS";329
"314050 MARTINHO CAMPOS";1275
"314060 MATERLANDIA";1095
"314070 MATEUS LEME";3609
"314080 MATIAS BARBOSA";1275
"314090 MATIPO";2750
"314100 MATO VERDE";4876
"314110 MATOZINHOS";1936
"314120 MATUTINA";578
"314130 MEDEIROS";214
"314140 MEDINA";5572
"314150 MENDES PIMENTEL";2785
"314160 MERCES";2116
"314170 MESQUITA";3109
"314180 MINAS NOVAS";9200
"314190 MINDURI";441
"314200 MIRABELA";3391
"314210 MIRADOURO";1760
"314220 MIRAI";2216
"314230 MOEDA";448
"314240 MOEMA";516
"314250 MONJOLOS";532
"314260 MONSENHOR PAULO";874
"314270 MONTALVANIA";3573
"314280 MONTE ALEGRE DE MINAS";2139
"314290 MONTE AZUL";8177
"314300 MONTE BELO";2043
"314310 MONTE CARMELO";3132
"314320 MONTE SANTO DE MINAS";2652
"314330 MONTES CLAROS";23201
"314340 MONTE SIAO";2331
"314350 MORADA NOVA DE MINAS";686
"314360 MORRO DA GARCA";523
"314370 MORRO DO PILAR";980
"314380 MUNHOZ";937
"314390 MURIAE";9168
"314400 MUTUM";5747
"314410 MUZAMBINHO";1364
"314420 NACIP RAYDAN";907
"314430 NANUQUE";7991
"314440 NATERCIA";435
"314450 NAZARENO";828
"314460 NEPOMUCENO";3000
"314470 NOVA ERA";1564
"314480 NOVA LIMA";2900
"314490 NOVA MODICA";1181
"314500 NOVA PONTE";709
"314510 NOVA RESENDE";1661
"314520 NOVA SERRANA";1600
"314530 NOVO CRUZEIRO";8955
"314540 OLARIA";500
"314550 OLIMPIO NORONHA";298
"314560 OLIVEIRA";2957
"314570 OLIVEIRA FORTES";449
"314580 ONCA DE PITANGUI";397
"314590 OURO BRANCO";1623
"314600 OURO FINO";3646
"314610 OURO PRETO";4307
"314620 OURO VERDE DE MINAS";2201
"314630 PADRE PARAISO";4132
"314640 PAINEIRAS";707
"314650 PAINS";871
"314660 PAIVA";272
"314670 PALMA";909
"314690 PAPAGAIOS";1181
"314700 PARACATU";6118
"314710 PARA DE MINAS";4508
"314720 PARAGUACU";1554
"314730 PARAISOPOLIS";1874
"314740 PARAOPEBA";1445
"314750 PASSABEM";316
"314760 PASSA QUATRO";1371
"314770 PASSA TEMPO";679
"314780 PASSA-VINTE";323
"314790 PASSOS";6870
"314800 PATOS DE MINAS";7869
"314810 PATROCINIO";5022
"314820 PATROCINIO DO MURIAE";661
"314830 PAULA CANDIDO";1191
"314840 PAULISTAS";1175
"314850 PAVAO";3845
"314860 PECANHA";4837
"314870 PEDRA AZUL";4845
"314880 PEDRA DO ANTA";666
"314890 PEDRA DO INDAIA";642
"314900 PEDRA DOURADA";241
"314910 PEDRALVA";1138
"314920 PEDRINOPOLIS";639
"314930 PEDRO LEOPOLDO";2795
"314940 PEDRO TEIXEIRA";228
"314950 PEQUERI";265
"314960 PEQUI";319
"314970 PERDIGAO";380
"314980 PERDIZES";1299
"314990 PERDOES";1926
"315000 PESCADOR";806
"315010 PIAU";535
"315020 PIEDADE DE PONTE NOVA";834
"315030 PIEDADE DO RIO GRANDE";1022
"315040 PIEDADE DOS GERAIS";898
"315050 PIMENTA";802
"315060 PIRACEMA";899
"315070 PIRAJUBA";361
"315080 PIRANGA";3014
"315090 PIRANGUCU";821
"315100 PIRANGUINHO";693
"315110 PIRAPETINGA";1290
"315120 PIRAPORA";3740
"315130 PIRAUBA";1194
"315140 PITANGUI";1791
"315150 PIUMHI";2183
"315160 PLANURA";729
"315170 POCO FUNDO";1224
"315180 POCOS DE CALDAS";6745
"315190 POCRANE";2092
"315200 POMPEU";2755
"315210 PONTE NOVA";6154
"315220 PORTEIRINHA";12515
"315230 PORTO FIRME";1757
"315240 POTE";4283
"315250 POUSO ALEGRE";5806
"315260 POUSO ALTO";689
"315270 PRADOS";748
"315280 PRATA";2516
"315290 PRATAPOLIS";938
"315300 PRATINHA";386
"315310 PRESIDENTE BERNARDES";945
"315320 PRESIDENTE JUSCELINO";836
"315330 PRESIDENTE KUBITSCHEK";317
"315340 PRESIDENTE OLEGARIO";2935
"315350 ALTO JEQUITIBA";1024
"315360 PRUDENTE DE MORAIS";586
"315370 QUARTEL GERAL";530
"315380 QUELUZITO";236
"315390 RAPOSOS";1056
"315400 RAUL SOARES";4839
"315410 RECREIO";1422
"315420 RESENDE COSTA";697
"315430 RESPLENDOR";3242
"315440 RESSAQUINHA";1298
"315450 RIACHO DOS MACHADOS";2437
"315460 RIBEIRAO DAS NEVES";12533
"315470 RIBEIRAO VERMELHO";213
"315480 RIO ACIMA";475
"315490 RIO CASCA";2241
"315500 RIO DOCE";445
"315510 RIO DO PRADO";3762
"315520 RIO ESPERA";1315
"315530 RIO MANSO";885
"315540 RIO NOVO";1491
"315550 RIO PARANAIBA";1099
"315560 RIO PARDO DE MINAS";15593
"315570 RIO PIRACICABA";1391
"315580 RIO POMBA";1976
"315590 RIO PRETO";1161
"315600 RIO VERMELHO";4363
"315610 RITAPOLIS";580
"315620 ROCHEDO DE MINAS";272
"315630 RODEIRO";546
"315640 ROMARIA";365
"315650 RUBELITA";2433
"315660 RUBIM";2736
"315670 SABARA";6147
"315680 SABINOPOLIS";3066
"315690 SACRAMENTO";1977
"315700 SALINAS";11426
"315710 SALTO DA DIVISA";2220
"315720 SANTA BARBARA";2139
"315730 SANTA BARBARA DO TUGURIO";943
"315740 SANTA CRUZ DO ESCALVADO";1208
"315750 SANTA EFIGENIA DE MINAS";1104
"315760 SANTA FE DE MINAS";1054
"315770 SANTA JULIANA";658
"315780 SANTA LUZIA";9310
"315790 SANTA MARGARIDA";1900
"315800 SANTA MARIA DE ITABIRA";1984
"315810 SANTA MARIA DO SALTO";1443
"315820 SANTA MARIA DO SUACUI";5374
"315830 SANTANA DA VARGEM";917
"315840 SANTANA DE CATAGUASES";541
"315850 SANTANA DE PIRAPAMA";1689
"315860 SANTANA DO DESERTO";399
"315870 SANTANA DO GARAMBEU";338
"315880 SANTANA DO JACARE";751
"315890 SANTANA DO MANHUACU";1706
"315900 SANTANA DO RIACHO";642
"315910 SANTANA DOS MONTES";505
"315920 SANTA RITA DE CALDAS";1034
"315930 SANTA RITA DE JACUTINGA";812
"315940 SANTA RITA DE IBITIPOCA";874
"315950 SANTA RITA DO ITUETO";1525
"315960 SANTA RITA DO SAPUCAI";3007
"315970 SANTA ROSA DA SERRA";539
"315980 SANTA VITORIA";2675
"315990 SANTO ANTONIO DO AMPARO";1847
"316000 SANTO ANTONIO DO AVENTUREIRO";568
"316010 SANTO ANTONIO DO GRAMA";530
"316020 SANTO ANTONIO DO ITAMBE";1216
"316030 SANTO ANTONIO DO JACINTO";3618
"316040 SANTO ANTONIO DO MONTE";2076
"316050 SANTO ANTONIO DO RIO ABAIXO";459
"316060 SANTO HIPOLITO";737
"316070 SANTOS DUMONT";4592
"316080 SAO BENTO ABADE";360
"316090 SAO BRAS DO SUACUI";281
"316100 SAO DOMINGOS DO PRATA";1685
"316110 SAO FRANCISCO";13841
"316120 SAO FRANCISCO DE PAULA";925
"316130 SAO FRANCISCO DE SALES";613
"316140 SAO FRANCISCO DO GLORIA";1191
"316150 SAO GERALDO";1393
"316160 SAO GERALDO DA PIEDADE";1143
"316170 SAO GONCALO DO ABAETE";1083
"316180 SAO GONCALO DO PARA";724
"316190 SAO GONCALO DO RIO ABAIXO";1282
"316200 SAO GONCALO DO SAPUCAI";2419
"316210 SAO GOTARDO";2087
"316220 SAO JOAO BATISTA DO GLORIA";616
"316230 SAO JOAO DA MATA";295
"316240 SAO JOAO DA PONTE";9874
"316250 SAO JOAO DEL REI";4873
"316260 SAO JOAO DO ORIENTE";1686
"316270 SAO JOAO DO PARAISO";10421
"316280 SAO JOAO EVANGELISTA";2461
"316290 SAO JOAO NEPOMUCENO";2000
"316300 SAO JOSE DA SAFIRA";752
"316310 SAO JOSE DA VARGINHA";189
"316320 SAO JOSE DO ALEGRE";380
"316330 SAO JOSE DO DIVINO";1057
"316340 SAO JOSE DO GOIABAL";942
"316350 SAO JOSE DO JACURI";2831
"316360 SAO JOSE DO MANTIMENTO";445
"316370 SAO LOURENCO";2036
"316380 SAO MIGUEL DO ANTA";1081
"316390 SAO PEDRO DA UNIAO";831
"316400 SAO PEDRO DOS FERROS";1967
"316410 SAO PEDRO DO SUACUI";1749
"316420 SAO ROMAO";2577
"316430 SAO ROQUE DE MINAS";792
"316440 SAO SEBASTIAO DA BELA VISTA";619
"316450 SAO SEBASTIAO DO MARANHAO";3270
"316460 SAO SEBASTIAO DO OESTE";485
"316470 SAO SEBASTIAO DO PARAISO";4921
"316480 SAO SEBASTIAO DO RIO PRETO";455
"316490 SAO SEBASTIAO DO RIO VERDE";203
"316500 SAO TIAGO";924
"316510 SAO TOMAS DE AQUINO";1051
"316520 SAO THOME DAS LETRAS";1076
"316530 SAO VICENTE DE MINAS";751
"316540 SAPUCAI-MIRIM";819
"316550 SARDOA";884
"316560 SENADOR CORTES";389
"316570 SENADOR FIRMINO";757
"316580 SENADOR JOSE BENTO";303
"316590 SENADOR MODESTINO GONCALVES";1261
"316600 SENHORA DE OLIVEIRA";900
"316610 SENHORA DO PORTO";863
"316620 SENHORA DOS REMEDIOS";1430
"316630 SERICITA";1084
"316640 SERITINGA";147
"316650 SERRA AZUL DE MINAS";1015
"316660 SERRA DA SAUDADE";159
"316670 SERRA DOS AIMORES";2165
"316680 SERRA DO SALITRE";750
"316690 SERRANIA";993
"316700 SERRANOS";288
"316710 SERRO";3940
"316720 SETE LAGOAS";8741
"316730 SILVEIRANIA";200
"316740 SILVIANOPOLIS";889
"316750 SIMAO PEREIRA";315
"316760 SIMONESIA";2920
"316770 SOBRALIA";1248
"316780 SOLEDADE DE MINAS";526
"316790 TABULEIRO";764
"316800 TAIOBEIRAS";5895
"316810 TAPIRA";377
"316820 TAPIRAI";274
"316830 TAQUARACU DE MINAS";402
"316840 TARUMIRIM";3600
"316850 TEIXEIRAS";1494
"316860 TEOFILO OTONI";23854
"316870 TIMOTEO";3640
"316880 TIRADENTES";1039
"316890 TIROS";1222
"316900 TOCANTINS";1786
"316910 TOLEDO";907
"316920 TOMBOS";1452
"316930 TRES CORACOES";5439
"316935 TRES MARIAS";1929
"316940 TRES PONTAS";4933
"316950 TUMIRITINGA";1130
"316960 TUPACIGUARA";2935
"316970 TURMALINA";4117
"316980 TURVOLANDIA";426
"316990 UBA";6417
"317000 UBAI";3149
