"Município";"População não alfabetizada"
"510500 JAURU";2587
"510510 JUARA";2518
"510515 JUINA";3777
"510517 JURUENA";352
"510520 JUSCIMEIRA";1935
"510525 LUCAS DO RIO VERDE";217
"510530 LUCIARA";890
"510550 VILA BELA DA SANTISSIMA TRINDADE";1843
"510558 MARCELANDIA";1062
"510560 MATUPA";753
"510562 MIRASSOL D'OESTE";3632
"510590 NOBRES";2313
"510600 NORTELANDIA";1321
"510610 NOSSA SENHORA DO LIVRAMENTO";2932
"510620 NOVA BRASILANDIA";1709
"510621 NOVA CANAA DO NORTE";2080
"510622 NOVA MUTUM";378
"510623 NOVA OLIMPIA";1098
"510625 NOVA XAVANTINA";2349
"510627 NOVO HORIZONTE DO NORTE";687
"510628 NOVO SAO JOAQUIM";903
"510629 PARANAITA";1271
"510630 PARANATINGA";2464
"510637 PEDRA PRETA";2167
"510642 PEIXOTO DE AZEVEDO";5247
"510650 POCONE";5410
"510670 PONTE BRANCA";672
"510675 PONTES E LACERDA";5318
"510677 PORTO ALEGRE DO NORTE";1619
"510680 PORTO DOS GAUCHOS";699
"510682 PORTO ESPERIDIAO";1319
"510700 POXOREO";3852
"510704 PRIMAVERA DO LESTE";795
"510710 SAO JOSE DOS QUATRO MARCOS";3086
"510715 RESERVA DO CABACAL";661
"510718 RIBEIRAO CASCALHEIRA";1385
"510720 RIO BRANCO";2072
"510730 SAO JOSE DO RIO CLARO";2118
"510760 RONDONOPOLIS";13126
"510770 ROSARIO OESTE";3867
"510775 SALTO DO CEU";1811
"510777 SANTA TEREZINHA";1575
"510780 SANTO ANTONIO DO LEVERGER";2888
"510785 SAO FELIX DO ARAGUAIA";2765
"510790 SINOP";2332
"510792 SORRISO";659
"510795 TANGARA DA SERRA";5012
"510800 TAPURAH";475
"510805 TERRA NOVA DO NORTE";2320
"510810 TESOURO";743
"510820 TORIXOREU";1166
"510840 VARZEA GRANDE";13310
"510850 VERA";1066
"510860 VILA RICA";1053
"520010 ABADIANIA";1462
"520013 ACREUNA";2113
"520015 ADELANDIA";342
"520017 AGUA FRIA DE GOIAS";773
"520020 AGUA LIMPA";319
"520030 ALEXANIA";2660
"520050 ALOANDIA";303
"520060 ALTO PARAISO DE GOIAS";567
"520080 ALVORADA DO NORTE";1436
"520085 AMERICANO DO BRASIL";792
"520090 AMORINOPOLIS";636
"520110 ANAPOLIS";20387
"520120 ANHANGUERA";91
"520130 ANICUNS";2767
"520140 APARECIDA DE GOIANIA";15676
"520150 APORE";504
"520160 ARACU";701
"520170 ARAGARCAS";1505
"520180 ARAGOIANIA";810
"520215 ARAGUAPAZ";1662
"520235 ARENOPOLIS";577
"520250 ARUANA";859
"520260 AURILANDIA";658
"520280 AVELINOPOLIS";476
"520310 BALIZA";816
"520320 BARRO ALTO";2019
"520330 BELA VISTA DE GOIAS";2272
"520340 BOM JARDIM DE GOIAS";1069
"520350 BOM JESUS DE GOIAS";2131
"520355 BONFINOPOLIS";540
"520360 BRAZABRANTES";290
"520380 BRITANIA";877
"520390 BURITI ALEGRE";1234
"520400 CABECEIRAS";1014
"520410 CACHOEIRA ALTA";1220
"520420 CACHOEIRA DE GOIAS";243
"520425 CACHOEIRA DOURADA";1561
"520430 CACU";1347
"520440 CAIAPONIA";2273
"520450 CALDAS NOVAS";1690
"520460 CAMPESTRE DE GOIAS";402
"520465 CAMPINACU";733
"520470 CAMPINORTE";1108
"520480 CAMPO ALEGRE DE GOIAS";530
"520490 CAMPOS BELOS";2579
"520495 CAMPOS VERDES";3040
"520500 CARMO DO RIO VERDE";1555
"520510 CATALAO";5027
"520520 CATURAI";679
"520530 CAVALCANTE";2047
"520540 CERES";2211
"520545 CEZARINA";888
"520552 COLINAS DO SUL";549
"520570 CORREGO DO OURO";380
"520580 CORUMBA DE GOIAS";3600
"520590 CORUMBAIBA";705
"520620 CRISTALINA";2429
"520630 CRISTIANOPOLIS";290
"520640 CRIXAS";3605
"520650 CROMINIA";447
"520660 CUMARI";325
"520670 DAMIANOPOLIS";737
"520680 DAMOLANDIA";386
"520690 DAVINOPOLIS";380
"520710 DIORAMA";475
"520725 DOVERLANDIA";1451
"520735 EDEALINA";577
"520740 EDEIA";1148
"520750 ESTRELA DO NORTE";487
"520753 FAINA";1493
"520760 FAZENDA NOVA";1104
"520780 FIRMINOPOLIS";1271
"520790 FLORES DE GOIAS";1357
"520800 FORMOSA";6920
"520810 FORMOSO";779
"520830 DIVINOPOLIS DE GOIAS";1010
"520840 GOIANAPOLIS";2070
"520850 GOIANDIRA";656
"520860 GOIANESIA";5770
"520870 GOIANIA";50430
"520880 GOIANIRA";1921
"520890 GOIAS";4168
"520910 GOIATUBA";4721
"520915 GOUVELANDIA";895
"520920 GUAPO";1457
"520940 GUARANI DE GOIAS";1430
"520945 GUARINOS";532
"520960 HEITORAI";389
"520970 HIDROLANDIA";1423
"520980 HIDROLINA";725
"520990 IACIARA";1928
"520995 INDIARA";1478
"521000 INHUMAS";5030
"521010 IPAMERI";2669
"521020 IPORA";3591
"521030 ISRAELANDIA";485
"521040 ITABERAI";3587
"521056 ITAGUARI";590
"521060 ITAGUARU";986
"521080 ITAJA";1111
"521090 ITAPACI";1792
"521100 ITAPIRAPUA";1749
"521120 ITAPURANGA";4768
"521130 ITARUMA";896
"521140 ITAUCU";1217
"521150 ITUMBIARA";9866
"521160 IVOLANDIA";389
"521170 JANDAIA";1073
"521180 JARAGUA";4303
"521190 JATAI";7637
"521200 JAUPACI";658
"521210 JOVIANIA";863
"521220 JUSSARA";2614
"521230 LEOPOLDO DE BULHOES";1214
"521250 LUZIANIA";18897
"521260 MAIRIPOTABA";334
"521270 MAMBAI";1645
"521280 MARA ROSA";3953
"521290 MARZAGAO";174
"521295 MATRINCHA";597
"521300 MAURILANDIA";1395
"521305 MIMOSO DE GOIAS";928
"521308 MINACU";3981
"521310 MINEIROS";3527
"521340 MOIPORA";290
"521350 MONTE ALEGRE DE GOIAS";2054
"521370 MONTES CLAROS DE GOIAS";1346
"521375 MONTIVIDIU";781
"521380 MORRINHOS";3454
"521385 MORRO AGUDO DE GOIAS";452
"521390 MOSSAMEDES";1410
"521400 MOZARLANDIA";1644
"521405 MUNDO NOVO";1068
"521410 MUTUNOPOLIS";687
"521440 NAZARIO";901
"521450 NEROPOLIS";1495
"521460 NIQUELANDIA";6565
"521470 NOVA AMERICA";237
"521480 NOVA AURORA";204
"521483 NOVA CRIXAS";2145
"521486 NOVA GLORIA";1304
"521490 NOVA ROMA";941
"521500 NOVA VENEZA";774
"521520 NOVO BRASIL";747
"521525 NOVO PLANALTO";517
"521530 ORIZONA";1403
"521540 OURO VERDE DE GOIAS";807
"521550 OUVIDOR";373
"521560 PADRE BERNARDO";2723
"521565 PALESTINA DE GOIAS";546
"521570 PALMEIRAS DE GOIAS";2466
"521580 PALMELO";248
"521590 PALMINOPOLIS";611
"521600 PANAMA";308
"521630 PARANAIGUARA";1131
"521640 PARAUNA";1600
"521680 PETROLINA DE GOIAS";1817
"521690 PILAR DE GOIAS";813
"521710 PIRACANJUBA";3267
"521720 PIRANHAS";2095
"521730 PIRENOPOLIS";4452
"521740 PIRES DO RIO";2163
"521760 PLANALTINA";5879
"521770 PONTALINA";2138
"521800 PORANGATU";5182
"521810 PORTELANDIA";484
"521830 POSSE";4846
"521850 QUIRINOPOLIS";4120
"521860 RIALMA";935
"521870 RIANAPOLIS";644
"521878 RIO QUENTE";85
"521880 RIO VERDE";12237
"521890 RUBIATABA";2205
"521900 SANCLERLANDIA";1219
"521910 SANTA BARBARA DE GOIAS";612
"521920 SANTA CRUZ DE GOIAS";436
"521925 SANTA FE DE GOIAS";780
"521930 SANTA HELENA DE GOIAS";4730
"521935 SANTA ISABEL";511
"521940 SANTA RITA DO ARAGUAIA";644
"521950 SANTA ROSA DE GOIAS";628
"521960 SANTA TEREZA DE GOIAS";728
"521970 SANTA TEREZINHA DE GOIAS";2062
"521975 SANTO ANTONIO DO DESCOBERTO";4818
"521980 SAO DOMINGOS";2470
"521990 SAO FRANCISCO DE GOIAS";1539
"522000 SAO JOAO D'ALIANCA";886
"522005 SAO JOAO DA PARAUNA";371
"522010 SAO LUIS DE MONTES BELOS";3296
"522015 SAO LUIZ DO NORTE";829
"522020 SAO MIGUEL DO ARAGUAIA";2713
"522026 SAO MIGUEL DO PASSA QUATRO";357
"522040 SAO SIMAO";1790
"522045 SENADOR CANEDO";3001
"522050 SERRANOPOLIS";1063
"522060 SILVANIA";1897
"522068 SIMOLANDIA";1311
"522070 SITIO D'ABADIA";717
"522100 TAQUARAL DE GOIAS";730
"522108 TERESINA DE GOIAS";205
"522130 TRES RANCHOS";300
"522140 TRINDADE";6147
"522145 TROMBAS";1032
"522150 TURVANIA";946
"522155 TURVELANDIA";447
"522160 URUACU";4562
"522170 URUANA";2094
"522180 URUTAI";428
"522190 VARJAO";632
"522200 VIANOPOLIS";1146
"522205 VICENTINOPOLIS";677
"530010 BRASILIA";90995
