Município,Renda média domic. per capita,Ano
410610 CONSELHEIRO MAIRINCK,"531,3",2010
410620 CONTENDA,"608,21",2010
410630 CORBELIA,"741,92",2010
410640 CORNELIO PROCOPIO,"819,87",2010
410645 CORONEL DOMINGOS SOARES,"342,17",2010
410650 CORONEL VIVIDA,"674,15",2010
410655 CORUMBATAI DO SUL,"406,62",2010
410657 CRUZEIRO DO IGUACU,"632,85",2010
410660 CRUZEIRO DO OESTE,"609,34",2010
410670 CRUZEIRO DO SUL,"555,39",2010
410680 CRUZ MACHADO,"410,38",2010
410685 CRUZMALTINA,"445,58",2010
410690 CURITIBA,"1536,39",2010
410700 CURIUVA,"450,45",2010
410710 DIAMANTE DO NORTE,"614,34",2010
410712 DIAMANTE DO SUL,"341,21",2010
410715 DIAMANTE D'OESTE,"441,11",2010
410720 DOIS VIZINHOS,"814,22",2010
410725 DOURADINA,"706,96",2010
410730 DOUTOR CAMARGO,"630,42",2010
410740 ENEAS MARQUES,"947,73",2010
410750 ENGENHEIRO BELTRAO,"607,6",2010
410752 ESPERANCA NOVA,"576,61",2010
410753 ENTRE RIOS DO OESTE,"1010,09",2010
410754 ESPIGAO ALTO DO IGUACU,"403,07",2010
410755 FAROL,"516,93",2010
410760 FAXINAL,"605,96",2010
410765 FAZENDA RIO GRANDE,"639,89",2010
410770 FENIX,"503,4",2010
410773 FERNANDES PINHEIRO,"438,6",2010
410775 FIGUEIRA,"535,43",2010
410780 FLORAI,"790,96",2010
410785 FLOR DA SERRA DO SUL,"548,97",2010
410790 FLORESTA,"645,15",2010
410800 FLORESTOPOLIS,"553,45",2010
410810 FLORIDA,"652,5",2010
410820 FORMOSA DO OESTE,"588,65",2010
410830 FOZ DO IGUACU,"804,18",2010
410832 FRANCISCO ALVES,"506,6",2010
410840 FRANCISCO BELTRAO,"879,66",2010
410845 FOZ DO JORDAO,"456,22",2010
410850 GENERAL CARNEIRO,"415,91",2010
410855 GODOY MOREIRA,"431,35",2010
410860 GOIOERE,"689,61",2010
410865 GOIOXIM,"316,22",2010
410870 GRANDES RIOS,"451,75",2010
410880 GUAIRA,"767,72",2010
410890 GUAIRACA,"613,59",2010
410895 GUAMIRANGA,"474,8",2010
410900 GUAPIRAMA,"497,32",2010
410910 GUAPOREMA,"570,51",2010
410920 GUARACI,"589,84",2010
410930 GUARANIACU,"604,51",2010
410940 GUARAPUAVA,"737,01",2010
410950 GUARAQUECABA,"304,67",2010
410960 GUARATUBA,"682,24",2010
410965 HONORIO SERPA,"434,7",2010
410970 IBAITI,"780,26",2010
410975 IBEMA,"492,25",2010
410980 IBIPORA,"684,29",2010
410990 ICARAIMA,"521,02",2010
411000 IGUARACU,"650,69",2010
411005 IGUATU,"520,34",2010
411007 IMBAU,"414,83",2010
411010 IMBITUVA,"518,76",2010
411020 INACIO MARTINS,"377,59",2010
411030 INAJA,"526,28",2010
411040 INDIANOPOLIS,"648,13",2010
411050 IPIRANGA,"558,86",2010
411060 IPORA,"606,62",2010
411065 IRACEMA DO OESTE,"518,3",2010
411070 IRATI,"675,85",2010
411080 IRETAMA,"605,35",2010
411090 ITAGUAJE,"520,16",2010
411095 ITAIPULANDIA,"1011,2",2010
411100 ITAMBARACA,"496,67",2010
411110 ITAMBE,"581,21",2010
411120 ITAPEJARA D'OESTE,"668,15",2010
411125 ITAPERUCU,"458,09",2010
411130 ITAUNA DO SUL,"448,99",2010
411140 IVAI,"463,98",2010
411150 IVAIPORA,"653,73",2010
411155 IVATE,"553,21",2010
411160 IVATUBA,"685,35",2010
411170 JABOTI,"617,81",2010
411180 JACAREZINHO,"756,67",2010
411190 JAGUAPITA,"677,19",2010
411200 JAGUARIAIVA,"603,84",2010
411210 JANDAIA DO SUL,"788,4",2010
411220 JANIOPOLIS,"571,73",2010
411230 JAPIRA,"530,34",2010
411240 JAPURA,"613,47",2010
411250 JARDIM ALEGRE,"502,5",2010
411260 JARDIM OLINDA,"510,46",2010
411270 JATAIZINHO,"493,63",2010
411275 JESUITAS,"544,66",2010
411280 JOAQUIM TAVORA,"613,68",2010
411290 JUNDIAI DO SUL,"485,56",2010
411295 JURANDA,"537,44",2010
411300 JUSSARA,"670,9",2010
411310 KALORE,"527,37",2010
411320 LAPA,"588,91",2010
411325 LARANJAL,"296,6",2010
411330 LARANJEIRAS DO SUL,"636,83",2010
411340 LEOPOLIS,"475,07",2010
411342 LIDIANOPOLIS,"476,13",2010
411345 LINDOESTE,"443,24",2010
411350 LOANDA,"719,55",2010
411360 LOBATO,"650,89",2010
411370 LONDRINA,"1062,64",2010
411373 LUIZIANA,"480,72",2010
411375 LUNARDELLI,"467,01",2010
411380 LUPIONOPOLIS,"630,34",2010
411390 MALLET,"543,28",2010
411400 MAMBORE,607,2010
411410 MANDAGUACU,"690,41",2010
411420 MANDAGUARI,"760,48",2010
411430 MANDIRITUBA,"524,53",2010
411435 MANFRINOPOLIS,"432,62",2010
411440 MANGUEIRINHA,"599,28",2010
411450 MANOEL RIBAS,"726,88",2010
411460 MARECHAL CANDIDO RONDON,"1018,98",2010
411470 MARIA HELENA,"550,43",2010
411480 MARIALVA,"764,23",2010
411490 MARILANDIA DO SUL,"494,09",2010
411500 MARILENA,"458,19",2010
411510 MARILUZ,"462,27",2010
411520 MARINGA,"1187,53",2010
411530 MARIOPOLIS,"677,62",2010
411535 MARIPA,"772,91",2010
411540 MARMELEIRO,"745,72",2010
411545 MARQUINHO,"359,19",2010
411550 MARUMBI,"642,08",2010
411560 MATELANDIA,"678,34",2010
411570 MATINHOS,"799,3",2010
411573 MATO RICO,"288,49",2010
411575 MAUA DA SERRA,"475,41",2010
411580 MEDIANEIRA,"900,59",2010
411585 MERCEDES,"645,39",2010
411590 MIRADOR,"464,55",2010
411600 MIRASELVA,"594,68",2010
411605 MISSAL,"641,34",2010
411610 MOREIRA SALES,"523,75",2010
411620 MORRETES,"648,33",2010
411630 MUNHOZ DE MELO,"629,08",2010
411640 NOSSA SENHORA DAS GRACAS,"536,61",2010
411650 NOVA ALIANCA DO IVAI,"527,17",2010
411660 NOVA AMERICA DA COLINA,"470,08",2010
411670 NOVA AURORA,"718,65",2010
411680 NOVA CANTU,"442,46",2010
411690 NOVA ESPERANCA,"714,69",2010
411695 NOVA ESPERANCA DO SUDOESTE,"664,87",2010
411700 NOVA FATIMA,"546,51",2010
411705 NOVA LARANJEIRAS,"359,72",2010
411710 NOVA LONDRINA,"774,72",2010
411720 NOVA OLIMPIA,"617,38",2010
411721 NOVA SANTA BARBARA,"500,1",2010
411722 NOVA SANTA ROSA,"757,05",2010
411725 NOVA PRATA DO IGUACU,"659,1",2010
411727 NOVA TEBAS,"406,14",2010
411729 NOVO ITACOLOMI,"551,33",2010
411730 ORTIGUEIRA,"391,5",2010
411740 OURIZONA,"706,05",2010
411745 OURO VERDE DO OESTE,"574,61",2010
411750 PAICANDU,"599,32",2010
411760 PALMAS,"568,07",2010
411770 PALMEIRA,"695,65",2010
411780 PALMITAL,"445,83",2010
411790 PALOTINA,"884,56",2010
411800 PARAISO DO NORTE,"862,18",2010
411810 PARANACITY,"579,53",2010
411820 PARANAGUA,"749,42",2010
411830 PARANAPOEMA,"548,09",2010
411840 PARANAVAI,"848,46",2010
411845 PATO BRAGADO,"824,89",2010
411850 PATO BRANCO,"974,21",2010
411860 PAULA FREITAS,"599,2",2010
411870 PAULO FRONTIN,"569,52",2010
411880 PEABIRU,"724,97",2010
411885 PEROBAL,"547,06",2010
411890 PEROLA,"636,05",2010
411900 PEROLA D'OESTE,"613,09",2010
411910 PIEN,"529,83",2010
411915 PINHAIS,"845,36",2010
411920 PINHALAO,"545,44",2010
411925 PINHAL DE SAO BENTO,"514,86",2010
411930 PINHAO,"453,9",2010
411940 PIRAI DO SUL,"629,09",2010
411950 PIRAQUARA,"556,48",2010
411960 PITANGA,"600,95",2010
411965 PITANGUEIRAS,"518,31",2010
411970 PLANALTINA DO PARANA,"554,48",2010
411980 PLANALTO,"629,73",2010
411990 PONTA GROSSA,"862,43",2010
411995 PONTAL DO PARANA,"772,19",2010
412000 PORECATU,"715,67",2010
412010 PORTO AMAZONAS,"646,76",2010
412015 PORTO BARREIRO,"525,9",2010
412020 PORTO RICO,"580,87",2010
412030 PORTO VITORIA,"517,86",2010
412033 PRADO FERREIRA,"633,16",2010
412035 PRANCHITA,"813,42",2010
412040 PRESIDENTE CASTELO BRANCO,"592,32",2010
412050 PRIMEIRO DE MAIO,"580,45",2010
412060 PRUDENTOPOLIS,"492,1",2010
412065 QUARTO CENTENARIO,"719,34",2010
412070 QUATIGUA,"580,95",2010
412080 QUATRO BARRAS,"782,03",2010
412085 QUATRO PONTES,"1092,06",2010
412090 QUEDAS DO IGUACU,"562,31",2010
412100 QUERENCIA DO NORTE,"503,2",2010
412110 QUINTA DO SOL,"579,17",2010
412120 QUITANDINHA,"438,76",2010
412125 RAMILANDIA,"410,45",2010
412130 RANCHO ALEGRE,"581,35",2010
412135 RANCHO ALEGRE D'OESTE,"521,59",2010
412140 REALEZA,"695,4",2010
412150 REBOUCAS,"438,59",2010
412160 RENASCENCA,"830,82",2010
412170 RESERVA,"445,84",2010
412175 RESERVA DO IGUACU,"413,53",2010
412180 RIBEIRAO CLARO,"615,66",2010
412190 RIBEIRAO DO PINHAL,"558,01",2010
412200 RIO AZUL,"710,71",2010
412210 RIO BOM,"512,45",2010
412215 RIO BONITO DO IGUACU,"401,18",2010
412217 RIO BRANCO DO IVAI,"379,12",2010
412220 RIO BRANCO DO SUL,"539,02",2010
412230 RIO NEGRO,"701,42",2010
412240 ROLANDIA,"792,29",2010
412250 RONCADOR,"488,11",2010
412260 RONDON,"718,28",2010
412265 ROSARIO DO IVAI,"412,6",2010
412270 SABAUDIA,"660,39",2010
412280 SALGADO FILHO,"556,45",2010
412290 SALTO DO ITARARE,"488,65",2010
412300 SALTO DO LONTRA,"645,25",2010
412310 SANTA AMELIA,"463,13",2010
412320 SANTA CECILIA DO PAVAO,"544,87",2010
412330 SANTA CRUZ DE MONTE CASTELO,"551,56",2010
412340 SANTA FE,"703,17",2010
412350 SANTA HELENA,"785,08",2010
412360 SANTA INES,"525,44",2010
412370 SANTA ISABEL DO IVAI,"603,07",2010
412380 SANTA IZABEL DO OESTE,"528,49",2010
412382 SANTA LUCIA,"574,48",2010
412385 SANTA MARIA DO OESTE,"331,15",2010
412390 SANTA MARIANA,"558,49",2010
412395 SANTA MONICA,"611,37",2010
412400 SANTANA DO ITARARE,"454,13",2010
412402 SANTA TEREZA DO OESTE,"566,66",2010
412405 SANTA TEREZINHA DE ITAIPU,"669,91",2010
412410 SANTO ANTONIO DA PLATINA,"748,72",2010
412420 SANTO ANTONIO DO CAIUA,"450,55",2010
412430 SANTO ANTONIO DO PARAISO,"558,05",2010
412440 SANTO ANTONIO DO SUDOESTE,"567,04",2010
412450 SANTO INACIO,"827,21",2010
412460 SAO CARLOS DO IVAI,"632,85",2010
412470 SAO JERONIMO DA SERRA,"378,08",2010
412480 SAO JOAO,"601,57",2010
412490 SAO JOAO DO CAIUA,"519,94",2010
412500 SAO JOAO DO IVAI,"531,03",2010
412510 SAO JOAO DO TRIUNFO,"460,84",2010
412520 SAO JORGE D'OESTE,"633,24",2010
412530 SAO JORGE DO IVAI,"733,99",2010
412535 SAO JORGE DO PATROCINIO,"629,92",2010
412540 SAO JOSE DA BOA VISTA,"457,36",2010
412545 SAO JOSE DAS PALMEIRAS,"560,61",2010
412550 SAO JOSE DOS PINHAIS,"832,85",2010
412555 SAO MANOEL DO PARANA,"709,77",2010
412560 SAO MATEUS DO SUL,"650,66",2010
412570 SAO MIGUEL DO IGUACU,"717,94",2010
412575 SAO PEDRO DO IGUACU,"563,63",2010
412580 SAO PEDRO DO IVAI,"623,99",2010
412590 SAO PEDRO DO PARANA,"541,57",2010
412600 SAO SEBASTIAO DA AMOREIRA,"577,46",2010
412610 SAO TOME,"643,61",2010
412620 SAPOPEMA,"601,53",2010
412625 SARANDI,"529,8",2010
412627 SAUDADE DO IGUACU,"604,35",2010
412630 SENGES,"443,4",2010
412635 SERRANOPOLIS DO IGUACU,"1002,64",2010
412640 SERTANEJA,"720,32",2010
412650 SERTANOPOLIS,"698,04",2010
412660 SIQUEIRA CAMPOS,"648,43",2010
412665 SULINA,"551,31",2010
412667 TAMARANA,"387,77",2010
412670 TAMBOARA,"542,42",2010
412680 TAPEJARA,"584,21",2010
412690 TAPIRA,"577,98",2010
412700 TEIXEIRA SOARES,"532,16",2010
412710 TELEMACO BORBA,"722,1",2010
412720 TERRA BOA,"649,44",2010
412730 TERRA RICA,"613,19",2010
412740 TERRA ROXA,"607,69",2010
412750 TIBAGI,"535,27",2010
412760 TIJUCAS DO SUL,"538,43",2010
412770 TOLEDO,"864,52",2010
412780 TOMAZINA,"483,76",2010
412785 TRES BARRAS DO PARANA,"542,28",2010
412788 TUNAS DO PARANA,"424,76",2010
412790 TUNEIRAS DO OESTE,"486,49",2010
412795 TUPASSI,"694,88",2010
412796 TURVO,"504,03",2010
412800 UBIRATA,"637,35",2010
412810 UMUARAMA,"861,14",2010
412820 UNIAO DA VITORIA,"662,78",2010
412830 UNIFLOR,"583,94",2010
412840 URAI,"617,11",2010
412850 WENCESLAU BRAZ,"570,29",2010
412853 VENTANIA,"394,24",2010
412855 VERA CRUZ DO OESTE,"612,61",2010
412860 VERE,"654,09",2010
412862 ALTO PARAISO,"498,65",2010
412863 DOUTOR ULYSSES,"274,05",2010
412865 VIRMOND,"650,02",2010
412870 VITORINO,"691,65",2010
412880 XAMBRE,"629,15",2010
420005 ABDON BATISTA,"479,93",2010
420010 ABELARDO LUZ,"553,36",2010
420020 AGROLANDIA,"735,01",2010
420030 AGRONOMICA,"969,52",2010
420040 AGUA DOCE,"715,2",2010
420050 AGUAS DE CHAPECO,"666,85",2010
420055 AGUAS FRIAS,"743,17",2010
420060 AGUAS MORNAS,"754,14",2010
420070 ALFREDO WAGNER,"566,54",2010
420075 ALTO BELA VISTA,"761,58",2010
420080 ANCHIETA,"636,16",2010
420090 ANGELINA,"581,31",2010
420100 ANITA GARIBALDI,"490,94",2010
420110 ANITAPOLIS,"617,32",2010
420120 ANTONIO CARLOS,"950,97",2010
420125 APIUNA,"771,02",2010
420127 ARABUTA,"801,41",2010
420130 ARAQUARI,"595,16",2010
420140 ARARANGUA,"820,89",2010
420150 ARMAZEM,"814,69",2010
420160 ARROIO TRINTA,"1016,14",2010
420165 ARVOREDO,"675,13",2010
420170 ASCURRA,"778,23",2010
420180 ATALANTA,"755,7",2010
420190 AURORA,"820,28",2010
420195 BALNEARIO ARROIO DO SILVA,"853,44",2010
420200 BALNEARIO CAMBORIU,"1593,8",2010
420205 BALNEARIO BARRA DO SUL,"673,11",2010
420207 BALNEARIO GAIVOTA,"761,23",2010
420208 BANDEIRANTE,"534,21",2010
420209 BARRA BONITA,"591,22",2010
420210 BARRA VELHA,"761,68",2010
420213 BELA VISTA DO TOLDO,"374,26",2010
420215 BELMONTE,"620,75",2010
420220 BENEDITO NOVO,"704,78",2010
420230 BIGUACU,"743,68",2010
420240 BLUMENAU,"1234,18",2010
420243 BOCAINA DO SUL,"432,16",2010
420245 BOMBINHAS,"843,72",2010
420250 BOM JARDIM DA SERRA,"659,67",2010
420253 BOM JESUS,"790,87",2010
420257 BOM JESUS DO OESTE,"727,94",2010
420260 BOM RETIRO,"633,69",2010
420270 BOTUVERA,"805,15",2010
420280 BRACO DO NORTE,"831,05",2010
420285 BRACO DO TROMBUDO,"899,09",2010
420287 BRUNOPOLIS,"425,53",2010
420290 BRUSQUE,"1085,98",2010
420300 CACADOR,"731,1",2010
420310 CAIBI,"780,62",2010
420315 CALMON,"369,78",2010
420320 CAMBORIU,"768,33",2010
420325 CAPAO ALTO,"525,29",2010
420330 CAMPO ALEGRE,"530,47",2010
420340 CAMPO BELO DO SUL,"448,33",2010
420350 CAMPO ERE,"624,2",2010
420360 CAMPOS NOVOS,"697,49",2010
420370 CANELINHA,"626,11",2010
420380 CANOINHAS,"675,74",2010
420390 CAPINZAL,"805,04",2010
420395 CAPIVARI DE BAIXO,"713,53",2010
420400 CATANDUVAS,"714,81",2010
420410 CAXAMBU DO SUL,"727,95",2010
420415 CELSO RAMOS,"446,81",2010
420417 CERRO NEGRO,"407,56",2010
420419 CHAPADAO DO LAGEADO,"509,99",2010
420420 CHAPECO,"1003,15",2010
420425 COCAL DO SUL,"818,78",2010
420430 CONCORDIA,"994,32",2010
420435 CORDILHEIRA ALTA,"769,43",2010
420440 CORONEL FREITAS,"747,51",2010
420445 CORONEL MARTINS,"507,27",2010
420450 CORUPA,"908,93",2010
420455 CORREIA PINTO,"616,48",2010
420460 CRICIUMA,"1053,31",2010
420470 CUNHA PORA,"818,15",2010
420475 CUNHATAI,"1006,96",2010
420480 CURITIBANOS,"671,76",2010
420490 DESCANSO,"798,28",2010
420500 DIONISIO CERQUEIRA,"614,18",2010
420510 DONA EMMA,"915,63",2010
420515 DOUTOR PEDRINHO,"677,62",2010
420517 ENTRE RIOS,"423,62",2010
420519 ERMO,"652,75",2010
420520 ERVAL VELHO,"779,97",2010
420530 FAXINAL DOS GUEDES,"799,42",2010
420535 FLOR DO SERTAO,"774,48",2010
420540 FLORIANOPOLIS,"1770,29",2010
420543 FORMOSA DO SUL,"742,11",2010
420545 FORQUILHINHA,"839,96",2010
420550 FRAIBURGO,"657,54",2010
420555 FREI ROGERIO,"493,69",2010
420560 GALVAO,"631,8",2010
420570 GAROPABA,"770,98",2010
420580 GARUVA,"683,71",2010
420590 GASPAR,"901,95",2010
420600 GOVERNADOR CELSO RAMOS,"777,23",2010
420610 GRAO PARA,"843,92",2010
420620 GRAVATAL,"729,28",2010
420630 GUABIRUBA,"816,65",2010
420640 GUARACIABA,"845,23",2010
420650 GUARAMIRIM,"746,11",2010
420660 GUARUJA DO SUL,"759,61",2010
420665 GUATAMBU,"684,42",2010
420670 HERVAL D'OESTE,"787,42",2010
420675 IBIAM,"772,01",2010
420680 IBICARE,"766,39",2010
420690 IBIRAMA,"831,97",2010
420700 ICARA,"742,96",2010
420710 ILHOTA,"780,32",2010
420720 IMARUI,"506,09",2010
420730 IMBITUBA,"760,27",2010
420740 IMBUIA,"665,01",2010
420750 INDAIAL,"937,44",2010
420757 IOMERE,"870,09",2010
420760 IPIRA,"699,57",2010
420765 IPORA DO OESTE,"812,66",2010
420768 IPUACU,"528,66",2010
420770 IPUMIRIM,"837,82",2010
420775 IRACEMINHA,"659,63",2010
420780 IRANI,"684,46",2010
420785 IRATI,"595,18",2010
420790 IRINEOPOLIS,"701,61",2010
420800 ITA,"834,42",2010
420810 ITAIOPOLIS,"592,81",2010
420820 ITAJAI,"1001,62",2010
420830 ITAPEMA,"1060,22",2010
420840 ITAPIRANGA,"938,95",2010
420845 ITAPOA,"777,17",2010
420850 ITUPORANGA,"830,44",2010
420860 JABORA,"829,58",2010
420870 JACINTO MACHADO,"643,3",2010
420880 JAGUARUNA,"693,99",2010
420890 JARAGUA DO SUL,"1091,86",2010
420895 JARDINOPOLIS,"654,05",2010
420900 JOACABA,"1336,88",2010
420910 JOINVILLE,"1114,36",2010
420915 JOSE BOITEUX,"567,25",2010
420917 JUPIA,"630,77",2010
420920 LACERDOPOLIS,"922,77",2010
420930 LAGES,"858,03",2010
420940 LAGUNA,"676,29",2010
420945 LAJEADO GRANDE,"849,4",2010
420950 LAURENTINO,"808,39",2010
420960 LAURO MULLER,"669,98",2010
420970 LEBON REGIS,"399,11",2010
420980 LEOBERTO LEAL,"751,5",2010
420985 LINDOIA DO SUL,"834,23",2010
420990 LONTRAS,"765,34",2010
421000 LUIZ ALVES,"933,61",2010
421003 LUZERNA,"1028,7",2010
421005 MACIEIRA,"527,97",2010
421010 MAFRA,"778,41",2010
421020 MAJOR GERCINO,"782,1",2010
421030 MAJOR VIEIRA,"451,18",2010
421040 MARACAJA,"859,61",2010
421050 MARAVILHA,"894,83",2010
421055 MAREMA,"840,25",2010
421060 MASSARANDUBA,"845,62",2010
421070 MATOS COSTA,"401,19",2010
421080 MELEIRO,"739,69",2010
421085 MIRIM DOCE,516,2010
421090 MODELO,"858,29",2010
421100 MONDAI,"739,41",2010
421105 MONTE CARLO,"438,35",2010
421110 MONTE CASTELO,"422,88",2010
421120 MORRO DA FUMACA,"756,8",2010
421125 MORRO GRANDE,"762,82",2010
421130 NAVEGANTES,"717,1",2010
421140 NOVA ERECHIM,"943,93",2010
421145 NOVA ITABERABA,"854,02",2010
421150 NOVA TRENTO,"825,22",2010
421160 NOVA VENEZA,"795,97",2010
421165 NOVO HORIZONTE,"623,34",2010
421170 ORLEANS,"826,23",2010
421175 OTACILIO COSTA,"668,54",2010
421180 OURO,"981,7",2010
421185 OURO VERDE,"593,1",2010
421187 PAIAL,"638,73",2010
421189 PAINEL,"508,39",2010
421190 PALHOCA,"848,75",2010
421200 PALMA SOLA,"622,08",2010
421205 PALMEIRA,"465,44",2010
421210 PALMITOS,"882,61",2010
421220 PAPANDUVA,"584,97",2010
421223 PARAISO,"740,85",2010
421225 PASSO DE TORRES,"599,72",2010
421227 PASSOS MAIA,"450,54",2010
421230 PAULO LOPES,"637,66",2010
421240 PEDRAS GRANDES,"676,45",2010
421250 PENHA,"784,08",2010
421260 PERITIBA,"916,5",2010
421270 PETROLANDIA,"773,15",2010
421280 BALNEARIO PICARRAS,"811,46",2010
421290 PINHALZINHO,"891,13",2010
421300 PINHEIRO PRETO,"917,08",2010
421310 PIRATUBA,"771,3",2010
421315 PLANALTO ALEGRE,"754,1",2010
421320 POMERODE,"998,08",2010
421330 PONTE ALTA,"497,62",2010
421335 PONTE ALTA DO NORTE,"480,78",2010
421340 PONTE SERRADA,"581,73",2010
421350 PORTO BELO,"841,4",2010
421360 PORTO UNIAO,"854,87",2010
421370 POUSO REDONDO,"711,83",2010
421380 PRAIA GRANDE,"581,43",2010
421390 PRESIDENTE CASTELLO BRANCO,"1255,54",2010
421400 PRESIDENTE GETULIO,"924,07",2010
421410 PRESIDENTE NEREU,"922,65",2010
421415 PRINCESA,"625,42",2010
421420 QUILOMBO,"662,03",2010
421430 RANCHO QUEIMADO,"810,19",2010
421440 RIO DAS ANTAS,"736,41",2010
421450 RIO DO CAMPO,"791,53",2010
421460 RIO DO OESTE,"932,84",2010
421470 RIO DOS CEDROS,"793,66",2010
421480 RIO DO SUL,"1095,41",2010
421490 RIO FORTUNA,"1570,54",2010
421500 RIO NEGRINHO,"659,96",2010
421505 RIO RUFINO,"453,06",2010
421507 RIQUEZA,"623,43",2010
421510 RODEIO,"948,56",2010
421520 ROMELANDIA,"791,08",2010
421530 SALETE,"781,4",2010
421535 SALTINHO,"422,97",2010
421540 SALTO VELOSO,"1010,51",2010
421545 SANGAO,"726,62",2010
421550 SANTA CECILIA,"587,01",2010
421555 SANTA HELENA,"639,29",2010
421560 SANTA ROSA DE LIMA,"731,38",2010
421565 SANTA ROSA DO SUL,"620,42",2010
421567 SANTA TEREZINHA,"381,48",2010
421568 SANTA TEREZINHA DO PROGRESSO,"568,81",2010
421569 SANTIAGO DO SUL,"721,19",2010
421570 SANTO AMARO DA IMPERATRIZ,"859,45",2010
421575 SAO BERNARDINO,"462,81",2010
421580 SAO BENTO DO SUL,"888,29",2010
421590 SAO BONIFACIO,"734,2",2010
421600 SAO CARLOS,"920,13",2010
421605 SAO CRISTOVAO DO SUL,"498,85",2010
421610 SAO DOMINGOS,"953,33",2010
421620 SAO FRANCISCO DO SUL,"790,47",2010
421625 SAO JOAO DO OESTE,"880,06",2010
421630 SAO JOAO BATISTA,"778,4",2010
421635 SAO JOAO DO ITAPERIU,"680,23",2010
421640 SAO JOAO DO SUL,"548,79",2010
421650 SAO JOAQUIM,"622,92",2010
421660 SAO JOSE,"1137,86",2010
421670 SAO JOSE DO CEDRO,"866,19",2010
421680 SAO JOSE DO CERRITO,"368,29",2010
421690 SAO LOURENCO DO OESTE,"833,55",2010
421700 SAO LUDGERO,"881,54",2010
421710 SAO MARTINHO,"869,36",2010
421715 SAO MIGUEL DA BOA VISTA,"767,07",2010
421720 SAO MIGUEL DO OESTE,"1066,88",2010
421725 SAO PEDRO DE ALCANTARA,"885,22",2010
421730 SAUDADES,"718,38",2010
421740 SCHROEDER,"850,85",2010
421750 SEARA,"1185,14",2010
421755 SERRA ALTA,"893,24",2010
421760 SIDEROPOLIS,"852,64",2010
421770 SOMBRIO,"734,34",2010
421775 SUL BRASIL,"671,35",2010
421780 TAIO,"843,2",2010
421790 TANGARA,"840,89",2010
421795 TIGRINHOS,"573,71",2010
421800 TIJUCAS,"803,54",2010
421810 TIMBE DO SUL,"686,96",2010
421820 TIMBO,"1209,03",2010
421825 TIMBO GRANDE,"406,47",2010
421830 TRES BARRAS,"522,48",2010
421835 TREVISO,"778,89",2010
421840 TREZE DE MAIO,"744,19",2010
421850 TREZE TILIAS,"1462,75",2010
421860 TROMBUDO CENTRAL,"885,63",2010
421870 TUBARAO,"1063,52",2010
421875 TUNAPOLIS,"742,7",2010
421880 TURVO,"808,69",2010
421885 UNIAO DO OESTE,"634,78",2010
421890 URUBICI,698,2010
421895 URUPEMA,"508,72",2010
421900 URUSSANGA,"877,93",2010
421910 VARGEAO,"651,17",2010
421915 VARGEM,"416,36",2010
421917 VARGEM BONITA,"635,23",2010
421920 VIDAL RAMOS,"722,65",2010
421930 VIDEIRA,"968,62",2010
421935 VITOR MEIRELES,"535,28",2010
421940 WITMARSUM,"781,24",2010
421950 XANXERE,"869,36",2010
421960 XAVANTINA,"967,36",2010
421970 XAXIM,"771,49",2010
421985 ZORTEA,"860,19",2010
430003 ACEGUA,"629,14",2010
430005 AGUA SANTA,"1131,18",2010
430010 AGUDO,"856,07",2010
430020 AJURICABA,"924,69",2010
430030 ALECRIM,"551,71",2010
430040 ALEGRETE,"699,05",2010
430045 ALEGRIA,"689,06",2010
430047 ALMIRANTE TAMANDARE DO SUL,"757,28",2010
430050 ALPESTRE,"623,08",2010
430055 ALTO ALEGRE,"851,73",2010
430057 ALTO FELIZ,"787,5",2010
430060 ALVORADA,"587,84",2010
430063 AMARAL FERRADOR,"489,34",2010
430064 AMETISTA DO SUL,"603,46",2010
430066 ANDRE DA ROCHA,"790,34",2010
430070 ANTA GORDA,"808,17",2010
430080 ANTONIO PRADO,"1003,27",2010
430085 ARAMBARE,"589,2",2010
430087 ARARICA,"597,1",2010
430090 ARATIBA,"1150,24",2010
430100 ARROIO DO MEIO,"848,58",2010
430105 ARROIO DO SAL,"792,76",2010
430107 ARROIO DO PADRE,"700,18",2010
430110 ARROIO DOS RATOS,"604,83",2010
430120 ARROIO DO TIGRE,"652,95",2010
430130 ARROIO GRANDE,"520,94",2010
430140 ARVOREZINHA,"669,83",2010
430150 AUGUSTO PESTANA,"1009,15",2010
430155 AUREA,"654,95",2010
430160 BAGE,"780,66",2010
430163 BALNEARIO PINHAL,"620,67",2010
430165 BARAO,"945,2",2010
430170 BARAO DE COTEGIPE,"817,94",2010
430175 BARAO DO TRIUNFO,"427,93",2010
430180 BARRACAO,"640,03",2010
430185 BARRA DO GUARITA,"593,85",2010
430187 BARRA DO QUARAI,"338,19",2010
430190 BARRA DO RIBEIRO,"559,82",2010
430192 BARRA DO RIO AZUL,"624,27",2010
430195 BARRA FUNDA,"755,42",2010
430200 BARROS CASSAL,"585,28",2010
430205 BENJAMIN CONSTANT DO SUL,"335,6",2010
430210 BENTO GONCALVES,"1183,82",2010
430215 BOA VISTA DAS MISSOES,"476,56",2010
430220 BOA VISTA DO BURICA,"909,42",2010
430222 BOA VISTA DO CADEADO,"588,71",2010
430223 BOA VISTA DO INCRA,"596,3",2010
430225 BOA VISTA DO SUL,"963,9",2010
430230 BOM JESUS,"592,01",2010
430235 BOM PRINCIPIO,"851,4",2010
