Município,Renda média domic. per capita,Ano
230880 MORAUJO,"86,13",1991
230890 MORRINHOS,"69,87",1991
230900 MUCAMBO,"70,45",1991
230910 MULUNGU,"99,48",1991
230920 NOVA OLINDA,"73,5",1991
230930 NOVA RUSSAS,"88,27",1991
230940 NOVO ORIENTE,"77,76",1991
230945 OCARA,"58,1",1991
230950 OROS,"90,95",1991
230960 PACAJUS,"137,63",1991
230970 PACATUBA,"114,08",1991
230980 PACOTI,"96,6",1991
230990 PACUJA,"173,44",1991
231000 PALHANO,"54,54",1991
231010 PALMACIA,"110,68",1991
231020 PARACURU,"105,18",1991
231025 PARAIPABA,"112,52",1991
231030 PARAMBU,"91,61",1991
231040 PARAMOTI,"64,67",1991
231050 PEDRA BRANCA,"69,38",1991
231060 PENAFORTE,"71,86",1991
231070 PENTECOSTE,"84,47",1991
231080 PEREIRO,"61,05",1991
231085 PINDORETAMA,"98,38",1991
231090 PIQUET CARNEIRO,"77,06",1991
231095 PIRES FERREIRA,"60,66",1991
231100 PORANGA,"61,65",1991
231110 PORTEIRAS,"84,06",1991
231120 POTENGI,"75,12",1991
231123 POTIRETAMA,"66,55",1991
231126 QUITERIANOPOLIS,"40,75",1991
231130 QUIXADA,"119,34",1991
231135 QUIXELO,"96,2",1991
231140 QUIXERAMOBIM,"113,65",1991
231150 QUIXERE,"98,09",1991
231160 REDENCAO,"91,22",1991
231170 RERIUTABA,"89,9",1991
231180 RUSSAS,"143,2",1991
231190 SABOEIRO,"55,88",1991
231195 SALITRE,"47,37",1991
231200 SANTANA DO ACARAU,"83,3",1991
231210 SANTANA DO CARIRI,"78,24",1991
231220 SANTA QUITERIA,"70,77",1991
231230 SAO BENEDITO,"81,66",1991
231240 SAO GONCALO DO AMARANTE,"92,25",1991
231250 SAO JOAO DO JAGUARIBE,"113,76",1991
231260 SAO LUIS DO CURU,"121,49",1991
231270 SENADOR POMPEU,"133,39",1991
231280 SENADOR SA,"75,39",1991
231290 SOBRAL,"162,72",1991
231300 SOLONOPOLE,"78,76",1991
231310 TABULEIRO DO NORTE,"139,83",1991
231320 TAMBORIL,"68,05",1991
231325 TARRAFAS,"35,49",1991
231330 TAUA,"99,35",1991
231335 TEJUCUOCA,"57,4",1991
231340 TIANGUA,"122,59",1991
231350 TRAIRI,"71,23",1991
231355 TURURU,"61,4",1991
231360 UBAJARA,"97,22",1991
231370 UMARI,"49,89",1991
231375 UMIRIM,"69,74",1991
231380 URUBURETAMA,"94,41",1991
231390 URUOCA,"63,72",1991
231395 VARJOTA,"104,5",1991
231400 VARZEA ALEGRE,"65,69",1991
231410 VICOSA DO CEARA,"69,68",1991
240010 ACARI,"145,73",1991
240020 ACU,"158,12",1991
240030 AFONSO BEZERRA,"80,14",1991
240040 AGUA NOVA,"95,93",1991
240050 ALEXANDRIA,"111,35",1991
240060 ALMINO AFONSO,"101,96",1991
240070 ALTO DO RODRIGUES,"101,65",1991
240080 ANGICOS,"94,13",1991
240090 ANTONIO MARTINS,"91,74",1991
240100 APODI,"108,73",1991
240110 AREIA BRANCA,"144,8",1991
240120 ARES,"95,09",1991
240130 AUGUSTO SEVERO,"70,64",1991
240140 BAIA FORMOSA,"105,14",1991
240145 BARAUNA,"97,78",1991
240150 BARCELONA,"74,25",1991
240160 BENTO FERNANDES,"59,58",1991
240170 BOM JESUS,"90,29",1991
240180 BREJINHO,"87,13",1991
240190 CAICARA DO RIO DO VENTO,"59,86",1991
240200 CAICO,"216,39",1991
240210 CAMPO REDONDO,"86,95",1991
240220 CANGUARETAMA,"88,39",1991
240230 CARAUBAS,"86,34",1991
240240 CARNAUBA DOS DANTAS,"123,32",1991
240250 CARNAUBAIS,"107,41",1991
240260 CEARA-MIRIM,"109,82",1991
240270 CERRO CORA,"70,85",1991
240280 CORONEL EZEQUIEL,"64,49",1991
240290 CORONEL JOAO PESSOA,"56,37",1991
240300 CRUZETA,"147,49",1991
240310 CURRAIS NOVOS,"187,46",1991
240320 DOUTOR SEVERIANO,"62,58",1991
240325 PARNAMIRIM,"223,74",1991
240330 ENCANTO,"84,71",1991
240340 EQUADOR,"94,37",1991
240350 ESPIRITO SANTO,"70,91",1991
240360 EXTREMOZ,"120,67",1991
240370 FELIPE GUERRA,"108,47",1991
240380 FLORANIA,"80,26",1991
240390 FRANCISCO DANTAS,"75,2",1991
240400 FRUTUOSO GOMES,"102,16",1991
240410 GALINHOS,"92,31",1991
240420 GOIANINHA,"113,83",1991
240430 GOVERNADOR DIX-SEPT ROSADO,"106,41",1991
240440 GROSSOS,"98,39",1991
240450 GUAMARE,"117,56",1991
240460 IELMO MARINHO,"80,68",1991
240470 IPANGUACU,"74,31",1991
240480 IPUEIRA,"134,26",1991
240490 ITAU,"113,2",1991
240500 JACANA,"86,13",1991
240510 JANDAIRA,"73,13",1991
240520 JANDUIS,"86,62",1991
240530 JANUARIO CICCO,"84,74",1991
240540 JAPI,"73,94",1991
240550 JARDIM DE ANGICOS,"83,47",1991
240560 JARDIM DE PIRANHAS,"154,27",1991
240570 JARDIM DO SERIDO,"146,48",1991
240580 JOAO CAMARA,"105,14",1991
240590 JOAO DIAS,"78,39",1991
240600 JOSE DA PENHA,"73,86",1991
240610 JUCURUTU,"107,35",1991
240620 LAGOA D'ANTA,"71,36",1991
240630 LAGOA DE PEDRAS,"62,04",1991
240640 LAGOA DE VELHOS,"88,37",1991
240650 LAGOA NOVA,"68,78",1991
240660 LAGOA SALGADA,"76,36",1991
240670 LAJES,"101,86",1991
240680 LAJES PINTADAS,"69,51",1991
240690 LUCRECIA,"104,24",1991
240700 LUIS GOMES,"72,84",1991
240710 MACAIBA,"119,86",1991
240720 MACAU,"157,74",1991
240730 MARCELINO VIEIRA,"60,58",1991
240740 MARTINS,"84,52",1991
240750 MAXARANGUAPE,"107,5",1991
240760 MESSIAS TARGINO,"86,79",1991
240770 MONTANHAS,"100,61",1991
240780 MONTE ALEGRE,"93,95",1991
240790 MONTE DAS GAMELEIRAS,"75,56",1991
240800 MOSSORO,"202,62",1991
240810 NATAL,"398,32",1991
240820 NISIA FLORESTA,"155,49",1991
240830 NOVA CRUZ,"110,3",1991
240840 OLHO-D'AGUA DO BORGES,"92,88",1991
240850 OURO BRANCO,"112,73",1991
240860 PARANA,"103,31",1991
240870 PARAU,"93,74",1991
240880 PARAZINHO,"62,82",1991
240890 PARELHAS,"122,2",1991
240910 PASSA E FICA,"79,83",1991
240920 PASSAGEM,"75,17",1991
240930 PATU,"114,13",1991
240940 PAU DOS FERROS,"208,04",1991
240950 PEDRA GRANDE,"78,8",1991
240960 PEDRA PRETA,"85,96",1991
240970 PEDRO AVELINO,"83,15",1991
240980 PEDRO VELHO,"102,39",1991
240990 PENDENCIAS,"112,52",1991
241000 PILOES,"105,08",1991
241010 POCO BRANCO,"79,78",1991
241020 PORTALEGRE,"77,46",1991
241030 SERRA CAIADA,"90,32",1991
241040 PUREZA,"68,43",1991
241050 RAFAEL FERNANDES,"105,84",1991
241060 RAFAEL GODEIRO,"74,61",1991
241070 RIACHO DA CRUZ,"79,68",1991
241080 RIACHO DE SANTANA,"90,2",1991
241090 RIACHUELO,"63,68",1991
241100 RODOLFO FERNANDES,"70,71",1991
241110 RUY BARBOSA,"44,85",1991
241120 SANTA CRUZ,"111,75",1991
241140 SANTANA DO MATOS,"56,61",1991
241142 SANTANA DO SERIDO,"89,37",1991
241150 SANTO ANTONIO,"115,95",1991
241160 SAO BENTO DO NORTE,"77,78",1991
241170 SAO BENTO DO TRAIRI,"75,45",1991
241180 SAO FERNANDO,"107,02",1991
241190 SAO FRANCISCO DO OESTE,"105,8",1991
241200 SAO GONCALO DO AMARANTE,"127,68",1991
241210 SAO JOAO DO SABUGI,"142,21",1991
241220 SAO JOSE DE MIPIBU,"120,26",1991
241230 SAO JOSE DO CAMPESTRE,"97,08",1991
241240 SAO JOSE DO SERIDO,"142,93",1991
241250 SAO MIGUEL,"87,89",1991
241260 SAO PAULO DO POTENGI,"90,13",1991
241270 SAO PEDRO,"83,45",1991
241280 SAO RAFAEL,"83,03",1991
241290 SAO TOME,"79,01",1991
241300 SAO VICENTE,"98,28",1991
241310 SENADOR ELOI DE SOUZA,"60,24",1991
241320 SENADOR GEORGINO AVELINO,"95,3",1991
241330 SERRA DE SAO BENTO,"45,79",1991
241335 SERRA DO MEL,"75,57",1991
241340 SERRA NEGRA DO NORTE,"123,33",1991
241350 SERRINHA,"52,09",1991
241360 SEVERIANO MELO,"78,22",1991
241370 SITIO NOVO,"58,82",1991
241380 TABOLEIRO GRANDE,"95,56",1991
241390 TAIPU,"71,55",1991
241400 TANGARA,"97,29",1991
241410 TENENTE ANANIAS,"65,39",1991
241420 TIBAU DO SUL,"94,38",1991
241430 TIMBAUBA DOS BATISTAS,"155,28",1991
241440 TOUROS,"83,96",1991
241450 UMARIZAL,"124,47",1991
241460 UPANEMA,"88,55",1991
241470 VARZEA,"84,5",1991
241480 VERA CRUZ,"102,38",1991
241490 VICOSA,"60,41",1991
241500 VILA FLOR,"91,22",1991
250010 AGUA BRANCA,"49,89",1991
250020 AGUIAR,"66,06",1991
250030 ALAGOA GRANDE,"92,13",1991
250040 ALAGOA NOVA,"76,88",1991
250050 ALAGOINHA,"71,22",1991
250060 ALHANDRA,"101,44",1991
250070 SAO JOAO DO RIO DO PEIXE,"60,3",1991
250080 ARACAGI,"67,07",1991
250090 ARARA,"118,34",1991
250100 ARARUNA,"89,64",1991
250110 AREIA,"100,75",1991
250120 AREIAL,"124,61",1991
250130 AROEIRAS,"72,96",1991
250140 BAIA DA TRAICAO,"68,12",1991
250150 BANANEIRAS,"101,14",1991
250160 BARRA DE SANTA ROSA,"62,08",1991
250170 BARRA DE SAO MIGUEL,"105,97",1991
250180 BAYEUX,"121,01",1991
250190 BELEM,"82,2",1991
250200 BELEM DO BREJO DO CRUZ,"79,83",1991
250210 BOA VENTURA,"63,18",1991
250220 BOM JESUS,"94,69",1991
250230 BOM SUCESSO,"76,08",1991
250240 BONITO DE SANTA FE,"77,12",1991
250250 BOQUEIRAO,"106,92",1991
250260 IGARACY,"50,87",1991
250270 BORBOREMA,"93,34",1991
250280 BREJO DO CRUZ,"88,28",1991
250290 BREJO DOS SANTOS,"67,04",1991
250300 CAAPORA,"83,9",1991
250310 CABACEIRAS,"96,61",1991
250320 CABEDELO,"210,73",1991
250330 CACHOEIRA DOS INDIOS,"64,45",1991
250340 CACIMBA DE AREIA,"65,43",1991
250350 CACIMBA DE DENTRO,"77,31",1991
250360 CAICARA,"68,62",1991
250370 CAJAZEIRAS,"158,49",1991
250380 CALDAS BRANDAO,"78,79",1991
250390 CAMALAU,"75,99",1991
250400 CAMPINA GRANDE,"238,71",1991
250410 CARRAPATEIRA,"129,58",1991
250420 CATINGUEIRA,"58,18",1991
250430 CATOLE DO ROCHA,"101,78",1991
250440 CONCEICAO,"65,97",1991
250450 CONDADO,"83,1",1991
250460 CONDE,"88,14",1991
250470 CONGO,"76,36",1991
250480 COREMAS,"92,82",1991
250490 CRUZ DO ESPIRITO SANTO,"86,36",1991
250500 CUBATI,"67,14",1991
250510 CUITE,"72,29",1991
250520 CUITEGI,"64,85",1991
250530 CURRAL VELHO,"73,97",1991
250540 DESTERRO,"63,4",1991
250550 VISTA SERRANA,"132,93",1991
250560 DIAMANTE,"45,78",1991
250570 DONA INES,"85,6",1991
250580 DUAS ESTRADAS,"67,26",1991
250590 EMAS,"58,71",1991
250600 ESPERANCA,"107,67",1991
250610 FAGUNDES,"69,32",1991
250620 FREI MARTINHO,"108,42",1991
250630 GUARABIRA,"134,17",1991
250640 GURINHEM,"63,51",1991
250650 GURJAO,"96,3",1991
250660 IBIARA,"40,5",1991
250670 IMACULADA,"61,21",1991
250680 INGA,"83,65",1991
250690 ITABAIANA,"107,68",1991
250700 ITAPORANGA,"93,63",1991
250710 ITAPOROROCA,"85,5",1991
250720 ITATUBA,"79,99",1991
250730 JACARAU,"73,46",1991
250740 JERICO,"84,21",1991
250750 JOAO PESSOA,"393,01",1991
250760 JUAREZ TAVORA,"85,01",1991
250770 JUAZEIRINHO,"70,59",1991
250780 JUNCO DO SERIDO,"72,69",1991
250790 JURIPIRANGA,"76,58",1991
250800 JURU,"41,1",1991
250810 LAGOA,"48,59",1991
250820 LAGOA DE DENTRO,"97,31",1991
250830 LAGOA SECA,"153,87",1991
250840 LASTRO,"36,33",1991
250850 LIVRAMENTO,"50,62",1991
250860 LUCENA,"74,68",1991
250870 MAE D'AGUA,"57,66",1991
250880 MALTA,"82,13",1991
250890 MAMANGUAPE,"102,73",1991
250900 MANAIRA,"61,04",1991
250910 MARI,"83,08",1991
250920 MASSARANDUBA,"91,16",1991
250930 MATARACA,"91,91",1991
250940 MOGEIRO,"68,26",1991
250950 MONTADAS,"49,31",1991
250960 MONTE HOREBE,"94,12",1991
250970 MONTEIRO,"101,85",1991
250980 MULUNGU,"70,12",1991
250990 NATUBA,"76,61",1991
251000 NAZAREZINHO,"53,39",1991
251010 NOVA FLORESTA,"82,55",1991
251020 NOVA OLINDA,"60,28",1991
251030 NOVA PALMEIRA,"73,89",1991
251040 OLHO D'AGUA,"67,17",1991
251050 OLIVEDOS,"72,78",1991
251060 OURO VELHO,"66,12",1991
251070 PASSAGEM,"53,26",1991
251080 PATOS,"181,39",1991
251090 PAULISTA,"86,28",1991
251100 PEDRA BRANCA,"54,97",1991
251110 PEDRA LAVRADA,"71,26",1991
251120 PEDRAS DE FOGO,"115,7",1991
251130 PIANCO,"78,19",1991
251140 PICUI,"102,46",1991
251150 PILAR,"76,04",1991
251160 PILOES,"80,91",1991
251170 PILOEZINHOS,"53,94",1991
251180 PIRPIRITUBA,"82,09",1991
251190 PITIMBU,"86,54",1991
251200 POCINHOS,"86,15",1991
251210 POMBAL,"127,76",1991
251220 PRATA,"65,27",1991
251230 PRINCESA ISABEL,"86,99",1991
251240 PUXINANA,"96,56",1991
251250 QUEIMADAS,"79,57",1991
251260 QUIXABA,"50,95",1991
251270 REMIGIO,"115,86",1991
251280 RIACHO DOS CAVALOS,"58,76",1991
251290 RIO TINTO,"101,65",1991
251300 SALGADINHO,"44,33",1991
251310 SALGADO DE SAO FELIX,"80,96",1991
251320 SANTA CRUZ,"67,09",1991
251330 SANTA HELENA,"1069,59",1991
251340 SANTA LUZIA,"136,59",1991
251350 SANTANA DE MANGUEIRA,"67,43",1991
251360 SANTANA DOS GARROTES,"49,6",1991
251370 SANTA RITA,118,1991
251380 SANTA TERESINHA,53,1991
251390 SAO BENTO,"125,46",1991
251400 SAO JOAO DO CARIRI,"96,57",1991
251410 SAO JOAO DO TIGRE,"47,8",1991
251420 SAO JOSE DA LAGOA TAPADA,"58,14",1991
251430 SAO JOSE DE CAIANA,"40,72",1991
251440 SAO JOSE DE ESPINHARAS,55,1991
251450 SAO JOSE DE PIRANHAS,"81,19",1991
251460 SAO JOSE DO BONFIM,"55,03",1991
251470 SAO JOSE DO SABUGI,"79,74",1991
251480 SAO JOSE DOS CORDEIROS,"57,33",1991
251490 SAO MAMEDE,"83,03",1991
251500 SAO MIGUEL DE TAIPU,"59,73",1991
251510 SAO SEBASTIAO DE LAGOA DE ROCA,"91,78",1991
251520 SAO SEBASTIAO DO UMBUZEIRO,"92,74",1991
251530 SAPE,"88,78",1991
251540 SAO VICENTE DO SERIDO,"55,33",1991
251550 SERRA BRANCA,"113,38",1991
251560 SERRA DA RAIZ,"69,3",1991
251570 SERRA GRANDE,"59,33",1991
251580 SERRA REDONDA,"76,06",1991
251590 SERRARIA,"69,2",1991
251600 SOLANEA,"103,64",1991
251610 SOLEDADE,"101,55",1991
251620 SOUSA,"123,45",1991
251630 SUME,"96,5",1991
251640 TACIMA,"88,93",1991
251650 TAPEROA,"71,65",1991
251660 TAVARES,"69,8",1991
251670 TEIXEIRA,"83,21",1991
251680 TRIUNFO,"66,03",1991
251690 UIRAUNA,"87,5",1991
251700 UMBUZEIRO,"75,55",1991
251710 VARZEA,"85,89",1991
260005 ABREU E LIMA,"160,51",1991
260010 AFOGADOS DA INGAZEIRA,"118,04",1991
260020 AFRANIO,"76,37",1991
260030 AGRESTINA,"120,18",1991
260040 AGUA PRETA,"85,5",1991
260050 AGUAS BELAS,"84,85",1991
260060 ALAGOINHA,"113,49",1991
260070 ALIANCA,"84,59",1991
260080 ALTINHO,"101,05",1991
260090 AMARAJI,"93,75",1991
260100 ANGELIM,"85,5",1991
260110 ARARIPINA,"105,55",1991
260120 ARCOVERDE,"196,51",1991
260130 BARRA DE GUABIRABA,"98,63",1991
260140 BARREIROS,"161,35",1991
260150 BELEM DE MARIA,"81,99",1991
260160 BELEM DE SAO FRANCISCO,"120,65",1991
260170 BELO JARDIM,"132,17",1991
260180 BETANIA,"63,75",1991
260190 BEZERROS,"125,93",1991
260200 BODOCO,"90,8",1991
260210 BOM CONSELHO,"113,56",1991
260220 BOM JARDIM,"92,7",1991
260230 BONITO,"106,95",1991
260240 BREJAO,"73,12",1991
260250 BREJINHO,"79,83",1991
260260 BREJO DA MADRE DE DEUS,"126,68",1991
260270 BUENOS AIRES,"77,22",1991
260280 BUIQUE,"84,47",1991
260290 CABO DE SANTO AGOSTINHO,"149,86",1991
260300 CABROBO,"135,76",1991
260310 CACHOEIRINHA,"165,82",1991
260320 CAETES,"85,44",1991
260330 CALCADO,"78,2",1991
260340 CALUMBI,"60,65",1991
260345 CAMARAGIBE,"169,13",1991
260350 CAMOCIM DE SAO FELIX,165,1991
260360 CAMUTANGA,"105,71",1991
260370 CANHOTINHO,"93,57",1991
260380 CAPOEIRAS,"91,74",1991
260390 CARNAIBA,"80,22",1991
260400 CARPINA,"155,2",1991
260410 CARUARU,"247,77",1991
260420 CATENDE,"108,38",1991
260430 CEDRO,"67,92",1991
260440 CHA DE ALEGRIA,"80,05",1991
260450 CHA GRANDE,"128,06",1991
260460 CONDADO,"129,69",1991
260470 CORRENTES,"96,84",1991
260480 CORTES,"83,81",1991
260490 CUMARU,"103,73",1991
260500 CUPIRA,"115,31",1991
260510 CUSTODIA,"97,7",1991
260520 ESCADA,"97,59",1991
260530 EXU,"79,33",1991
260540 FEIRA NOVA,"90,74",1991
260545 FERNANDO DE NORONHA,"333,94",1991
260550 FERREIROS,"103,78",1991
260560 FLORES,"70,91",1991
260570 FLORESTA,"110,92",1991
260580 FREI MIGUELINHO,"92,24",1991
260590 GAMELEIRA,"88,74",1991
260600 GARANHUNS,"216,96",1991
260610 GLORIA DO GOITA,"92,88",1991
260620 GOIANA,"131,96",1991
260630 GRANITO,"63,86",1991
260640 GRAVATA,"156,6",1991
260650 IATI,"70,55",1991
260660 IBIMIRIM,"93,56",1991
260670 IBIRAJUBA,"79,71",1991
260680 IGARASSU,"122,71",1991
260690 IGUARACY,"90,68",1991
260700 INAJA,"75,7",1991
260710 INGAZEIRA,"71,41",1991
260720 IPOJUCA,"94,6",1991
260730 IPUBI,"89,57",1991
260740 ITACURUBA,"203,68",1991
260750 ITAIBA,"80,67",1991
260760 ILHA DE ITAMARACA,"182,92",1991
260765 ITAMBE,"94,16",1991
260770 ITAPETIM,"83,1",1991
260775 ITAPISSUMA,"95,08",1991
260780 ITAQUITINGA,"89,39",1991
260790 JABOATAO DOS GUARARAPES,"274,42",1991
260800 JATAUBA,"109,74",1991
260810 JOAO ALFREDO,"114,49",1991
260820 JOAQUIM NABUCO,"86,91",1991
260830 JUPI,"77,34",1991
260840 JUREMA,"67,18",1991
260850 LAGOA DE ITAENGA,"88,82",1991
260860 LAGOA DO OURO,"77,82",1991
260870 LAGOA DOS GATOS,"81,55",1991
260880 LAJEDO,"147,14",1991
260890 LIMOEIRO,"139,37",1991
260900 MACAPARANA,"100,93",1991
260910 MACHADOS,"81,35",1991
260920 MARAIAL,"94,91",1991
260930 MIRANDIBA,"79,95",1991
260940 MORENO,"132,99",1991
260950 NAZARE DA MATA,"150,76",1991
260960 OLINDA,"328,39",1991
260970 OROBO,"85,05",1991
260980 OROCO,"114,35",1991
260990 OURICURI,"82,1",1991
261000 PALMARES,"145,13",1991
261010 PALMEIRINA,"84,76",1991
261020 PANELAS,"87,68",1991
261030 PARANATAMA,"93,41",1991
261040 PARNAMIRIM,"79,15",1991
261050 PASSIRA,"84,58",1991
261060 PAUDALHO,"112,51",1991
261070 PAULISTA,"282,98",1991
261080 PEDRA,"105,78",1991
261090 PESQUEIRA,"142,42",1991
261100 PETROLANDIA,"147,39",1991
261110 PETROLINA,"223,25",1991
261120 POCAO,"105,38",1991
261130 POMBOS,"123,01",1991
261140 PRIMAVERA,"82,61",1991
261150 QUIPAPA,"87,86",1991
261160 RECIFE,"471,21",1991
261170 RIACHO DAS ALMAS,"112,81",1991
261180 RIBEIRAO,"121,87",1991
261190 RIO FORMOSO,"83,63",1991
261200 SAIRE,"91,75",1991
261210 SALGADINHO,"71,95",1991
261220 SALGUEIRO,"174,32",1991
261230 SALOA,"134,16",1991
261240 SANHARO,"136,52",1991
261250 SANTA CRUZ DO CAPIBARIBE,256,1991
261260 SANTA MARIA DA BOA VISTA,"137,28",1991
261270 SANTA MARIA DO CAMBUCA,"75,19",1991
261280 SANTA TEREZINHA,"77,75",1991
261290 SAO BENEDITO DO SUL,"75,12",1991
261300 SAO BENTO DO UNA,"140,38",1991
261310 SAO CAITANO,"107,33",1991
261320 SAO JOAO,"89,8",1991
261330 SAO JOAQUIM DO MONTE,"103,49",1991
261340 SAO JOSE DA COROA GRANDE,"94,81",1991
261350 SAO JOSE DO BELMONTE,"76,57",1991
261360 SAO JOSE DO EGITO,"153,05",1991
261370 SAO LOURENCO DA MATA,"138,39",1991
261380 SAO VICENTE FERRER,"105,98",1991
261390 SERRA TALHADA,"142,61",1991
261400 SERRITA,"80,11",1991
261410 SERTANIA,"105,79",1991
261420 SIRINHAEM,"77,89",1991
261430 MOREILANDIA,"50,99",1991
261440 SOLIDAO,"39,06",1991
261450 SURUBIM,"122,82",1991
261460 TABIRA,"110,67",1991
261470 TACAIMBO,"87,8",1991
261480 TACARATU,"98,35",1991
261500 TAQUARITINGA DO NORTE,"168,39",1991
261510 TEREZINHA,"67,72",1991
261520 TERRA NOVA,"133,07",1991
261530 TIMBAUBA,"139,01",1991
261540 TORITAMA,"262,27",1991
261550 TRACUNHAEM,"89,25",1991
261560 TRINDADE,"106,76",1991
261570 TRIUNFO,"97,41",1991
261580 TUPANATINGA,"62,42",1991
261590 TUPARETAMA,"109,26",1991
261600 VENTUROSA,"105,77",1991
261610 VERDEJANTE,"75,27",1991
261620 VERTENTES,"102,62",1991
261630 VICENCIA,"95,24",1991
261640 VITORIA DE SANTO ANTAO,"150,5",1991
270010 AGUA BRANCA,"62,34",1991
270020 ANADIA,"90,71",1991
270030 ARAPIRACA,"175,43",1991
270040 ATALAIA,"87,22",1991
270050 BARRA DE SANTO ANTONIO,"70,17",1991
270060 BARRA DE SAO MIGUEL,"122,55",1991
270070 BATALHA,"114,09",1991
270080 BELEM,"96,68",1991
270090 BELO MONTE,"64,32",1991
270100 BOCA DA MATA,"99,22",1991
270110 BRANQUINHA,"60,86",1991
270120 CACIMBINHAS,"95,09",1991
270130 CAJUEIRO,"86,89",1991
270140 CAMPO ALEGRE,"109,69",1991
270150 CAMPO GRANDE,"68,8",1991
270160 CANAPI,"75,42",1991
270170 CAPELA,"80,75",1991
270180 CARNEIROS,"74,03",1991
270190 CHA PRETA,"76,19",1991
270200 COITE DO NOIA,"81,53",1991
270210 COLONIA LEOPOLDINA,"73,3",1991
270220 COQUEIRO SECO,"122,85",1991
270230 CORURIPE,"116,85",1991
270235 CRAIBAS,"76,29",1991
270240 DELMIRO GOUVEIA,"110,22",1991
270250 DOIS RIACHOS,"75,13",1991
270260 FEIRA GRANDE,"75,54",1991
270270 FELIZ DESERTO,"87,08",1991
270280 FLEXEIRAS,"75,6",1991
270290 GIRAU DO PONCIANO,"79,69",1991
270300 IBATEGUARA,"73,12",1991
270310 IGACI,"70,88",1991
270320 IGREJA NOVA,"71,26",1991
270330 INHAPI,"60,89",1991
270340 JACARE DOS HOMENS,"96,86",1991
270350 JACUIPE,"92,9",1991
270360 JAPARATINGA,"95,46",1991
270370 JARAMATAIA,"65,14",1991
270380 JOAQUIM GOMES,"74,27",1991
270390 JUNDIA,"96,49",1991
270400 JUNQUEIRO,"88,81",1991
270410 LAGOA DA CANOA,"76,96",1991
270420 LIMOEIRO DE ANADIA,"72,12",1991
270430 MACEIO,"369,28",1991
270440 MAJOR ISIDORO,"92,91",1991
270450 MARAGOGI,"83,97",1991
270460 MARAVILHA,"66,06",1991
270470 MARECHAL DEODORO,"107,06",1991
270480 MARIBONDO,"116,4",1991
270490 MAR VERMELHO,"76,21",1991
270500 MATA GRANDE,"66,47",1991
270510 MATRIZ DE CAMARAGIBE,"77,22",1991
270520 MESSIAS,"116,87",1991
270530 MINADOR DO NEGRAO,"81,41",1991
270540 MONTEIROPOLIS,"61,4",1991
270550 MURICI,"88,2",1991
270560 NOVO LINO,"133,6",1991
270570 OLHO D'AGUA DAS FLORES,"114,81",1991
270580 OLHO D'AGUA DO CASADO,"107,01",1991
270590 OLHO D'AGUA GRANDE,"59,3",1991
270600 OLIVENCA,"55,73",1991
270610 OURO BRANCO,"63,34",1991
270620 PALESTINA,"67,26",1991
270630 PALMEIRA DOS INDIOS,"133,23",1991
270640 PAO DE ACUCAR,"114,58",1991
270650 PASSO DE CAMARAGIBE,"77,32",1991
270660 PAULO JACINTO,"61,63",1991
270670 PENEDO,"153,38",1991
270680 PIACABUCU,"117,37",1991
270690 PILAR,"116,29",1991
270700 PINDOBA,"98,38",1991
270710 PIRANHAS,"193,85",1991
270720 POCO DAS TRINCHEIRAS,"52,04",1991
270730 PORTO CALVO,"118,86",1991
270740 PORTO DE PEDRAS,"69,35",1991
270750 PORTO REAL DO COLEGIO,"76,69",1991
270760 QUEBRANGULO,"92,8",1991
270770 RIO LARGO,"133,87",1991
270780 ROTEIRO,"86,2",1991
270790 SANTA LUZIA DO NORTE,"120,62",1991
270800 SANTANA DO IPANEMA,"97,2",1991
270810 SANTANA DO MUNDAU,"82,96",1991
270820 SAO BRAS,"77,17",1991
270830 SAO JOSE DA LAJE,"97,96",1991
270840 SAO JOSE DA TAPERA,"49,32",1991
270850 SAO LUIS DO QUITUNDE,"93,92",1991
270860 SAO MIGUEL DOS CAMPOS,"127,22",1991
270870 SAO MIGUEL DOS MILAGRES,"80,07",1991
270880 SAO SEBASTIAO,"73,52",1991
270890 SATUBA,"147,33",1991
270895 SENADOR RUI PALMEIRA,"55,78",1991
270900 TANQUE D'ARCA,"73,28",1991
270910 TAQUARANA,"76,27",1991
270915 TEOTONIO VILELA,"96,17",1991
270920 TRAIPU,"47,89",1991
270930 UNIAO DOS PALMARES,"110,94",1991
270940 VICOSA,"108,22",1991
280010 AMPARO DE SAO FRANCISCO,"72,14",1991
280020 AQUIDABA,"108,72",1991
280030 ARACAJU,"412,3",1991
280040 ARAUA,"100,01",1991
280050 AREIA BRANCA,"110,16",1991
280060 BARRA DOS COQUEIROS,"164,03",1991
280067 BOQUIM,"166,97",1991
280070 BREJO GRANDE,"82,5",1991
280100 CAMPO DO BRITO,"127,81",1991
280110 CANHOBA,"91,5",1991
280120 CANINDE DE SAO FRANCISCO,"97,3",1991
280130 CAPELA,"116,8",1991
280140 CARIRA,"133,94",1991
280150 CARMOPOLIS,"148,55",1991
280160 CEDRO DE SAO JOAO,"139,92",1991
280170 CRISTINAPOLIS,"96,48",1991
280190 CUMBE,"92,15",1991
280200 DIVINA PASTORA,"91,44",1991
280210 ESTANCIA,"147,68",1991
280220 FEIRA NOVA,"84,38",1991
280230 FREI PAULO,"118,09",1991
280240 GARARU,"83,21",1991
280250 GENERAL MAYNARD,"97,43",1991
280260 GRACHO CARDOSO,"84,11",1991
